round_id,stage,serial_order,validation_stage,run_id,instance_id,V,M,scenario,candidate,status,strict_certificate,verified_upper_bound,valid_lower_bound,final_gap,process_seconds,runner_wall_seconds,proof_incumbent_launch,decomposition_anchor_launch,anchor_safety_valid,arm_contract_matches,root_coverage_valid,parent_child_coverage_valid,result_sha256,matrix_instance_sha256_matches
36,C,1,qualification_1800,r36c_01_V12_M1__bw_p__1800s,V12_M1,12,1,v12,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,0.3572005832084155,0.3572005832084155,0.0,27.6495982,27.688000000081956,0.3572005832084155,0.3930800180051011,True,True,True,True,ec0f5893ff3c8ae81748fa745daf1aff8030d1c0aadfcb55532866c1ef6a6109,True
36,C,2,qualification_1800,r36c_02_V12_M2__bw_p__1800s,V12_M2,12,2,v12,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,0.7185040707549709,0.7185040707549709,0.0,122.2436042,122.28099999949336,0.7185040707549709,0.7893423968012562,True,True,True,True,1a69d480eae84e1035816f5edf7261d53b90d5d64e9e6d1c106c652f2b31c2fa,True
36,C,3,qualification_1800,r36c_03_high_imbalance_seed3202__bw_p__1800s,high_imbalance_seed3202,20,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,1.7493134520506337,1.7493134520506324,7.615945718524238e-16,233.2555846,233.29700000025332,1.7493134520506337,1.7576833851330294,True,True,True,True,cade36996a63d218f4a26dabb1101cc9f20eac502474bbba10a8fd4bb0349d52,True
36,C,4,qualification_1800,r36c_04_moderate_seed3302__bw_p__1800s,moderate_seed3302,20,3,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.19563620654901237,0.15392938724208122,0.2131855858515761,1785.0454418,1785.0779999997467,0.19563620654901237,0.3354560658983803,True,True,True,True,a81bc34e41fb1a758213c9d4ad9250a17bd5a03b090c745b51d1329126e10c7f,True
36,C,5,qualification_1800,r36c_05_tight_T_seed3101__bw_p__1800s,tight_T_seed3101,20,3,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.10725273413394144,0.06645527406305898,0.3803862008770143,1785.0326688,1785.0779999997467,0.10725273413394144,1.008059604232259,True,True,True,True,441771125d9b736496f0f52890c464cd7bdd635b24ba21a26d0b17583500958f,True
36,C,6,qualification_1800,r36c_06_high_imbalance_seed4201__bw_p__1800s,high_imbalance_seed4201,20,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,2.7832961908951837,2.783296190895183,1.59555138724647e-16,422.7838672,422.81199999991804,2.784107571242904,2.79863409613361,True,True,True,True,d683d9e2090c96599b3e13286fb441b86b14ec48e5a2a545ab09b7031a83522d,True
36,C,7,qualification_1800,r36c_07_moderate_seed4302__bw_p__1800s,moderate_seed4302,20,3,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,0.0298198766247978,0.029819876624797757,1.3961614914537118e-15,621.8314979,621.875,0.04854285887126694,0.06607699113576627,True,True,True,True,955d2192788b3092108dfe7099fb5a8f82e919b79618d48ca12a679db0d1e4b8,True
36,C,8,qualification_1800,r36c_08_tight_T_seed4101__bw_p__1800s,tight_T_seed4101,20,3,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,0.562981400559009,0.5629814005590084,1.183225261285116e-15,386.2295159,386.26599999982864,0.6044885370628472,0.7333212708333403,True,True,True,True,0fc360694eb25b7877f1b07d2632991acc59e1a0b04a4e10a620a2419a285f26,True
36,C,9,qualification_1800,r36c_09_high_imbalance_seed5202__bw_p__1800s,high_imbalance_seed5202,20,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,1.1505042773152456,1.0977694370846747,0.04583628350659427,1785.0330082,1785.0779999997467,1.1543377051882164,1.2000606361269495,True,True,True,True,19b9d2591abd55a0e4192ccf7099438ee5bc0ea0f6acf1bbdb4aea0737177252,True
36,C,10,qualification_1800,r36c_10_high_imbalance_seed5203__bw_p__1800s,high_imbalance_seed5203,20,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,2.3524097575828193,2.3524097575828056,5.852197076200602e-15,158.1827705,158.21899999957532,2.3524097575828193,2.3643426812899904,True,True,True,True,daa1ee57ab57ab9a8a6a8feb877208b696865b5299f2dc295aa390c237e226fd,True
36,C,11,qualification_1800,r36c_11_moderate_seed5301__bw_p__1800s,moderate_seed5301,20,3,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.16885733659692667,0.12704974690525545,0.24759119463946438,1785.0468259,1785.0779999997467,0.16885733659692667,0.24325805444040238,True,True,True,True,e023529b511fd6f025392d4d0490f543a6a14a6e0808dde566163230263277d9,True
36,C,12,qualification_1800,r36c_12_moderate_seed5302__bw_p__1800s,moderate_seed5302,20,3,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.109681593369203,0.05369379215889471,0.5104575844539915,1785.0376182,1785.1559999994934,0.109681593369203,0.1921650330086186,True,True,True,True,e17158c2c6de5cdb1a7cd9cde7e4d241e64db07dbf97f8e1368b06b03fa5c104,True
36,C,13,qualification_1800,r36c_13_tight_T_seed5102__bw_p__1800s,tight_T_seed5102,20,3,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.3623546627845846,0.3282600143634727,0.09409192684069524,1785.0624472,1785.10899999924,0.3623546627845846,0.440522065322945,True,True,True,True,720778933de1b99c98471856912162fa368d4f767870c7269db98f18deb67e8b,True
36,C,14,qualification_1800,r36c_14_tight_T_seed5103__bw_p__1800s,tight_T_seed5103,20,3,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,0.2843258683938499,0.2843258683938497,5.857133388337721e-16,737.1005129,737.1399999996647,0.2849628509699851,0.47493373175620823,True,True,True,True,7e4e164f86bc2c4d67563fd631cb485b09a5da18d4b3870aec04c3cfe319ad6d,True
36,C,15,qualification_1800,r36c_15_high_imbalance_seed6202__bw_p__1800s,high_imbalance_seed6202,50,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,9.729609677413569,8.191699928419316,0.15806489674137436,1785.118344,1785.1399999996647,9.820664665302525,10.82672037080388,True,True,True,True,147de53030d0641704854b563f823c8e88e7343c8b38fd773da5d75964e05aa0,True
36,C,16,qualification_1800,r36c_16_moderate_seed6301__bw_p__1800s,moderate_seed6301,50,3,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.6075292832179728,0.5379124728441186,0.11459004906744015,1785.1203766,1785.1409999998286,0.6075292832179728,1.3124247509563882,True,True,True,True,900f3ab9efde0c97d71c216b7b0647fecee344a830bb1551e03c970aeba02c73,True
36,C,17,qualification_1800,r36c_17_tight_T_seed6102__bw_p__1800s,tight_T_seed6102,50,3,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.6855974831044359,0.6018489670823272,0.12215405990536794,1785.0881552,1785.203000000678,0.6855974831044359,0.8431367355053666,True,True,True,True,b496b105371678fba2ea7ee3f2cc727c09e8191b0f7198f2196ae215d8e818be,True
36,C,18,qualification_1800,r36c_18_round31_sealed_high_imbalance_V20_seed1968399862__bw_p__1800s,round31_sealed_high_imbalance_V20_seed1968399862,20,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,2.0874707775727215,2.0874707771215264,2.1614438206484313e-10,148.6529264,148.68800000008196,2.0874707775727215,2.1210198459628056,True,True,True,True,fa153d3abecb78a5e6efbc9a5e83017fab7b6227c30a9494db0628815e14b3b0,True
36,C,19,qualification_1800,r36c_19_round31_sealed_high_imbalance_V50_seed802548647__bw_p__1800s,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,8.771979091147195,8.771979091147196,0.0,1141.0524123,1141.0930000003427,8.773853723068965,8.833146456637262,True,True,True,True,65ca5066323c2a17bc3f3f2c653b7e4380705a0c3b4329c78fe062a36b507f6e,True
36,C,20,qualification_1800,r36c_20_round31_sealed_moderate_V20_seed311185674__bw_p__1800s,round31_sealed_moderate_V20_seed311185674,20,3,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.07675263690685412,0.0665950200455096,0.13234225260132304,1785.0394742,1785.063000000082,0.07675263690685412,0.15892098625487477,True,True,True,True,482f9861eaea368156ce5a12e28b60c3584216d74c828f83a54fb4634d7338eb,True
36,C,21,qualification_1800,r36c_21_round31_sealed_moderate_V50_seed1112848618__bw_p__1800s,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.6300067880915016,0.5120573643096316,0.18721929034951787,1785.1271878,1785.1560000004247,0.6874838397370203,0.7588125173791058,True,True,True,True,04afdb6608523ac7d0118d138be5cf3ce67b9eb14e05f010cfde3b9fa152abed,True
36,C,22,qualification_1800,r36c_22_round31_sealed_tight_T_V20_seed2113109204__bw_p__1800s,round31_sealed_tight_T_V20_seed2113109204,20,3,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.40134426587847294,0.39766899991805,0.009157389983829537,1785.0603988,1785.0930000003427,0.40134426587847294,0.4704434489259324,True,True,True,True,f9dbbef3708b542d87e87e7ebb82c474216fedd3a452dfee8674bba5a0503d32,True
36,C,23,qualification_1800,r36c_23_round31_sealed_tight_T_V50_seed1973327304__bw_p__1800s,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.8594176743653525,0.6507886407076122,0.24275627541847447,1785.2314932,1785.2819999996573,0.895923434379984,1.174452788893665,True,True,True,True,87daad170a9268d57b881ad25b34cf70433c5a0d1092b23a06858c6d4dd76a17,True
36,C,24,qualification_1800,r36c_24_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,4.356924112605589,4.356924112605589,0.0,10.732178,10.765000000596046,4.356924112605589,4.356924112605589,True,True,True,True,5dd01f355e5c824fcfeeb7ffe1802ac87d77cac9cff5cb4d97315f79204f5b47,True
