round_id,comparison,panel_row_id,instance_id,V,M,scenario,round35_pattern,left_arm,right_arm,left_U_proof,right_U_proof,same_proof_incumbent,left_U_anchor,right_U_anchor,same_anchor,left_normalization_source,right_normalization_source,left_strict_certificate,right_strict_certificate,left_final_common_ub_gap,right_final_common_ub_gap,right_minus_left_final_gap,left_process_seconds,right_process_seconds,left_exact_phase_seconds,right_exact_phase_seconds,right_over_left_exact_phase_ratio,left_work,right_work,left_nodes,right_nodes,left_actual_splits,right_actual_splits,left_max_depth,right_max_depth,left_terminal_mip_calls,right_terminal_mip_calls,initial_geometry_changed,initial_lp_sequence_changed,controlling_sequence_changed,target_sequence_changed,split_sequence_changed,actual_split_decisions_changed,closure_sequence_changed,downstream_sequence_changed,pre_first_split_sequence_changed,both_arms_zero_actual_splits,trajectory_diff_despite_zero_splits,first_divergence_before_split,left_first_split_process_seconds,right_first_split_process_seconds,causal_outcome,outcome_basis,round35_expected_direction,round35_direction_match,auc_status,auc_convention,common_window_start_seconds,common_window_end_seconds,common_window_seconds,left_normalized_proof_auc,right_normalized_proof_auc,right_minus_left_proof_auc,left_normalized_gap_auc,right_normalized_gap_auc,wide_self_arm,fixed_anchor_proof_exposure,stronger_proof_cutoff_used_on_right,right_open_leaf_count,left_open_leaf_count
36,wide-proof_vs_best-proof_fixed-anchor,r36_01_V12_M1,V12_M1,12,1,v12,3_simple_ub_weaker_exact_phase_faster,SS,BW-A,0.3930800180051011,0.3572005832084155,False,0.3930800180051011,0.3930800180051011,True,proof,anchor,True,True,7.304086920672336e-15,0.0,-7.304086920672336e-15,21.9385923,27.5443891,21.935389,21.2350485,0.9680725744138844,32.11395731184975,34.63024290217165,2861.0,3400.0,2,2,2,2,2,2,True,True,True,False,False,False,False,True,True,False,False,True,1.4813033,7.777280599999999,left_win,common_window_proof_auc,right_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,6.3201964,21.9352034,15.615006999999999,0.908285494269341,0.8763636735042908,-0.0319218207650502,0.09171450573065913,0.12363632649570988,SS,True,True,0,1
36,wide-proof_vs_best-proof_fixed-anchor,r36_02_V12_M2,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,SS,BW-A,0.7893423968012562,0.7185040707549709,False,0.7893423968012562,0.7893423968012562,True,proof,anchor,True,True,4.172004430452538e-15,0.0,-4.172004430452538e-15,82.5523201,121.8973977,82.548395,114.9774979,1.3928495872027555,170.13552292276773,217.08507572893578,3334.0,2878.0,1,3,1,3,2,2,True,True,True,True,True,True,True,True,True,False,False,True,1.7529851,8.7540298,left_win,common_window_proof_auc,right_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,6.9305501,82.5433118,75.6127617,0.9621455355442823,0.9232742081096807,-0.03887132743460158,0.03785446445571825,0.07672579189031951,SS,True,True,0,0
36,wide-proof_vs_best-proof_fixed-anchor,r36_03_high_imbalance_seed3202,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,SS,BW-A,1.7576833851330294,1.7493134520506337,False,1.7576833851330294,1.7576833851330294,True,proof,anchor,True,True,3.64900268563079e-10,7.615945718524238e-16,-3.648995069685071e-10,254.924295,233.0861645,254.9206424,217.2137164,0.8520836694706212,482.5561472279338,408.74551643281535,4866.0,3605.0,0,0,0,0,1,1,False,True,True,True,False,False,False,True,True,True,True,True,nan,nan,left_win,common_window_proof_auc,left_win,True,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,15.8825195,233.078648,217.1961285,0.9756412230095372,0.9655137549693806,-0.01012746804015645,0.024358776990459633,0.034486245030618444,SS,True,True,0,0
36,wide-proof_vs_best-proof_fixed-anchor,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,BW-A,0.42185791230189496,0.35363892908469974,False,0.42185791230189496,0.42185791230189496,True,proof,anchor,True,True,5.715457435335043e-15,1.9105957712405717e-14,1.3390500277070674e-14,333.5805959,339.3460681,333.5765688,334.3435997,1.0022994148023026,568.6870396452543,581.4745451660148,11357.0,14952.0,0,0,0,0,2,2,True,True,True,False,False,False,False,True,True,True,True,True,nan,nan,right_win,common_window_proof_auc,left_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,5.0126484,333.5747825,328.56213410000004,0.8120027679013747,0.8287083546193291,0.016705586717954413,0.18799723209862268,0.17129164538067151,SS,True,True,0,1
36,wide-proof_vs_best-proof_fixed-anchor,r36_05_tight_T_seed5103,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,BW-A,0.47493373175620823,0.2849628509699851,False,0.47493373175620823,0.47493373175620823,True,proof,anchor,True,True,8.980937862117839e-15,5.857133388337721e-16,-8.395224523284067e-15,416.4322732,738.4925898,416.4284996,708.9372382,1.702422478002752,825.2621786363998,1430.4033409660249,9446.0,15476.0,0,1,0,1,1,1,True,True,True,True,True,True,False,True,True,False,False,True,nan,31.7591016,left_win,common_window_proof_auc,left_win,True,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,29.5692131,416.4289334,386.8597203,0.9144645033288737,0.854966083424087,-0.05949841990478679,0.08553549667112711,0.1450339165759118,SS,True,True,0,2
36,wide-proof_vs_best-proof_fixed-anchor,r36_06_moderate_seed5301,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,SS,BW-A,0.24325805444040238,0.16885733659692667,False,0.24325805444040238,0.24325805444040238,True,proof,anchor,False,False,0.1944410072558352,0.24759119463946438,0.05315018738362917,1785.0326606,1785.0313116,1785.0284747,1763.9320598,0.9881814686997944,3865.0433193111376,3632.097497526326,11544.0,16451.0,0,0,0,0,2,2,True,True,True,True,True,False,False,True,True,True,True,True,nan,nan,left_win,final_common_ub_gap,right_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,21.107691,1785.0274602,1763.9197692,0.6933686822725935,0.6848642390046342,-0.008504443267959287,0.3066313177274064,0.3151357609953668,SS,True,True,2,3
36,wide-proof_vs_best-proof_fixed-anchor,r36_07_high_imbalance_seed5203,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,SS,BW-A,2.3643426812899904,2.3524097575828193,False,2.3643426812899904,2.3643426812899904,True,proof,anchor,True,True,1.1326833050710842e-15,5.852197076200602e-15,4.719513771129518e-15,100.821129,158.227039,100.8172366,143.77748079999998,1.4261200331293347,181.3416786953202,247.00505883848243,1819.0,2785.0,8,5,8,5,3,3,False,False,True,True,True,True,True,True,True,False,False,True,94.1915924,154.0835582,right_win,common_window_proof_auc,right_win,True,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,14.4582906,100.8125275,86.3542369,0.9406605364764533,0.9457345338542955,0.005073997377842198,0.059339463523545986,0.054265466145704475,SS,True,True,0,2
36,wide-proof_vs_best-proof_fixed-anchor,r36_08_tight_T_seed5102,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,SS,BW-A,0.440522065322945,0.3623546627845846,False,0.440522065322945,0.440522065322945,True,proof,anchor,True,False,6.7060963142732255e-09,0.09409192684069524,0.09409192013459892,1750.1145051,1785.0626527,1750.1102181,1767.2382539999999,1.0097868326936543,3644.2257588954503,3710.196717415585,26102.0,25037.0,1,1,1,1,2,1,True,True,True,True,True,True,True,True,True,False,False,True,3.436837,21.0154887,left_win,strict_certificate,right_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,17.8342416,1750.1050623,1732.2708207,0.9069921963057075,0.8942590780337891,-0.012733118271918342,0.09300780369429229,0.10574092196621142,SS,True,True,3,0
36,wide-proof_vs_best-proof_fixed-anchor,r36_09_round31_sealed_moderate_V50_seed1112848618,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,5_simple_certification_or_final_gap_regression,SS,BW-A,0.7588125173791058,0.6874838397370203,False,0.7588125173791058,0.7588125173791058,True,proof,anchor,False,False,0.14123359889528178,0.17960193265116003,0.03836833375587825,3585.1460936,3585.1558415,3585.1324612999997,3428.3775031,0.9562763831205392,11219.075490401612,10533.128485782601,813.0,593.0,1,1,1,1,1,1,True,True,True,True,False,False,False,True,True,False,False,True,76.8290323,216.01603839999999,left_win,final_common_ub_gap,left_win,True,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,156.836953,3585.1259807,3428.2890277,0.8587352504267717,0.8169985627402403,-0.04173668768653133,0.1412647495732286,0.1830014372597595,SS,True,True,4,4
36,wide-proof_vs_best-proof_fixed-anchor,r36_10_high_imbalance_seed6202,high_imbalance_seed6202,50,3,high_imbalance,5_simple_certification_or_final_gap_regression,SS,BW-A,10.82672037080388,9.820664665302525,False,10.82672037080388,10.82672037080388,True,proof,anchor,False,False,0.19620944276182525,0.1580542179540433,-0.03815522480778194,3586.7554931,3585.1424092,3586.7445601,3563.004851,0.9933812657405026,8816.243577318703,8552.91825647243,5764.0,6543.0,0,0,0,0,1,1,False,True,True,False,False,False,False,True,True,True,True,True,nan,nan,right_win,final_common_ub_gap,left_win,False,observed_common_window,left_continuous_no_interpolation_no_post_last_extension,22.1482103,3585.1119712,3562.9637609,0.8020258585790496,0.8359943743428889,0.03396851576383924,0.19797414142095088,0.1640056256571104,SS,True,True,2,2
