decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
1,1,0.079149999999999998,"L0","",0,0,0.50454385216420738,0.15858790015822441,0.15858790015822441,0.37478605399896031,0.50454385216420738,0.34595595200598295,0,0.62492971312427936,0,0.62492971312427936,0,0.31246485656213968,0,0.25330848681941126,2.8905414657076194e-07,"exact-close",,"adaptive_mass_no_strict_child_improvement","parent_coverage_retained"
