station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,6,12,6
2,6,15,6
3,5,10,5
4,4,8,8
5,22,13,22
6,17,10,17
7,26,16,16
8,6,11,11
9,21,12,14
10,17,10,17
11,6,11,11
12,16,9,16
13,5,10,10
14,3,5,5
15,18,11,11
16,20,12,12
17,16,9,16
18,4,8,4
19,8,15,15
20,16,9,16
