leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,1.574,3.00607,1,7247,0,1.574,3.00607,1,7247,0,0
L1,0,30,30.001,61.2958,159,115427,0,30.001,61.2958,159,115427,0,0
L1,1,60,60.009,109.447,560,248669,0,90.01,170.743,719,364096,0,0
L1.0,0,30,30.002,62.8841,82,81769,0,30.002,62.8841,82,81769,0,0
L1.1,0,30,30.002,63.6517,543,128214,0,30.002,63.6517,543,128214,0,0
L1.1,1,60,60.001,123.675,1530,494130,0,90.003,187.326,2073,622344,0,0
L1.1.0,0,30,30.002,55.5242,232,86436,0,30.002,55.5242,232,86436,0,0
L1.1.1,0,26.1069,26.11,52.6905,232,95833,0,26.11,52.6905,232,95833,0,0
