instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
moderate_seed3302.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,0.444455,0.196685,1.6518,3,15,42,30,12,"3578.08|3514.11|881.82",true,0.0011928,true,
moderate_seed3302.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,0.335456,0.14765,1.25204,3,12,51,47,4,"3582.56|3503.84|3056.53",true,0.0017985,true,
moderate_seed3302.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,0.391493,0.174116,1.44919,3,14,49,37,12,"3578.08|3599.79|2034.91",true,0.0022113,false,
