leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,closure_source,lower_bound_sources
L0,"",0,-1,0,0.17139937077610898,0,0.68559748310443591,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1,"",0,-1,0.17139937077610898,0.34279874155221796,0.17139937077610898,0.48661597140378293,replaced,1,1,0,0.48661597140378293,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L2,"",0,-1,0.34279874155221796,0.51419811232832691,0.34279874155221796,0.62305459378377903,replaced,1,1,0,0.62305459378377903,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3,"",0,-1,0.51419811232832691,0.68559748310443591,0.51419811232832691,0.68559748310443591,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1.0,"L1",1,0,0.17139937077610898,0.25709905616416345,0.48661597140378293,0.68559748310443591,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1,"L1",1,1,0.25709905616416345,0.34279874155221796,0.54085406369392131,0.54085406369392131,replaced,1,1,0,0.54085406369392131,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0,"L2",1,0,0.34279874155221796,0.4284984269402724,0.62305459378378025,0.62305459378378025,open,1,1,0,0.62305459378378025,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.1,"L2",1,1,0.4284984269402724,0.51419811232832691,0.62305459378377903,0.68559748310443591,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L1.1.0,"L1.1",2,0,0.25709905616416345,0.2999488988581907,0.54231877512993165,0.54231877512993165,replaced,1,1,0,0.54231877512993165,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.1,"L1.1",2,1,0.2999488988581907,0.34279874155221796,0.580204751089752,0.580204751089752,open,1,1,0,0.580204751089752,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0,"L1.1.0",3,0,0.25709905616416345,0.27852397751117708,0.54379133719384065,0.54379133719384065,replaced,1,1,0,0.54379133719384065,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.1,"L1.1.0",3,1,0.27852397751117708,0.2999488988581907,0.55877982974273788,0.60459847011073853,open,1,1,0,0.55877982974273788,1,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L1.1.0.0.0,"L1.1.0.0",4,0,0.25709905616416345,0.26781151683767024,0.56328902666948377,0.56328902666948377,open,1,1,0,0.56328902666948377,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L1.1.0.0.1,"L1.1.0.0",4,1,0.26781151683767024,0.27852397751117708,0.5500939861220876,0.55250946133681511,replaced,1,1,0,0.5500939861220876,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_partial_native_mip_bound"
L1.1.0.0.1.0,"L1.1.0.0.1",5,0,0.26781151683767024,0.27316774717442366,0.55250946133681511,1e+100,empty,1,1,0,0.55080815504663205,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;inherited_parent_partial_native_bound;native_terminal_mip_bound"
L1.1.0.0.1.1,"L1.1.0.0.1",5,1,0.27316774717442366,0.27852397751117708,0.55365637793441991,1e+100,empty,1,1,0,0.55365637793441991,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;inherited_parent_partial_native_bound;native_terminal_mip_bound"
