parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason,b_plus,eta_proof,eta_anchor,normalization_source,normalization_upper_bound
L1,true,1,0,0,0,0,,0,"current_child_gain_not_strict",0.015601403508861182,0,0,"proof",0.021337006039780566
L2,true,1,1,0,0,0.051542305226587364,,0,"current_normalized_child_gain_reaches_rho",0.01813822142257706,0.051542305226587364,0.051542305226587364,"proof",0.021337006039780566
L2.0,true,1,0,0,0,0,,0,"current_child_gain_not_strict",0.018223801372270691,0,0,"proof",0.021337006039780566
L2.1,true,1,0,0,0,0,,0,"current_child_gain_not_strict",0.019830298923047333,0,0,"proof",0.021337006039780566
