telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0215081,initialize,R,0,1.74931
0.437611,lp_complete,R,1.28629,1.74931
0.43764,atomic_split,R,1.28629,1.74931
0.881034,lp_complete,R.0,1.28629,1.74931
0.881056,atomic_split,R.0,1.28629,1.74931
1.22101,lp_complete,R.1,1.56089,1.74931
1.22103,atomic_split,R.1,1.56089,1.74931
1.4274,lp_infeasible,R.0.0,1.56089,1.74931
1.84018,lp_complete,R.0.1,1.58226,1.74931
1.8402,atomic_split,R.0.1,1.58226,1.74931
2.24831,lp_complete,R.1.0,1.58226,1.74931
2.24833,atomic_split,R.1.0,1.58226,1.74931
2.63667,lp_infeasible,R.1.1,1.58233,1.74931
2.95669,lp_complete,R.1.0.1,1.58233,1.74931
2.95671,atomic_split,R.1.0.1,1.58233,1.74931
3.33468,lp_complete,R.1.0.0,1.58278,1.74931
3.33471,atomic_split,R.1.0.0,1.58278,1.74931
3.66397,lp_complete,R.1.0.0.1,1.58278,1.74931
3.664,atomic_split,R.1.0.0.1,1.58278,1.74931
4.0848,lp_complete,R.1.0.0.0,1.58838,1.74931
4.08483,atomic_split,R.1.0.0.0,1.58838,1.74931
4.5202,lp_complete,R.1.0.0.0.0,1.58838,1.74931
4.52022,atomic_split,R.1.0.0.0.0,1.58838,1.74931
4.88608,lp_complete,R.1.0.0.0.1,1.59551,1.74931
4.88611,atomic_split,R.1.0.0.0.1,1.59551,1.74931
5.26136,lp_complete,R.1.0.0.0.0.0,1.59551,1.74931
5.26139,atomic_split,R.1.0.0.0.0.0,1.59551,1.74931
5.68651,lp_complete,R.1.0.0.0.0.1,1.60156,1.74931
5.68654,atomic_split,R.1.0.0.0.0.1,1.60156,1.74931
6.097,lp_complete,R.1.0.0.0.0.1.0,1.60156,1.74931
6.09703,atomic_split,R.1.0.0.0.0.1.0,1.60156,1.74931
6.50107,lp_complete,R.1.0.0.0.0.1.1,1.60343,1.74931
6.50111,atomic_split,R.1.0.0.0.0.1.1,1.60343,1.74931
6.89371,lp_complete,R.1.0.0.0.1.0,1.60343,1.74931
6.89374,atomic_split,R.1.0.0.0.1.0,1.60343,1.74931
7.23144,lp_complete,R.1.0.0.0.1.1,1.60464,1.74931
7.23147,atomic_split,R.1.0.0.0.1.1,1.60464,1.74931
7.62749,lp_complete,R.1.0.0.0.0.1.1.1,1.60464,1.74931
7.62752,atomic_split,R.1.0.0.0.0.1.1.1,1.60464,1.74931
8.054,lp_complete,R.1.0.0.0.0.1.1.0,1.60477,1.74931
8.05417,atomic_split,R.1.0.0.0.0.1.1.0,1.60477,1.74931
8.44849,lp_complete,R.1.0.0.0.1.0.0,1.60477,1.74931
8.44852,atomic_split,R.1.0.0.0.1.0.0,1.60477,1.74931
8.83996,lp_complete,R.1.0.0.0.1.0.1,1.60526,1.74931
8.84,atomic_split,R.1.0.0.0.1.0.1,1.60526,1.74931
9.26576,lp_complete,R.1.0.0.0.0.1.0.1,1.60526,1.74931
9.26579,atomic_split,R.1.0.0.0.0.1.0.1,1.60526,1.74931
9.67967,lp_complete,R.1.0.0.0.0.1.0.0,1.60602,1.74931
9.67983,atomic_split,R.1.0.0.0.0.1.0.0,1.60602,1.74931
10.0679,lp_complete,R.1.0.0.0.1.0.0.0,1.60602,1.74931
10.068,atomic_split,R.1.0.0.0.1.0.0.0,1.60602,1.74931
10.4536,lp_complete,R.1.0.0.0.1.0.0.1,1.60609,1.74931
10.4538,atomic_split,R.1.0.0.0.1.0.0.1,1.60609,1.74931
10.86,lp_complete,R.1.0.0.0.0.1.1.0.0,1.60609,1.74931
10.86,atomic_split,R.1.0.0.0.0.1.1.0.0,1.60609,1.74931
11.2698,lp_complete,R.1.0.0.0.0.1.1.0.1,1.60623,1.74931
11.2698,atomic_split,R.1.0.0.0.0.1.1.0.1,1.60623,1.74931
11.6825,lp_complete,R.1.0.0.0.0.1.1.1.0,1.60623,1.74931
11.6826,atomic_split,R.1.0.0.0.0.1.1.1.0,1.60623,1.74931
12.0837,lp_complete,R.1.0.0.0.0.1.1.1.1,1.60668,1.74931
12.0837,atomic_split,R.1.0.0.0.0.1.1.1.1,1.60668,1.74931
12.4782,lp_complete,R.1.0.0.0.0.1.0.1.0,1.60668,1.74931
12.4783,atomic_split,R.1.0.0.0.0.1.0.1.0,1.60668,1.74931
12.9034,lp_complete,R.1.0.0.0.0.1.0.1.1,1.6068,1.74931
12.9034,atomic_split,R.1.0.0.0.0.1.0.1.1,1.6068,1.74931
13.3151,lp_complete,R.1.0.0.0.0.1.1.1.0.1,1.6068,1.74931
16.7336,terminal_mip_complete,R.1.0.0.0.0.1.1.1.0.1,1.6068,1.74931
17.1578,lp_complete,R.1.0.0.0.0.1.1.1.0.0,1.60684,1.74931
19.9887,terminal_mip_complete,R.1.0.0.0.0.1.1.1.0.0,1.60684,1.74931
20.4395,lp_complete,R.1.0.0.0.0.1.1.0.1.0,1.60684,1.74931
