parent_id,parent_bound,child_id,child_inherited_bound,inheritance_valid,source
R,1.28629,R.0,1.28629,true,"inherited_complete_parent_lp_bound"
R,1.28629,R.1,1.28629,true,"inherited_complete_parent_lp_bound"
R.0,1.56089,R.0.0,1.56089,true,"inherited_complete_parent_lp_bound"
R.0,1.56089,R.0.1,1.56089,true,"inherited_complete_parent_lp_bound"
R.1,1.58226,R.1.0,1.58226,true,"inherited_complete_parent_lp_bound"
R.1,1.58226,R.1.1,1.58226,true,"inherited_complete_parent_lp_bound"
R.0.1,1.63629,R.0.1.0,1.63629,true,"inherited_complete_parent_lp_bound"
R.0.1,1.63629,R.0.1.1,1.63629,true,"inherited_complete_parent_lp_bound"
R.1.0,1.58233,R.1.0.0,1.58233,true,"inherited_complete_parent_lp_bound"
R.1.0,1.58233,R.1.0.1,1.58233,true,"inherited_complete_parent_lp_bound"
R.1.0.1,1.68721,R.1.0.1.0,1.68721,true,"inherited_complete_parent_lp_bound"
R.1.0.1,1.68721,R.1.0.1.1,1.68721,true,"inherited_complete_parent_lp_bound"
R.1.0.0,1.58278,R.1.0.0.0,1.58278,true,"inherited_complete_parent_lp_bound"
R.1.0.0,1.58278,R.1.0.0.1,1.58278,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1,1.62783,R.1.0.0.1.0,1.62783,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1,1.62783,R.1.0.0.1.1,1.62783,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0,1.58838,R.1.0.0.0.0,1.58838,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0,1.58838,R.1.0.0.0.1,1.58838,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0,1.59551,R.1.0.0.0.0.0,1.59551,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0,1.59551,R.1.0.0.0.0.1,1.59551,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.1,1.60343,R.1.0.0.0.1.0,1.60343,true,"inherited_complete_parent_lp_bound"
