variant_name,time_limit_seconds,interval_id,call_index,vehicle,event,pricing_engine_used,time_seconds,exact_completed,early_negative_stop,generated_columns,returned_negative_columns,route_states,operation_states,pricing_state_stop_reason,pricing_label_dominance_mode,pricing_label_dominance_exact_safe,pricing_completion_bound_mode,pricing_decomposition,pricing_route_skeleton_mode,pricing_load_dp_cache_enabled,pricing_route_skeleton_cache_enabled,pricing_load_dp_dominance_enabled,pricing_operation_dp_dominance_enabled,best_reduced_cost
all_improvements_300_v12_m1,300,12,0,aggregate,aggregate_result_json,exact-label,299.3834303,False,False,0,0,82846349,0,negative_columns_remaining,safe-plus,True,all,route-skeleton-load-dp,standard,True,True,True,True,-0.00470697892369
