variant_name,time_limit_seconds,interval_id,pricing_calls,pricing_time_seconds,pricing_engine,final_pricing_engine,labels_generated,labels_kept,labels_expanded,labels_pruned_duration,labels_pruned_load,labels_pruned_station,labels_pruned_support,labels_pruned_reduced_cost,dominance_prunes,operation_dp_prunes,negative_columns_found,columns_inserted,best_reduced_cost,remaining_negative_rc,closure_status
all_improvements_300_v12_m1,300,12,1,299.3834303,exact-label,exact-label,82846349,0,82846349,8536243,0,0,0,0,0,0,0,0,-0.00470697892369,0,not_run
