event,source,generation,source_elapsed_seconds,content_sha256,duplicate,verifier_passed,published,objective,verification_seconds,reason
0,decoded_descent_verified_improvement,0,0.00027730000000000002,4c8cd89558c2a695d233b4b825ae40fe02db39a242a821b77806c7282450a769,0,1,1,0.90287469161532063,1.5999999999999999e-06,published_monotone_verified_upper_bound
1,decoded_descent_verified_improvement,0,0.00055440000000000003,676a1eceebae1e978dd7b0948cacccb132013646722f3bd8a5bce9ac0e265512,0,1,1,0.89773226765670344,8.9999999999999996e-07,published_monotone_verified_upper_bound
2,decoded_descent_verified_improvement,0,0.0017489999999999999,f2348bd0103bdb914a47f7a7c88bdd291cf8e3c7754baad58464fb738210686a,0,1,1,0.87226321866555012,4.3000000000000003e-06,published_monotone_verified_upper_bound
3,decoded_descent_verified_improvement,0,0.0023178000000000001,ecff7916ef265fca1a40a833456e5d348cd9c0586b23df1684b779788c95548e,0,1,1,0.81581049413155959,8.9999999999999996e-07,published_monotone_verified_upper_bound
4,decoded_descent_verified_improvement,0,0.0030969999999999999,4906fc218b39030fc792f52f22349b8ce667672e2f00f4a96936232db04d8c54,0,1,1,0.80555095717080638,8.9999999999999996e-07,published_monotone_verified_upper_bound
5,decoded_descent_verified_improvement,0,0.0040044,6b4308a4d35bb3183f1f9b6d862cc42b764b5156ddfd10e0dfa5f5f1169e6174,0,1,1,0.69869656248092993,7.9999999999999996e-07,published_monotone_verified_upper_bound
6,decoded_descent_verified_improvement,0,0.0049081000000000003,62e20328b11dccb9adaf6ce02133d721ba2a9f4793843a3a55f0e0bb5de2e68c,0,1,1,0.68561605581869378,7.9999999999999996e-07,published_monotone_verified_upper_bound
7,decoded_descent_verified_improvement,0,0.0055751000000000004,1c046d0ed8a2220b14d4db37217e174db010f2c2eed7affc7785d7c9ee3e4107,0,1,1,0.59447231425062896,7.9999999999999996e-07,published_monotone_verified_upper_bound
8,decoded_descent_verified_improvement,0,0.030137799999999999,1b3ed2bc90426d24f9abeb8cd1ae167faabd5b87bb4e923b38d883dd6c3cb559,0,1,1,0.59208101743020614,1.3e-06,published_monotone_verified_upper_bound
