leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,native_log
L2.0.0.1.0.0,LP,"OPTIMAL",0,253.086,0.24,0.64828,0,3577,0,0.0293215,623307d769967f8de040cbe8095c20ded8bca45e9f268349ad47c375a3610316,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0_lp.gurobi.log"
L2.0.0.1.0.1,LP,"OPTIMAL",0,252.704,0.24,0.666613,0,3606,0,0.0293215,c3c1c4950ef800ef46d255bceb1ba51dcfd19a9461e0fa8fe1a1a36a83af78be,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.1_lp.gurobi.log"
L2.0.0.0.1.0.0,LP,"OPTIMAL",0,252.322,0.262,0.72173,0,3604,0,0.0293215,60c24ec1cf39236b8819deaa2124fd9cda27ed49521a2f45306e32827777dbe7,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0_lp.gurobi.log"
L2.0.0.0.1.0.1,LP,"OPTIMAL",0,251.913,0.26,0.743712,0,3739,0,0.0293215,36efd48296746c520270fd1a44eab21c07c558c5ab2b97b4ba6898365500390f,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1_lp.gurobi.log"
L2.0.0.1.0.0.0,LP,"OPTIMAL",0,251.496,0.226,0.646627,0,3196,0,0.0293215,f328ca740c3e60f58cc1d2de8a787cfd804b7195abfefd3dc0ee13f133e5d064,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0_lp.gurobi.log"
L2.0.0.1.0.0.1,LP,"OPTIMAL",0,251.128,0.23,0.634457,0,3463,0,0.0293215,f406689af8329fa89c1d06addb313caf8be46eda80f9152274d284d499a54e6c,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.1_lp.gurobi.log"
L2.0.0.0.1.1.0.0,LP,"OPTIMAL",0,250.757,0.258,0.710505,0,3668,0,0.0293215,7c68533da42ed9ef84d27b302a16a5cd795df2cbf7c2f1bc1f44aeb2388d7b2f,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0.0_lp.gurobi.log"
L2.0.0.0.1.1.0.1,LP,"OPTIMAL",0,250.359,0.245,0.669329,0,3647,0,0.0293215,1db1a24ab6f9eb27bb8c353988681b1bea8251925a08eda214a915eb4da472b3,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0.1_lp.gurobi.log"
L2.0.0.0.1.1.1.0,LP,"OPTIMAL",0,249.975,0.253,0.692809,0,3461,0,0.0293215,20e3460acf02026e1b690cfccc6afaefb98adac7b0347d72c65ba95ea1b10bcb,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1.0_lp.gurobi.log"
L2.0.0.0.1.1.1.1,LP,"OPTIMAL",0,249.58,0.243,0.664113,0,3381,0,0.0293215,f21fae42b99a321dbbea59c59600e928f3f1706c1b5dbd23131c23e337b6f4b2,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1.1_lp.gurobi.log"
L2.0.0.0.1.0.1.0,LP,"OPTIMAL",0,249.196,0.242,0.685864,0,3660,0,0.0293215,f2db6938e29f18030ac05aa1d52e354aae2cba5a0e125189f55bdd06be274eb2,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.0_lp.gurobi.log"
L2.0.0.0.1.0.1.1,LP,"OPTIMAL",0,248.809,0.272,0.75587,0,3716,0,0.0293215,d15155c6db1d679c08ce67a9acc4c1cce2815ee17ed483883dc7c93522fbec64,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.1_lp.gurobi.log"
L2.0.0.0.1.1.1.0.0,LP,"OPTIMAL",0,248.395,0.266,0.752052,0,3934,0,0.0293215,5e2437bd1a323c3112088d6c49f4e0ad81f8b416a4da15d9d7fb39e49740fac6,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1.0.0_lp.gurobi.log"
L2.0.0.0.1.1.1.0.1,LP,"OPTIMAL",0,247.989,0.26,0.719202,0,3683,0,0.0293215,4370fbb492b30eca9b274ef3c339ef1775fa45b112eba67fbf635ada96e74636,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1.0.1_lp.gurobi.log"
L2.0.0.0.1.1.0.1.0,LP,"OPTIMAL",0,247.585,0.267,0.780971,0,3773,0,0.0293215,b00c0ac4076f916a491f3ba1dd2d5d84b8e1f1d857a7fb9b4f4620e45cc296c3,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0.1.0_lp.gurobi.log"
L2.0.0.0.1.1.0.1.1,LP,"OPTIMAL",0,247.175,0.262,0.745488,0,3960,0,0.0293215,ab752f1f352bf13da7498887fee4cc309727dc1f9694dae19a7f6c503b057e4b,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0.1.1_lp.gurobi.log"
L2.0.0.1.0.0.0.0,LP,"OPTIMAL",0,246.769,0.219,0.622196,0,3289,0,0.0293215,a0fe7e07736e41dc4d7468919ca77c75c868d1d2b6a5ff6839b3a3c1aa5a630d,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0.0_lp.gurobi.log"
L2.0.0.1.0.0.0.1,LP,"OPTIMAL",0,246.403,0.249,0.705671,0,3277,0,0.0293215,5b8bb145cea5048eb77ba31820bb99a2b08beb3cd485bf217bd3ec82cad467af,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0.1_lp.gurobi.log"
L2.0.0.0.1.1.1.1.0,LP,"OPTIMAL",0,246.01,0.255,0.707269,0,3557,0,0.0293215,1f40292aee3b2e1db008475fe9dacfb39196d0e984a28e8549c58533b713cf32,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1.1.0_lp.gurobi.log"
L2.0.0.0.1.1.1.1.1,LP,"OPTIMAL",0,245.608,0.241,0.686349,0,3415,0,0.0293215,90bbb06c303449d7336b58c7b0cb8c1e46d98c5d16c589296099c5562fe8f550,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1.1.1_lp.gurobi.log"
L2.0.0.0.1.1.0.0.0,LP,"OPTIMAL",0,245.227,0.267,0.744957,0,3947,0,0.0293215,c1a98bb886d15fe08ff49a1ef81ca587847e10b422fba91f19082bb6744884b1,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0.0.0_lp.gurobi.log"
L2.0.0.0.1.1.0.0.1,LP,"OPTIMAL",0,244.821,0.287,0.816364,0,4302,0,0.0293215,7ff713d3ad3aa99963df82463a5ff9fa02d1bfbde819d49b19cc2dc55da0cdc2,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0.0.1_lp.gurobi.log"
L2.0.0.0.1.1.1.0.1,MIP,"INFEASIBLE",0,244.499,3.417,6.59414,1,18521,0,0.054342,4370fbb492b30eca9b274ef3c339ef1775fa45b112eba67fbf635ada96e74636,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1.0.1_terminal_mip.gurobi.log"
L2.0.0.0.1.1.1.0.0,MIP,"INFEASIBLE",0,241.047,2.786,5.62436,1,17082,0,0.0543963,5e2437bd1a323c3112088d6c49f4e0ad81f8b416a4da15d9d7fb39e49740fac6,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1.0.0_terminal_mip.gurobi.log"
L2.0.0.0.1.1.0.1.1,MIP,"INFEASIBLE",0,238.225,2.323,4.33542,1,9141,0,0.0590407,ab752f1f352bf13da7498887fee4cc309727dc1f9694dae19a7f6c503b057e4b,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0.1.1_terminal_mip.gurobi.log"
L2.0.0.0.1.1.0.1.0,MIP,"INFEASIBLE",0,235.867,2.501,4.89877,1,13444,0,0.0590407,b00c0ac4076f916a491f3ba1dd2d5d84b8e1f1d857a7fb9b4f4620e45cc296c3,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0.1.0_terminal_mip.gurobi.log"
L2.0.0.0.1.1.1.1.0,MIP,"INFEASIBLE",0,233.33,3.12,5.82621,1,12646,0,0.0706811,1f40292aee3b2e1db008475fe9dacfb39196d0e984a28e8549c58533b713cf32,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1.1.0_terminal_mip.gurobi.log"
L2.0.0.1.0.0.0.0.0,LP,"OPTIMAL",0,230.055,0.224,0.646414,0,3224,0,0.0706811,41a3abddea919026d93ac2185764c917203bebb8105fef378d62c2f17c92416f,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0.0.0_lp.gurobi.log"
L2.0.0.1.0.0.0.0.1,LP,"OPTIMAL",0,229.687,0.238,0.664944,0,3416,0,0.0706811,d7e17ca764e28335e3b322bcaed65cbaedc084b5efd97b4a794c094c584aea62,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0.0.1_lp.gurobi.log"
L2.0.0.0.1.0.1.1.0,LP,"OPTIMAL",0,229.302,0.246,0.702079,0,3576,0,0.0706811,fa137e442c840b5f7e9010db9913a513bbdfdb6027cc1b6d7141fb4f47f23225,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.1.0_lp.gurobi.log"
L2.0.0.0.1.0.1.1.1,LP,"OPTIMAL",0,228.909,0.26,0.724288,0,3727,0,0.0706811,a4ec424f0ea722ae1fed7c565e7eb45b9916e556c3cac785f376d9fd7fa52cad,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.1.1_lp.gurobi.log"
L2.0.0.0.1.1.0.0.1,MIP,"INFEASIBLE",0,228.615,2.508,4.72832,1,13311,0,0.0706811,7ff713d3ad3aa99963df82463a5ff9fa02d1bfbde819d49b19cc2dc55da0cdc2,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0.0.1_terminal_mip.gurobi.log"
L2.0.0.0.1.1.1.1.1,MIP,"INFEASIBLE",0,226.072,3.483,6.67496,1,17547,0,0.0706811,90bbb06c303449d7336b58c7b0cb8c1e46d98c5d16c589296099c5562fe8f550,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1.1.1_terminal_mip.gurobi.log"
L2.0.0.1.0.0.0.0.0,MIP,"INFEASIBLE",0,222.554,3.634,6.6827,1,13356,0,0.0711435,41a3abddea919026d93ac2185764c917203bebb8105fef378d62c2f17c92416f,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0.0.0_terminal_mip.gurobi.log"
L2.0.0.0.1.1.0.0.0,MIP,"INFEASIBLE",0,218.884,1.725,3.49326,1,8819,0,0.0711435,c1a98bb886d15fe08ff49a1ef81ca587847e10b422fba91f19082bb6744884b1,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0.0.0_terminal_mip.gurobi.log"
L2.0.0.1.0.0.0.1.0,LP,"OPTIMAL",0,216.995,0.236,0.65642,0,3229,0,0.0711435,7f74e71cb2370320cd9dd2bff011d6a5cbf021b25b6a589f698a60f0b78b55e8,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0.1.0_lp.gurobi.log"
L2.0.0.1.0.0.0.1.1,LP,"OPTIMAL",0,216.588,0.262,0.736949,0,3581,0,0.0711435,6348f1a2f5a664ee8a7db80d7a67d88906a4258c85d42b020afe51f74dee42df,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0.1.1_lp.gurobi.log"
L2.0.0.1.0.0.1.0,LP,"OPTIMAL",0,216.181,0.257,0.695011,0,3433,0,0.0711435,a6c595ec432a5a85dcc91327d9a57bc8129ca0138c11f7c0dfb1c5ac379b3c17,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.1.0_lp.gurobi.log"
L2.0.0.1.0.0.1.1,LP,"OPTIMAL",0,215.784,0.218,0.606241,0,3276,0,0.0711435,00213bfeea4674250f5eaee1dc26bc6a92418694f572bd96caaceffc0951b9b7,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.1.1_lp.gurobi.log"
L2.0.0.1.0.0.0.0.1,MIP,"INFEASIBLE",0,215.533,6.106,11.8357,1,26527,0,0.0711435,d7e17ca764e28335e3b322bcaed65cbaedc084b5efd97b4a794c094c584aea62,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0.0.1_terminal_mip.gurobi.log"
L2.0.0.0.1.0.1.1.1,MIP,"INFEASIBLE",0,209.391,1.906,3.92898,1,12144,0,0.0711435,a4ec424f0ea722ae1fed7c565e7eb45b9916e556c3cac785f376d9fd7fa52cad,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.1.1_terminal_mip.gurobi.log"
L2.0.0.1.0.0.0.1.0,MIP,"INFEASIBLE",0,207.448,9.062,18.0949,5,34393,0,0.0736284,7f74e71cb2370320cd9dd2bff011d6a5cbf021b25b6a589f698a60f0b78b55e8,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0.1.0_terminal_mip.gurobi.log"
L2.0.0.0.1.0.1.0.0,LP,"OPTIMAL",0,198.236,0.254,0.733774,0,3736,0,0.0736284,bb05c1dfe1834ae12165ab4dfc2b1d264a7595d99359f38ea1845349461b68dd,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.0.0_lp.gurobi.log"
L2.0.0.0.1.0.1.0.1,LP,"OPTIMAL",0,197.84,0.263,0.726002,0,3499,0,0.0736284,c7b1540a6274e2e9be73d31cfc21798b281b4ffb454e4af95069964e973a6b3f,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.0.1_lp.gurobi.log"
L2.0.0.0.1.0.1.1.0,MIP,"INFEASIBLE",0,197.543,1.72,3.36989,1,10246,0,0.0736284,fa137e442c840b5f7e9010db9913a513bbdfdb6027cc1b6d7141fb4f47f23225,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.1.0_terminal_mip.gurobi.log"
L2.0.0.1.0.0.0.1.1,MIP,"INFEASIBLE",0,195.786,14.315,29.7359,37,68464,0,0.0736284,6348f1a2f5a664ee8a7db80d7a67d88906a4258c85d42b020afe51f74dee42df,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.0.1.1_terminal_mip.gurobi.log"
L2.0.0.1.0.0.1.0.0,LP,"OPTIMAL",0,181.308,0.242,0.676359,0,3368,0,0.0736284,fd242a79b212697f4e5ba62d099e5fc5578937a620e6dcee64628bcb0a088734,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.1.0.0_lp.gurobi.log"
L2.0.0.1.0.0.1.0.1,LP,"OPTIMAL",0,180.921,0.248,0.716618,0,3523,0,0.0736284,a62a9c9d2e40e79fda57d7a80f9ea2e058b7b2dc2152631ee606844a2daea921,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage3__high_imbalance_seed3202__c2_paper__300s\external\native_logs\L2.0.0.1.0.0.1.0.1_lp.gurobi.log"
