run_id,instance,decision_sequence,interval_id,variable,family,parent_lower,parent_upper,parent_width,width_tolerance,left_lower,left_upper,left_width,c_L,right_lower,right_upper,right_width,c_R,fixed_left,fixed_right,equal_weight
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","W_SP","ratio_penalty_product",0,69.181512500058275,69.181512500058275,9.9999999999999995e-08,0,69.181512500058275,69.181512500058275,0,0,30.363830579289914,30.363830579289914,0.56109906415728716,0,0,1
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","Y_1","final_inventory",11,27,16,9.9999999999999995e-08,11,27,16,0,15,23,8,0.5,0,0,1
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","Y_10","final_inventory",12,30,18,9.9999999999999995e-08,12,30,18,0,17,25,8,0.55555555555555558,0,0,1
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","Y_11","final_inventory",11,40,29,9.9999999999999995e-08,11,40,29,0,16,32,16,0.44827586206896552,0,0,1
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","Y_12","final_inventory",14,37,23,9.9999999999999995e-08,14,37,23,0,18,30,12,0.47826086956521741,0,0,1
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","Y_2","final_inventory",0,26,26,9.9999999999999995e-08,0,26,26,0,0,23,23,0.11538461538461542,0,0,1
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","Y_3","final_inventory",8,28,20,9.9999999999999995e-08,8,28,20,0,13,23,10,0.5,0,0,1
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","Y_4","final_inventory",0,25,25,9.9999999999999995e-08,0,25,25,0,0,18,18,0.28000000000000003,0,0,1
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","Y_5","final_inventory",7,11,4,9.9999999999999995e-08,7,11,4,0,8,10,2,0.5,0,0,1
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","Y_6","final_inventory",0,34,34,9.9999999999999995e-08,0,34,34,0,0,33,33,0.029411764705882359,0,0,1
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","Y_7","final_inventory",8,28,20,9.9999999999999995e-08,8,28,20,0,13,23,10,0.5,0,0,1
