source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,audit_passed,failure_count,failures,warnings
results\primal_ub_improvement_round\raw\certificate_basis_test.json,gcap_smoke_V4_M1.txt,certificate-basis-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\primal_ub_improvement_round\raw\option_consistency_test.json,gcap_smoke_V4_M1.txt,option-consistency-test,diagnostic_complete,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\primal_ub_improvement_round\raw\v12_m1_explicit_hga_json_300s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.060643534247,4,0,4,True,0,,
results\primal_ub_improvement_round\raw\v12_m1_improved_hga_20s.json,regen_candidate_V12_M1_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\primal_ub_improvement_round\raw\v12_m1_improved_hga_60s.json,regen_candidate_V12_M1_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\primal_ub_improvement_round\raw\v12_m1_improved_hga_8s.json,regen_candidate_V12_M1_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\primal_ub_improvement_round\raw\v12_m1_paper_core_hga_300s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.060643534247,3,0,3,True,0,,
results\primal_ub_improvement_round\raw\v12_m2_diagnostic_archive_300s.json,regen_candidate_V12_M2_average.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\primal_ub_improvement_round\raw\v12_m2_explicit_hga_json_300s.json,regen_candidate_V12_M2_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0748818964495,3,0,3,True,0,,
results\primal_ub_improvement_round\raw\v12_m2_improved_hga_20s.json,regen_candidate_V12_M2_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\primal_ub_improvement_round\raw\v12_m2_improved_hga_30s.json,regen_candidate_V12_M2_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\primal_ub_improvement_round\raw\v12_m2_improved_hga_60s.json,regen_candidate_V12_M2_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\primal_ub_improvement_round\raw\v12_m2_improved_hga_8s.json,regen_candidate_V12_M2_average.txt,primal-heuristic,heuristic_incumbent_verified,diagnostic,False,False,False,True,1.0,0,0,0,True,0,,
results\primal_ub_improvement_round\raw\v12_m2_paper_core_hga_300s.json,regen_candidate_V12_M2_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0748818964495,3,0,3,True,0,,
results\primal_ub_improvement_round\raw\v4_paper_core_30s.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
