leaf_id,parent_id,child_index,depth,gamma_L,gamma_U,base_lower_bound,current_lower_bound,cutoff,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,lp_native_status,terminal_mip_started,terminal_native_status,closure_source,model_sha256,row_signature,parent_child_coverage_valid,parent_replaced,lower_bound_sources
R,"",-1,0,0,0.28496285096998508,0,0.077481448089169208,0.28496285096998508,replaced,1,1,0,0.077481448089169208,"OPTIMAL",0,"not_run","",0ff512eaa2335d864f6392e924fc05a4809773a7c7c53bf98e6072f27d5a6818,0ff512eaa2335d864f6392e924fc05a4809773a7c7c53bf98e6072f27d5a6818,1,1,"objective_nonnegative_penalty_and_root_gini_floor;complete_optimal_interval_lp_bound"
R.0,"R",0,1,0,0.14248142548499254,0.077481448089169208,0.082909735821145011,0.28496285096998508,replaced,1,1,0,0.082909735821145011,"OPTIMAL",0,"not_run","",5cc168c6e5175a1dde4da2718276529be08f2c183028c4fd553400290c604b33,5cc168c6e5175a1dde4da2718276529be08f2c183028c4fd553400290c604b33,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1,"R",1,1,0.14248142548499254,0.28496285096998508,0.077481448089169208,0.19700419887762266,0.28496285096998508,replaced,1,1,0,0.19700419887762266,"OPTIMAL",0,"not_run","",d99ea68f41745f184bab00dffc45e5f1c1e2f689f52e9da941919e8371cb4262,d99ea68f41745f184bab00dffc45e5f1c1e2f689f52e9da941919e8371cb4262,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0,"R.0",0,2,0,0.071240712742496271,0.082909735821145011,0.28496285096998508,0.28496285096998508,empty,1,0,1,0,"INFEASIBLE",0,"not_run","complete_interval_lp_infeasible",b85008dbe97f3cb34fd33f487f32e49fd543b5c0b44ab287c30244ae0c42ee9b,b85008dbe97f3cb34fd33f487f32e49fd543b5c0b44ab287c30244ae0c42ee9b,1,0,"inherited_complete_parent_lp_bound"
R.0.1,"R.0",1,2,0.071240712742496271,0.14248142548499254,0.082909735821145011,0.13196642219552804,0.28496285096998508,replaced,1,1,0,0.13196642219552804,"OPTIMAL",0,"not_run","",369b76e5377e6446ad10eae57d4da57c73dd3523707bd9c6fdaac5b50ee69887,369b76e5377e6446ad10eae57d4da57c73dd3523707bd9c6fdaac5b50ee69887,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0,"R.1",0,2,0.14248142548499254,0.21372213822748881,0.19700419887762266,0.19700419887762266,0.28496285096998508,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
R.1.1,"R.1",1,2,0.21372213822748881,0.28496285096998508,0.19700419887762266,0.19700419887762266,0.28496285096998508,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
R.0.1.0,"R.0.1",0,3,0.071240712742496271,0.10686106911374441,0.13196642219552804,0.13336095680478541,0.28496285096998508,replaced,1,1,0,0.13336095680478541,"OPTIMAL",0,"not_run","",0d2b73e03a8643ddb238229c30cd037bfc42c611f8eb03814c8a5530f14e2c70,0d2b73e03a8643ddb238229c30cd037bfc42c611f8eb03814c8a5530f14e2c70,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.1.1,"R.0.1",1,3,0.10686106911374441,0.14248142548499254,0.13196642219552804,0.16138384250637444,0.28496285096998508,replaced,1,1,0,0.16138384250637444,"OPTIMAL",0,"not_run","",162d3c05808dbe6ff2d42e90935009dbdfe2c26b40c712131f35ad831d4bf9ca,162d3c05808dbe6ff2d42e90935009dbdfe2c26b40c712131f35ad831d4bf9ca,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.1.0.0,"R.0.1.0",0,4,0.071240712742496271,0.089050890928120338,0.13336095680478541,0.28496285096998508,0.28496285096998508,empty,1,0,1,0,"INFEASIBLE",0,"not_run","complete_interval_lp_infeasible",b63f2b6147f0dcf3105cce40ad0210e4e94d05933b03af426b543ff03b6305ad,b63f2b6147f0dcf3105cce40ad0210e4e94d05933b03af426b543ff03b6305ad,1,0,"inherited_complete_parent_lp_bound"
