check_id,status,source,source_sha256,line,evidence_kind,line_text
FLOW001,PASS,include/ConnectivityFlow.hpp,4ad49231d642cae8536b546a5569f5092f8986969070e54bb3b6044e66a238ed,1,scope_scanned,include/ConnectivityFlow.hpp: audited lines 1-109
FLOW001,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,1,scope_scanned,src/ConnectivityFlow.cpp: audited lines 1-287
FLOW001,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,616,scope_scanned,writeCompactLp connectivity-flow column block: audited lines 616-628
FLOW001,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,820,scope_scanned,writeCompactLp connectivity-flow block: audited lines 820-884
FLOW002,PASS,include/ConnectivityFlow.hpp,4ad49231d642cae8536b546a5569f5092f8986969070e54bb3b6044e66a238ed,1,scope_scanned,include/ConnectivityFlow.hpp: audited lines 1-109
FLOW002,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,1,scope_scanned,src/ConnectivityFlow.cpp: audited lines 1-287
FLOW002,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,616,scope_scanned,writeCompactLp connectivity-flow column block: audited lines 616-628
FLOW002,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,820,scope_scanned,writeCompactLp connectivity-flow block: audited lines 820-884
FLOW003,PASS,include/ConnectivityFlow.hpp,4ad49231d642cae8536b546a5569f5092f8986969070e54bb3b6044e66a238ed,1,scope_scanned,include/ConnectivityFlow.hpp: audited lines 1-109
FLOW003,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,1,scope_scanned,src/ConnectivityFlow.cpp: audited lines 1-287
FLOW003,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,616,scope_scanned,writeCompactLp connectivity-flow column block: audited lines 616-628
FLOW003,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,820,scope_scanned,writeCompactLp connectivity-flow block: audited lines 820-884
FLOW004,PASS,include/ConnectivityFlow.hpp,4ad49231d642cae8536b546a5569f5092f8986969070e54bb3b6044e66a238ed,1,scope_scanned,include/ConnectivityFlow.hpp: audited lines 1-109
FLOW004,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,1,scope_scanned,src/ConnectivityFlow.cpp: audited lines 1-287
FLOW004,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,616,scope_scanned,writeCompactLp connectivity-flow column block: audited lines 616-628
FLOW004,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,820,scope_scanned,writeCompactLp connectivity-flow block: audited lines 820-884
FLOW005,PASS,include/ConnectivityFlow.hpp,4ad49231d642cae8536b546a5569f5092f8986969070e54bb3b6044e66a238ed,1,scope_scanned,include/ConnectivityFlow.hpp: audited lines 1-109
FLOW005,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,1,scope_scanned,src/ConnectivityFlow.cpp: audited lines 1-287
FLOW005,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,616,scope_scanned,writeCompactLp connectivity-flow column block: audited lines 616-628
FLOW005,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,820,scope_scanned,writeCompactLp connectivity-flow block: audited lines 820-884
FLOW006,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,830,regex_match,"connectivityFlowArcUpperBound(flow_variant, V, i, j);"
FLOW006,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,836,regex_match,if (connectivityFlowHasLowerLinks(flow_variant)) {
FLOW006,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,848,regex_match,"if (hasConnectivityFlowColumn(flow_variant, V, j, i)) {"
FLOW006,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,851,regex_match,"if (hasConnectivityFlowColumn(flow_variant, V, i, j)) {"
FLOW006,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,861,regex_match,"if (hasConnectivityFlowColumn(flow_variant, V, j, 0)) {"
FLOW006,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,867,regex_match,if (connectivityFlowHasStartCoupling(flow_variant)) {
FLOW007,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,147,regex_match,return connectivityFlowUsesReturnColumns(variant) || to != 0;
FLOW007,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,861,regex_match,"if (hasConnectivityFlowColumn(flow_variant, V, j, 0)) {"
FLOW008,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,50,regex_match,"case ConnectivityFlowVariant::Off: return ""off"";"
FLOW008,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,51,regex_match,"case ConnectivityFlowVariant::Round20Current: return ""round20-current"";"
FLOW008,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,52,regex_match,"case ConnectivityFlowVariant::ZeroReturn: return ""zero-return"";"
FLOW008,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,53,regex_match,"case ConnectivityFlowVariant::Normalized: return ""normalized"";"
FLOW008,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,55,regex_match,"return ""normalized-start-coupled"";"
FLOW008,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,64,regex_match,"if (normalized == ""off"" || normalized == ""none"" ||"
FLOW008,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,67,regex_match,"} else if (normalized == ""round20-current"" || normalized == ""current"" ||"
FLOW008,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,71,regex_match,"} else if (normalized == ""zero-return"" || normalized == ""f1"") {"
FLOW008,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,73,regex_match,"} else if (normalized == ""normalized"" || normalized == ""f2"") {"
FLOW008,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,75,regex_match,"} else if (normalized == ""normalized-start-coupled"" ||"
FLOW009,PASS,src/ConnectivityFlow.cpp,14ec8c8b8e2dbb2bab91d83537118b71fdbe5961f9fc51123c4fafb5da56bd46,1,scope_scanned,src/ConnectivityFlow.cpp: audited lines 1-287
FLOW009,PASS,src/CplexBaseline.cpp,c539aa3541a1888cd066c5e1f986d47eabdc116d1698966d4ae6d083074a6918,820,scope_scanned,writeCompactLp connectivity-flow block: audited lines 820-884
OPT001,PASS,include/Instance.hpp,934ff2431cca96e7c4dcaa2bcf824b2d2baca8b080aef959949a2e8d9d5447ad,63,regex_match,bool global_gini_tree_root_connectivity_flow = false;
