phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L2.0,next_leaf,0.617112,0.697135,0.697135,0.725443,target_reached_requeue,"INTERRUPTED",0.697139,1,0,1,29.932,68.6476,902,"c6_next_strict_frontier_bound_reached_requeue"
1,L2.1,next_leaf,0.697135,0.697139,0.697139,0.725443,target_reached_requeue,"INTERRUPTED",0.698388,1,0,1,0.476,1.01933,1,"c6_next_strict_frontier_bound_reached_requeue"
