station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,6,14,14
2,4,15,15
3,4,12,12
4,4,13,13
5,4,13,13
6,49,31,31
7,22,14,14
8,40,26,26
9,4,11,11
10,20,13,13
11,19,11,11
12,65,42,42
