source_csv,interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,direct_gini_cap_rows,tight_mccormick_rows,inventory_conservation_rows,movement_reachability_domains,visit_inventory_linking_rows,objective_estimator_cutoff_rows,penalty_lb,support_duration_pair_cuts,support_duration_triple_cuts,transfer_compatibility_cuts,receiver_source_cover_cuts,oracle_strengthening_families_enabled,json_path,lp_path,log_path,interval_lower_bound,incumbent_upper_bound,interval_status,reason,requires_pricing_closure,pricing_closure_available,interval_bound_valid,interval_closure_source,interval_closure_source_detail,interval_requires_pricing_closure,interval_pricing_closure_satisfied,interval_oracle_used_for_certificate,interval_oracle_is_diagnostic_only,interval_relaxation_bound_valid,interval_bpc_tree_nodes,interval_bpc_pricing_calls,interval_bpc_exact_pricing_closed,interval_final_lb,interval_final_ub_cutoff,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason,oracle_bound_merged,oracle_bound_value,oracle_bound_status,oracle_bound_source_json,oracle_bound_solver_status,oracle_bound_model_type,oracle_bound_valid,lower_bound_before_oracle,lower_bound_after_oracle,lower_bound_improvement_by_oracle,leaf_closed_by_oracle_bound
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,18,0.00806409067156,0.00825609283041,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.8050664,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2640,1,0,10,1,452,2,5,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_18.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_18.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_8064091_8256093_1136241301\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,19,0.00825609283041,0.00844809498925,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.8454532,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2640,1,0,10,1,452,2,5,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_19.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_19.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_8256093_8448095_1136242115\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.auto_oracle.csv,2,0.0245762763324,0.0368644144986,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.048809709088,0,120.403667,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.000342833576745,0.048809709088,false,190,31,5,3360,1,0,13,1,452,2,4,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_auto_oracle\interval_2.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_auto_oracle\interval_2.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_24576276_36864414_1118153023\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.auto_oracle.csv,3,0.0368644144986,0.0491525526647,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,1.5962942,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,50,9,4200,1,0,18,1,452,2,3,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure|dynamic_root,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_auto_oracle\interval_3.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_auto_oracle\interval_3.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_36864414_49152553_1118273435\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,1,0.0122881381662,0.0245762763324,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.044390657922,0,30.1870503,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.00476188474275,0.044390657922,false,190,24,3,2760,1,0,11,1,452,2,5,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_1.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_1.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_12288138_24576276_1127422537\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,2,0.0245762763324,0.0368644144986,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.048432362662,0,30.1795924,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.000720180002745,0.048432362662,false,190,31,5,3360,1,0,13,1,452,2,4,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_2.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_2.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_24576276_36864414_1127452732\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,3,0.0368644144986,0.0491525526647,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.7095767,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,50,9,4200,1,0,18,1,452,2,3,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_3.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_3.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_36864414_49152553_1127482919\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,7,0.00921610362464,0.0122881381662,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,2.2713789,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2640,1,0,10,1,452,2,5,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_7.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_7.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_9216104_12288138_1127483635\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,10,0.00768008635387,0.00844809498925,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.7942523,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2640,1,0,10,1,452,2,5,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_10.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_10.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_7680086_8448095_1127485912\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.auto_oracle.csv,11,0.00844809498925,0.00921610362464,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.7135893,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2640,1,0,10,1,452,2,5,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_11.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_11.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_8448095_9216104_1127486713\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.auto_oracle.csv,1,0.0489090516373,0.0978181032745,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.14468086865,0,120.4799038,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.050955327899,0.14468086865,false,190,13,2,1560,1,0,10,1,440,2,8,40,1,0,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3302_300s_auto_oracle\interval_1.json,results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3302_300s_auto_oracle\interval_1.lp,results\interval_cutoff_work\moderate_seed3302_interval_cutoff_48909052_97818103_1118641500\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.auto_oracle.csv,1,0.150176109171,0.300352218343,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,0.5284969862,0,120.3857343,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0722074404851,0.5284969862,false,190,34,2,4080,1,0,11,1,440,2,10,40,1,2,570,3420,60,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_tight_T_seed3102_300s_auto_oracle\interval_1.json,results\gf_compact_bc_timeprofile_round\raw\exact_tight_T_seed3102_300s_auto_oracle\interval_1.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_150176109_300352218_1117686602\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.auto_oracle.csv,12,0.223250364505,0.234412882731,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,4.6455146,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_V12_M1_300s_auto_oracle\interval_12.json,results\gf_compact_bc_timeprofile_round\raw\exact_V12_M1_300s_auto_oracle\interval_12.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_223250365_234412883_1116336764\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.auto_oracle.csv,13,0.234412882731,0.245575400956,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,2.337518,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_V12_M1_300s_auto_oracle\interval_13.json,results\gf_compact_bc_timeprofile_round\raw\exact_V12_M1_300s_auto_oracle\interval_13.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_234412883_245575401_1116341415\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.auto_oracle.csv,14,0.21208784628,0.217669105393,interval_closed,interval_exact_objective_bound_optimal_no_improver,"integer optimal, tolerance",true,false,false,0.35720005569,0.357200583208,5.6477786,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,5.1751841551e-07,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_V12_M1_300s_auto_oracle\interval_14.json,results\gf_compact_bc_timeprofile_round\raw\exact_V12_M1_300s_auto_oracle\interval_14.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_212087846_217669105_1116343758\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.auto_oracle.csv,16,0.245575400956,0.256737919181,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,1.6629018,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_V12_M1_300s_auto_oracle\interval_16.json,results\gf_compact_bc_timeprofile_round\raw\exact_V12_M1_300s_auto_oracle\interval_16.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_245575401_256737919_1116349427\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.auto_oracle.csv,17,0.256737919181,0.267900437406,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.9805963,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_timeprofile_round\raw\exact_V12_M1_300s_auto_oracle\interval_17.json,results\gf_compact_bc_timeprofile_round\raw\exact_V12_M1_300s_auto_oracle\interval_17.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_256737919_267900437_1116351096\interval_cutoff.cplex.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.intervals.csv,0,0,0.2375,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,2.44340319194,2.44340319194,0,0,0,0,0,0,0,29.9886775,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.intervals.csv,1,0.2375,0.475,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50460803,2.44340319194,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,1.50460803,2.44340319194,0,1,0,0,0,0,0,68.5633377,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.intervals.csv,2,0.475,0.7125,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74210803,2.44340319194,replaced_by_children,split_parent_replaced,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,67.6977923,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.intervals.csv,3,0.7125,0.95,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,2.44340319194,2.44340319194,0,0,0,0,0,0,0,28.6524049,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.intervals.csv,4,0.2375,0.35625,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,2.44340319194,2.44340319194,0,0,0,0,0,0,0,29.3404278,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.intervals.csv,5,0.35625,0.475,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,2.44340319194,2.44340319194,0,0,0,0,0,0,0,34.1386044,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.intervals.csv,6,0.475,0.59375,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74210803,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,30.9102914,adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.intervals.csv,7,0.59375,0.7125,,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74210803,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,1.74210803,2.44340319194,0,1,0,0,0,0,0,0,adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,,,,,,,,,,,,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.merged.intervals.csv,0,0,0.2375,,inventory_route_gini_relaxation_fathomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,2.44340319194,2.44340319194,0,0,0,0,0,0,0,29.9886775,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
