file,method,algorithm_preset,status,cplex_threads,mip_threads,compact_bc_solver_threads,solver_thread_policy,thread_fairness_class,audit_passed,failures
results\gf_compact_bc_effectiveness_round2\raw\cplex_high_imbalance_seed3201_1200s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_high_imbalance_seed3201_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_high_imbalance_seed3202_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_moderate_seed3301_1200s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_moderate_seed3301_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_moderate_seed3302_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_tight_T_seed3101_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_tight_T_seed3102_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V100_M5_high_imbalance_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V100_M5_moderate_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V12_M1_300s.json,cplex,custom,optimal,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V12_M2_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V50_M3_high_imbalance_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\cplex_V50_M3_moderate_300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\diagnostic_interval_comparisons\moderate_seed3301_hard_low_gini_plain_20s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\diagnostic_interval_comparisons\moderate_seed3301_hard_low_gini_tailored_20s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\diagnostic_interval_comparisons\v12_m1_easy_plain_20s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\diagnostic_interval_comparisons\v12_m1_easy_tailored_20s.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s_auto_oracle\interval_6.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s_auto_oracle\interval_7.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_1200s_static.json,gcap-frontier,paper-gf-compact-bc,optimal,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s_auto_oracle\interval_9.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s.json,gcap-frontier,paper-gf-compact-bc,interrupted_noncertified,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_11.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_16.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_17.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_18.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_19.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_3.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_7.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
