file,method,algorithm_preset,status,cplex_threads,mip_threads,compact_bc_solver_threads,solver_thread_policy,thread_fairness_class,audit_passed,failures
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.json,gcap-frontier,paper-gf-compact-bc,interrupted_noncertified,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_auto_oracle\interval_3.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_10.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_11.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_3.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_7.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.json,gcap-frontier,paper-gf-compact-bc,interrupted_noncertified,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3101_300s.json,gcap-frontier,paper-gf-compact-bc,optimal,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.json,gcap-frontier,paper-gf-compact-bc,interrupted_noncertified,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V100_M5_high_imbalance_300s.json,gcap-frontier,paper-gf-compact-bc,interrupted_noncertified,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V100_M5_moderate_300s.json,gcap-frontier,paper-gf-compact-bc,interrupted_noncertified,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.json,gcap-frontier,paper-gf-compact-bc,optimal,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s_auto_oracle\interval_12.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s_auto_oracle\interval_13.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s_auto_oracle\interval_14.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s_auto_oracle\interval_16.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s_auto_oracle\interval_17.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s.json,gcap-frontier,paper-gf-compact-bc,interrupted_noncertified,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.json,gcap-frontier,paper-gf-compact-bc,optimal,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V50_M3_high_imbalance_300s.json,gcap-frontier,paper-gf-compact-bc,model_size_limit,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_compact_bc_effectiveness_round2\raw\exact_V50_M3_moderate_300s.json,gcap-frontier,paper-gf-compact-bc,model_size_limit,0,1,1,compact_bc_single_thread,one_thread_fair,True,
