duplicate_row_group_id,file,instance_name,row_certificate_source_class,row_quality_rank,selected_for_summary,duplicate_row_resolution_reason,command_hash,comparable_setting_hash
fa0f0e2ff8a05f3a,results\gf_compact_bc_effectiveness_round2\raw\cplex_high_imbalance_seed3201_1200s.json,high_imbalance_seed3201.txt,benchmark_only,9,True,selected best audited comparable row,204a68efc6847209,fa0f0e2ff8a05f3a
1329852d11d13050,results\gf_compact_bc_effectiveness_round2\raw\cplex_high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,benchmark_only,9,True,selected best audited comparable row,e0797156bb2236dc,1329852d11d13050
d50dc4b319720bc6,results\gf_compact_bc_effectiveness_round2\raw\cplex_high_imbalance_seed3202_300s.json,high_imbalance_seed3202.txt,benchmark_only,9,True,selected best audited comparable row,007e440313093f6d,d50dc4b319720bc6
c9e857546b368bbe,results\gf_compact_bc_effectiveness_round2\raw\cplex_moderate_seed3301_1200s.json,moderate_seed3301.txt,benchmark_only,9,True,selected best audited comparable row,d2c83c0db21248e8,c9e857546b368bbe
55ec8b36ebb86dbf,results\gf_compact_bc_effectiveness_round2\raw\cplex_moderate_seed3301_300s.json,moderate_seed3301.txt,benchmark_only,9,True,selected best audited comparable row,4d1773f6e04edf10,55ec8b36ebb86dbf
35f2b504dbc79090,results\gf_compact_bc_effectiveness_round2\raw\cplex_moderate_seed3302_300s.json,moderate_seed3302.txt,benchmark_only,9,True,selected best audited comparable row,9b2e23eee8917788,35f2b504dbc79090
766096f07382e713,results\gf_compact_bc_effectiveness_round2\raw\cplex_tight_T_seed3101_300s.json,tight_T_seed3101.txt,benchmark_only,9,True,selected best audited comparable row,6a40f30440e884d7,766096f07382e713
3a93b5c2cf697ed8,results\gf_compact_bc_effectiveness_round2\raw\cplex_tight_T_seed3102_300s.json,tight_T_seed3102.txt,benchmark_only,9,True,selected best audited comparable row,ea8fb1e97c64e094,3a93b5c2cf697ed8
cb10ea31c298a90a,results\gf_compact_bc_effectiveness_round2\raw\cplex_V100_M5_high_imbalance_300s.json,V100_M5_high_imbalance_seed6201.txt,benchmark_only,9,True,selected best audited comparable row,2eac4274d8216507,cb10ea31c298a90a
58da9a131dea546b,results\gf_compact_bc_effectiveness_round2\raw\cplex_V100_M5_moderate_300s.json,V100_M5_moderate_seed6101.txt,benchmark_only,9,True,selected best audited comparable row,9d601d89f5e5e707,58da9a131dea546b
c4b24afe9b2810ca,results\gf_compact_bc_effectiveness_round2\raw\cplex_V12_M1_300s.json,regen_candidate_V12_M1_average.txt,benchmark_only,9,True,selected best audited comparable row,36321ea378284d52,c4b24afe9b2810ca
4eb6a908bb48be6f,results\gf_compact_bc_effectiveness_round2\raw\cplex_V12_M2_300s.json,regen_candidate_V12_M2_average.txt,benchmark_only,9,True,selected best audited comparable row,9f55094a625db70c,4eb6a908bb48be6f
aed35ba09893ba3d,results\gf_compact_bc_effectiveness_round2\raw\cplex_V50_M3_high_imbalance_300s.json,V50_M3_high_imbalance_seed5201.txt,benchmark_only,9,True,selected best audited comparable row,b5ee340c7367108a,aed35ba09893ba3d
5a40314926544069,results\gf_compact_bc_effectiveness_round2\raw\cplex_V50_M3_moderate_300s.json,V50_M3_moderate_seed5101.txt,benchmark_only,9,True,selected best audited comparable row,0ca14be3a725ad48,5a40314926544069
5ee7fb4e055259e7,results\gf_compact_bc_effectiveness_round2\raw\diagnostic_interval_comparisons\moderate_seed3301_hard_low_gini_tailored_20s.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,True,selected best audited comparable row,1725d3c3632df288,5ee7fb4e055259e7
5ee7fb4e055259e7,results\gf_compact_bc_effectiveness_round2\raw\diagnostic_interval_comparisons\moderate_seed3301_hard_low_gini_plain_20s.json,moderate_seed3301.txt,compact_bc_leaf_diagnostic,9,False,not selected; lower quality duplicate or diagnostic/benchmark row,09ff4e9a796274c6,5ee7fb4e055259e7
