parent_stem,source_type,source_csv,interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,closure_source_class,bound_valid,best_bound,runtime_seconds,nodes,gap_to_cutoff,cuts_added
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,10,0.00768008635387,0.00844809498925,unresolved,unresolved,,unresolved,true,0.00768008635387,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,11,0.00844809498925,0.00921610362464,unresolved,unresolved,,unresolved,true,0.00844809498925,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,0,0,0.0122881381662,replaced_by_children,unresolved,,unresolved,true,0,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,1,0.0122881381662,0.0245762763324,unresolved,unresolved,,unresolved,true,0.044391,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,2,0.0245762763324,0.0368644144986,unresolved,unresolved,,unresolved,true,0.048432,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,3,0.0368644144986,0.0491525526647,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,4,0,0.00614406908309,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,5,0.00614406908309,0.0122881381662,replaced_by_children,unresolved,,unresolved,true,0.00614406908309,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,6,0.00614406908309,0.00921610362464,replaced_by_children,unresolved,,unresolved,true,0.00614406908309,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,7,0.00921610362464,0.0122881381662,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,8,0.00614406908309,0.00768008635387,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,9,0.00768008635387,0.00921610362464,replaced_by_children,unresolved,,unresolved,true,0.00768008635387,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,10,0.00768008635387,0.00844809498925,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,11,0.00844809498925,0.00921610362464,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,0,0,0.0489090516373,replaced_by_children,unresolved,,unresolved,true,0,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,1,0.0489090516373,0.0978181032745,unresolved,unresolved,,unresolved,true,0.0489090516373,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,2,0.0978181032745,0.146727154912,unresolved,unresolved,,unresolved,true,0.0978181032745,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,3,0.146727154912,0.195636206549,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.195636206549,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,4,0,0.0244545258186,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.195636206549,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,5,0.0244545258186,0.0489090516373,replaced_by_children,unresolved,,unresolved,true,0.0244545258186,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,6,0.0244545258186,0.0366817887279,replaced_by_children,unresolved,,unresolved,true,0.0244545258186,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,7,0.0366817887279,0.0489090516373,unresolved,unresolved,,unresolved,true,0.0366817887279,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,8,0.0244545258186,0.0305681572733,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.195636206549,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,9,0.0305681572733,0.0366817887279,replaced_by_children,unresolved,,unresolved,true,0.0305681572733,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,10,0.0305681572733,0.0336249730006,unresolved,unresolved,,unresolved,true,0.0305681572733,,,,||||
exact_moderate_seed3302_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3302_300s.intervals.csv,11,0.0336249730006,0.0366817887279,unresolved,unresolved,,unresolved,true,0.0336249730006,,,,||||
exact_tight_T_seed3101_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3101_300s.intervals.csv,0,0,0.0268131835335,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.107252734134,,,,||||
exact_tight_T_seed3101_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3101_300s.intervals.csv,1,0.0268131835335,0.053626367067,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.107252734134,,,,||||
exact_tight_T_seed3101_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3101_300s.intervals.csv,2,0.053626367067,0.0804395506005,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.107252734134,,,,||||
exact_tight_T_seed3101_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3101_300s.intervals.csv,3,0.0804395506005,0.107252734134,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.107252734134,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,0,0,0.150176109171,replaced_by_children,unresolved,,unresolved,true,0.31574776659,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,1,0.150176109171,0.300352218343,unresolved,unresolved,,unresolved,true,0.450176109171,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,2,0.300352218343,0.450528327514,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.600704436685,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,3,0.450528327514,0.600704436685,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.600704436685,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,4,0,0.0750880545856,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.600704436685,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,5,0.0750880545856,0.150176109171,replaced_by_children,unresolved,,unresolved,true,0.31574776659,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,6,0.0750880545856,0.112632081878,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.600704436685,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,7,0.112632081878,0.150176109171,replaced_by_children,unresolved,,unresolved,true,0.31574776659,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,8,0.112632081878,0.131404095525,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.600704436685,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,9,0.131404095525,0.150176109171,replaced_by_children,unresolved,,unresolved,true,0.31574776659,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,10,0.131404095525,0.140790102348,unresolved,unresolved,,unresolved,true,0.31574776659,,,,||||
exact_tight_T_seed3102_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_tight_T_seed3102_300s.intervals.csv,11,0.140790102348,0.150176109171,unresolved,unresolved,,unresolved,true,0.31574776659,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,0,0,0.0893001458021,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,1,0.0893001458021,0.178600291604,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,2,0.178600291604,0.267900437406,replaced_by_children,unresolved,,unresolved,true,0.281588031688,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,3,0.267900437406,0.357200583208,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,4,0.178600291604,0.223250364505,replaced_by_children,unresolved,,unresolved,true,0.31232723113,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,5,0.223250364505,0.267900437406,replaced_by_children,unresolved,,unresolved,true,0.326238104589,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,6,0.178600291604,0.200925328055,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,7,0.200925328055,0.223250364505,replaced_by_children,unresolved,,unresolved,true,0.33352498689,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,8,0.223250364505,0.245575400956,replaced_by_children,unresolved,,unresolved,true,0.342009397922,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,9,0.245575400956,0.267900437406,replaced_by_children,unresolved,,unresolved,true,0.34856314104,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,10,0.200925328055,0.21208784628,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,11,0.21208784628,0.223250364505,replaced_by_children,unresolved,,unresolved,true,0.34457525657,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,12,0.223250364505,0.234412882731,unresolved,unresolved,,unresolved,true,0.35083790332,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,13,0.234412882731,0.245575400956,unresolved,unresolved,,unresolved,true,0.353171916148,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,14,0.21208784628,0.217669105393,unresolved,unresolved,,unresolved,true,0.351659889519,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,15,0.217669105393,0.223250364505,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,16,0.245575400956,0.256737919181,unresolved,unresolved,,unresolved,true,0.34856314104,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.intervals.csv,17,0.256737919181,0.267900437406,unresolved,unresolved,,unresolved,true,0.34856314104,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,0,0,0.0893001458021,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,1,0.0893001458021,0.178600291604,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,2,0.178600291604,0.267900437406,replaced_by_children,unresolved,,unresolved,true,0.281588031688,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,3,0.267900437406,0.357200583208,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,4,0.178600291604,0.223250364505,replaced_by_children,unresolved,,unresolved,true,0.31232723113,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,5,0.223250364505,0.267900437406,replaced_by_children,unresolved,,unresolved,true,0.326238104589,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,6,0.178600291604,0.200925328055,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,7,0.200925328055,0.223250364505,replaced_by_children,unresolved,,unresolved,true,0.33352498689,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,8,0.223250364505,0.245575400956,replaced_by_children,unresolved,,unresolved,true,0.342009397922,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,9,0.245575400956,0.267900437406,replaced_by_children,unresolved,,unresolved,true,0.34856314104,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,10,0.200925328055,0.21208784628,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,11,0.21208784628,0.223250364505,replaced_by_children,unresolved,,unresolved,true,0.34457525657,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,12,0.223250364505,0.234412882731,bound_fathomed,unresolved,,invalid_or_unknown,true,0.357201,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,13,0.234412882731,0.245575400956,bound_fathomed,unresolved,,invalid_or_unknown,true,0.357201,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,14,0.21208784628,0.217669105393,bound_fathomed,unresolved,,invalid_or_unknown,true,0.357201,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,15,0.217669105393,0.223250364505,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.357200583208,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,16,0.245575400956,0.256737919181,bound_fathomed,unresolved,,invalid_or_unknown,true,0.357201,,,,||||
exact_V12_M1_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M1_300s.merged.intervals.csv,17,0.256737919181,0.267900437406,bound_fathomed,unresolved,,invalid_or_unknown,true,0.357201,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,0,0,0.179626017689,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,1,0.179626017689,0.359252035377,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,2,0.359252035377,0.538878053066,replaced_by_children,unresolved,,unresolved,true,0.576842045533,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,3,0.538878053066,0.718504070755,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,4,0.359252035377,0.449065044222,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,5,0.449065044222,0.538878053066,replaced_by_children,unresolved,,unresolved,true,0.666655054378,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,6,0.449065044222,0.493971548644,replaced_by_children,unresolved,,unresolved,true,0.67050492418,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,7,0.493971548644,0.538878053066,replaced_by_children,unresolved,,unresolved,true,0.7115615588,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,8,0.449065044222,0.471518296433,replaced_by_children,unresolved,,unresolved,true,0.69879292929,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,9,0.471518296433,0.493971548644,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,10,0.449065044222,0.460291670327,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,11,0.460291670327,0.471518296433,replaced_by_children,unresolved,,unresolved,true,0.713246427853,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,12,0.493971548644,0.516424800855,replaced_by_children,unresolved,,unresolved,true,0.71670047083,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,13,0.516424800855,0.538878053066,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,14,0.460291670327,0.46590498338,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,15,0.46590498338,0.471518296433,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,16,0.493971548644,0.50519817475,replaced_by_children,unresolved,,unresolved,true,0.71704192202,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,17,0.50519817475,0.516424800855,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,18,0.493971548644,0.499584861697,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_V12_M2_300s_static,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_V12_M2_300s_static.intervals.csv,19,0.499584861697,0.50519817475,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.718504070755,,,,||||
exact_high_imbalance_seed3201_300s,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.auto_oracle.csv,6,0.475,0.59375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,unresolved,true,2.3155068261,120.3872302,,0.127896355843,1|448|570|60|0
exact_high_imbalance_seed3201_300s,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3201_300s.auto_oracle.csv,7,0.59375,0.7125,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,compact_bc_infeasible,true,0,6.1499252,,0,1|448|570|60|0
exact_high_imbalance_seed3202_300s,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.auto_oracle.csv,9,0.5046875,0.534375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,unresolved,true,1.7110088864,120.3905912,,0.0383045556506,1|436|570|60|0
exact_moderate_seed3301_1200s_static300,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,1,0.0122881381662,0.0245762763324,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,unresolved,true,0.044542850351,300.2502963,,0.00460969231375,1|452|570|60|0
exact_moderate_seed3301_1200s_static300,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,2,0.0245762763324,0.0368644144986,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,unresolved,true,0.048809709088,300.2344469,,0.000342833576745,1|452|570|60|0
exact_moderate_seed3301_1200s_static300,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,3,0.0368644144986,0.0491525526647,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,compact_bc_infeasible,true,0,0.7599519,,0,1|452|570|60|0
exact_moderate_seed3301_1200s_static300,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,7,0.00921610362464,0.0122881381662,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,compact_bc_infeasible,true,0,2.2465653,,0,1|452|570|60|0
exact_moderate_seed3301_1200s_static300,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,11,0.00844809498925,0.00921610362464,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,compact_bc_infeasible,true,0,0.7368804,,0,1|452|570|60|0
exact_moderate_seed3301_1200s_static300,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,16,0.00787208851271,0.00796808959214,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,compact_bc_infeasible,true,0,0.7815075,,0,1|452|570|60|0
exact_moderate_seed3301_1200s_static300,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,17,0.00796808959214,0.00806409067156,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,compact_bc_infeasible,true,0,0.8274015,,0,1|452|570|60|0
exact_moderate_seed3301_1200s_static300,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,18,0.00806409067156,0.00825609283041,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,compact_bc_infeasible,true,0,0.8050664,,0,1|452|570|60|0
exact_moderate_seed3301_1200s_static300,auto_oracle_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,19,0.00825609283041,0.00844809498925,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,compact_bc_infeasible,true,0,0.8454532,,0,1|452|570|60|0
