record_type,candidate_row,run_id,stage,algorithm,rule,instance,role,K0,tau,process_cap_seconds,executable_sha256,status,certificate,certificate_class,certificate_rejection_reason,coverage_valid,completion_marker,time_seconds,work,lower_bound,verified_upper_bound,relative_gap,lb_300,ub_300,gap_300,gi_300,split_count,rc_decision_count,reduced_cost_valid_decision_count,rc_rescue_count,invalid_profile_fallback_count,primitive_variable_count,D_P,D_L,D_R,H_P,H_L,H_R,extra_rc_fixings,disjoint_domain_count,native_target_count,terminal_mip_count,lp_count,model_count,extra_score_lp_count,extra_score_mip_count,first_action_difference_from_historical_K1_AM,failure_reason,result_sha256,artifact_manifest_sha256
candidate,True,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,stage3_300s,K1-AM-RC-A,D-RCD,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_harmful_split_witness,1,0.07915,300.0,f73b40a12590ab432abc201f95fbcea70ba499337239f31175fba589ab0d8ed5,round31_c6_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,True,True,280.3558027,572.9717930762271,0.04093705277801283,0.049468682614419446,0.17246527268384873,0.04093705277801283,0.049468682614419446,0.17246527268384873,0.1980374905410892,10,10,10,10,0,660,1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1,0.99241380504957544;0.99686814042473704;0.98977429099958758;0.99713856996465688;0.99502262413329601;0.99937496078800425;0.99806951264955224;0.9981572594072593;0.99909275561943545;0.99870525280289157,1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1,0.99147155260902908;0.99693036435004456;0.98864021904450727;0.9973227655899396;0.99517825927176895;0.99943617091077752;0.99823650843936329;0.99832653674289529;0.99917614471542471;0.99883547523971417,1,0,0,0,21,21,0,0,L0,overall_global_deadline,2fabacf8c5b42b016dedd1bc37ab8422a27005d3ad2d9c22e25cd779dd50cbff,d8002a66340642246ff052da9fe4ea3a50afbd98ac49d518b7cff34d39129ee2
candidate,True,stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,stage3_300s,K1-AM-RC-A,D-RCD,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strong_control_beneficial_split,1,0.07915,300.0,f73b40a12590ab432abc201f95fbcea70ba499337239f31175fba589ab0d8ed5,round31_c6_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,True,True,280.1618599,493.9431664197442,0.4252011336837254,0.506343307565206,0.16025130118073339,0.4252011336837254,0.506343307565206,0.16025130118073339,0.21180867663098216,0,1,1,0,0,660,1,1,1,1,1,1,0,0,0,1,3,3,0,0,none,overall_global_deadline,0180f9e6fdb259a83cbba820ebbc3a06e4a2292f9570ddee84e05ca73f3ff272,599df156e9a3d1b71497494fa8ae08f39aa5bc23accb55f70bbe7ad4dd20adda
candidate,True,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,stage3_300s,K1-AM-RC-A,D-RCD,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,harmful_split_negative_control,1,0.07915,300.0,f73b40a12590ab432abc201f95fbcea70ba499337239f31175fba589ab0d8ed5,optimal,True,engineering_exact_original_problem_optimal,none,True,True,6.9979185,8.991485297269257,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0.009565543581811402,0,1,1,0,0,490,1,1,1,1,1,1,0,0,0,1,3,3,0,0,none,none,ecfd8dd65bfb8ca73597bb5db6d3e6ea8688ccc72732bfc0d0f0aa545009df9f,c4547bbe5b143309cb6cf28ac101ba4aad4029d029a8170a3eaf3d2ab0180ef9
candidate,True,stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,stage3_300s,K1-AM-RC-A,D-RCD,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_beneficial_split,1,0.07915,300.0,f73b40a12590ab432abc201f95fbcea70ba499337239f31175fba589ab0d8ed5,round31_c6_external_gini_tree_not_certified,False,certificate_rejected,global_bound_gap_not_closed,True,True,100.3381352,188.18035718118418,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.10046507030661964,0,1,1,0,0,660,1,1,1,1,1,1,0,0,0,1,3,3,0,0,none,none,044682116e5048cf2db53666093949be656848d4f59d6cc7ab13a3fed7294e21,d3d2d54069d34aee451d365f13998e73bd0a39fafb28462ec9fc6983a8fff3bd
candidate,True,stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,stage3_300s,K1-AM-RC-A,D-RCD,round39_small_hard_V12_M2_Q20_slot06_seed258908503,beneficial_k1_root_split,1,0.07915,300.0,f73b40a12590ab432abc201f95fbcea70ba499337239f31175fba589ab0d8ed5,optimal,True,engineering_exact_original_problem_optimal,none,True,True,24.7879502,38.80867136188028,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,0.013179526979404284,0,1,1,0,0,444,1,1,1,1,1,1,0,0,0,1,3,3,0,0,none,none,a52ae024cf649941236575f033a2c9fa137da533aad43754a66283c60ead4fcf,5ee69e4c528c4d7007371b4ec371b710559728a9c1069c1e0931562f4856a61f
candidate,True,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,stage3_300s,K1-AM-RC-A,D-RCD,high_imbalance_seed3201,existing_useful_multilevel_refinement,1,0.07915,300.0,f73b40a12590ab432abc201f95fbcea70ba499337239f31175fba589ab0d8ed5,round31_c6_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,True,True,280.2432995,502.630437458964,2.3744186276999355,2.4434031919432,0.028232984417279963,2.3744186276999355,2.4434031919432,0.028232984417279963,0.06864324324110552,9,7,7,5,0,1580,0.99960063897763574;0.99948881789137378;0.9994772001161778;0.99948881789137378;0.9994772001161778;0.99948881789137378;0.99942492012779549,0.99952076677316293;0.99948881789137378;0.90438189045974482;0.99948881789137378;0.99878177200860918;0.99948881789137378;0.9993610223642172,0.99944089456869012;0.99863684771033023;0.9994772001161778;0.99942492012779549;0.99941911124019744;0.99948881789137378;0.99942492012779549,0.99940944323480929;0.99913499383715565;0.99907711890362827;0.99913499383715565;0.99907711890362827;0.99913499383715565;0.99886505278380866,0.99918549954030333;0.99913499383715565;0.91903250993018659;0.99913499383715565;0.9980810272329943;0.99913499383715565;0.9987972902879364,0.99884551256668774;0.99750644218720974;0.99907711890362827;0.99886505278380866;0.99880719348662739;0.99913499383715565;0.99886505278380866,132,0,0,1,21,21,0,0,L0.1.0,overall_global_deadline,c2967868d3b64b46a64d8121a016c100e697a33ad6d27f71dac2920e1d482e9d,cb5580e733c2c6b75f928746a6fe491023610a2948d97412932a0b59253f736a
candidate,True,stage3_300s__moderate_seed3301__K1-AM-RC-A,stage3_300s,K1-AM-RC-A,D-RCD,moderate_seed3301,good_k1_bound_trajectory_guard,1,0.07915,300.0,f73b40a12590ab432abc201f95fbcea70ba499337239f31175fba589ab0d8ed5,round31_c6_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,True,True,280.1428221,469.2980239636761,0.04668234894142926,0.04915255266474515,0.05025585833078519,0.04668234894142926,0.04915255266474515,0.05025585833078519,0.22475427271092074,2,2,2,1,0,1580,1;1,1;1,0.998551562074105;0.99948033126293989,1;1,1;1,0.99822558997061472;0.99942456140056568,0,0,0,0,5,5,0,0,L0.0,overall_global_deadline,dc016eeda88a3aee7ec1637739342300b03ceab04b071156fa1fbc74f77d0ab0,e2b16ec3346d18ffd7a1a90934833f609411df50c6e5e32ce3912ee6a0a602b5
candidate,True,stage3_300s__tight_T_seed3102__K1-AM-RC-A,stage3_300s,K1-AM-RC-A,D-RCD,tight_T_seed3102,confirmed_beneficial_descendant_split,1,0.07915,300.0,f73b40a12590ab432abc201f95fbcea70ba499337239f31175fba589ab0d8ed5,round31_c6_external_gini_tree_time_limit,False,certificate_rejected,relevant_leaf_open,True,True,280.2747903,493.9675765661061,0.5595575903377779,0.6007044366851081,0.06849765680838411,0.5595575903377779,0.6007044366851081,0.06849765680838411,0.15679419587394652,10,9,9,8,0,1580,0.99968233799237616;0.99968233799237616;0.99957645065650158;0.99968233799237616;0.99968233799237616;0.99904701397712836;0.99968233799237616;0.99968233799237616;0.99949174078780179,0.99952350698856418;0.99968233799237616;0.9948573940929335;0.99968233799237616;0.99941913232891644;0.99904701397712836;0.99949174078780179;0.99961880559085137;0.99955527318932658,0.99938736612815393;0.99311340575524876;0.99952350698856418;0.99898925724846954;0.99968233799237616;0.99781872088098256;0.99962458126371723;0.99961880559085137;0.99942820838627699,0.99966601359299245;0.99973477279724454;0.99954670013890667;0.99973477279724454;0.99973477279724454;0.99920116727246555;0.99973477279724454;0.99973477279724454;0.99953503522110609,0.99940091366784467;0.99973477279724454;0.99304154372756037;0.99973477279724454;0.99945226958915423;0.99920116727246555;0.99953503522110609;0.99967042630124081;0.99960389815709061,0.99925501865106592;0.99057222957462743;0.99949435433229072;0.99887928059000153;0.99973477279724454;0.99767436665994624;0.99967785597834846;0.99967042630124081;0.99946366763601913,3,0,0,1,23,23,0,0,L0.0,overall_global_deadline,9da7c15d600b2674b05808ab7f84ef66101f82190af70a8568773495daee712b,86ec2317d4b9d400bfb47893b7f9d13ff0c62832a15c817f0b6e55b2067ca686
