instance,role,candidate_certificate,candidate_work,candidate_time_seconds,candidate_gap_300,candidate_gi_300,candidate_splits,candidate_rescues,candidate_fallbacks,historical_K1_AM_certificate,historical_K1_AM_work,historical_K1_AM_time_seconds,historical_K1_AM_gap,historical_K1_AM_gi_300,work_delta,first_action_difference,intended_direction,intended_direction_achieved
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_harmful_split_witness,False,572.9717930762271,280.3558027,0.17246527268384873,0.1980374905410892,10,10,0,False,608.0716571725522,280.0422174,0.061236860738835275,0.19773781449217553,-35.09986409632518,L0,False,False
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strong_control_beneficial_split,False,493.9431664197442,280.1618599,0.16025130118073339,0.21180867663098216,0,0,0,False,501.34679704778335,280.0504799,0.16025130118073339,0.21114161523865324,-7.403630628039139,none,True,False
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,harmful_split_negative_control,True,8.991485297269257,6.9979185,4.400898038348613e-16,0.009565543581811402,0,0,0,True,8.991485297269257,6.8933373,4.400898038348613e-16,0.009645113894413103,0.0,none,False,False
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_beneficial_split,False,188.18035718118418,100.3381352,2.0161571633704306e-07,0.10046507030661964,0,0,0,False,188.18035718118418,98.6401641,2.0161571633704306e-07,0.0993144608421157,0.0,none,True,False
round39_small_hard_V12_M2_Q20_slot06_seed258908503,beneficial_k1_root_split,True,38.80867136188028,24.7879502,1.886388367463341e-15,0.013179526979404284,0,0,0,True,38.80867136188028,24.3114296,1.886388367463341e-15,,0.0,none,True,False
high_imbalance_seed3201,existing_useful_multilevel_refinement,False,502.630437458964,280.2432995,0.028232984417279963,0.06864324324110552,9,5,0,False,502.64096437477366,280.0372721,0.03638375732777625,0.07520018302548359,-0.01052691580963483,L0.1.0,False,False
moderate_seed3301,good_k1_bound_trajectory_guard,False,469.2980239636761,280.1428221,0.05025585833078519,0.22475427271092074,2,1,0,False,459.67628913859846,280.0315481,0.04550170731081176,0.21686006576328115,9.621734825077624,L0.0,False,False
tight_T_seed3102,confirmed_beneficial_descendant_split,False,493.9675765661061,280.2747903,0.06849765680838411,0.15679419587394652,10,8,0,False,3788.5503848518583,1780.0436949,0.06518359542931032,,-3294.5828082857524,L0.0,True,True
