official_run_id,official_instance,leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,terminal_ready,coalesced_block_id,coverage_member_ids,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,single_child_contraction_parent,strict_infeasible_half_verified,contracted_infeasible_gamma_L,contracted_infeasible_gamma_U,contraction_source,closure_source,lower_bound_sources
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0.1.0.0.0.1,L0.1.0.0.0,5,1,0.026280237638910332,0.027826133970610938,0.040977132140941452,0.040977132140941452,open,1,1,0,0.040977132140941452,0,0,,,0,0,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0.0.0.0,L0.0.0,3,0,0,0.0061835853268024307,0.040937052778012829,1e+100,empty,1,1,0,0.02993232489654531,0,0,,,1,0,0,0,0,,,,c6_native_target_phase_infeasible,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0.0.0.1,L0.0.0,3,1,0.0061835853268024307,0.012367170653604861,0.040937052778012829,0.040937052778012829,open,1,1,0,0.032226517032568763,0,0,,,1,0,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,L0,,0,-1,0,0.50642278922416295,0,0.42520113368372542,open,1,1,0,0.093948255393593263,1,1,,,0,0,0,0,0,,,,,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;native_terminal_mip_bound
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,L0,,0,-1,0,0.50454385216420738,0,0.50454385216420716,closed,1,1,0,0.15858790015822441,1,1,,,0,0,0,0,0,,,,native_terminal_mip_optimal,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;native_terminal_mip_bound
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683,L0,,0,-1,0,0.64711643345550207,0,0.64711630298665879,closed,1,1,0,0.051828010205628182,1,1,,,0,0,0,0,0,,,,native_terminal_mip_optimal,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;native_terminal_mip_bound
stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503,L0,,0,-1,0,0.70625309852907492,0,0.70625309852907359,closed,1,1,0,0.2092648777189226,1,1,,,0,0,0,0,0,,,,native_terminal_mip_optimal,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;native_terminal_mip_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0,,0,-1,0,0.94999999999999996,0,1.9912725282848309,replaced,1,1,0,1.9912725282848309,0,0,,,0,0,0,0,0,,,,,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0,L0,1,0,0,0.47499999999999998,2.1367958494969104,2.2690665138558717,replaced,1,1,0,2.1367958494969104,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.1,L0,1,1,0.47499999999999998,0.94999999999999996,2.2662042877898423,2.2710404752343383,replaced,1,1,0,2.2662042877898423,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0.0,L0.0,2,0,0,0.23749999999999999,2.2690665138558717,2.4434031919432,empty,1,0,1,0,0,0,,,0,0,0,0,0,,,,complete_child_lp_infeasible,inherited_parent_lp_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0.1,L0.0,2,1,0.23749999999999999,0.47499999999999998,2.2690665138558717,2.307538658925516,replaced,1,1,0,2.2206360803532741,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.1.0,L0.1,2,0,0.47499999999999998,0.71249999999999991,2.2710404752343383,2.3348837952183876,replaced,1,1,0,2.2662584414844362,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.1.1,L0.1,2,1,0.71249999999999991,0.94999999999999996,2.2710404752343383,2.4434031919432,empty,1,0,1,0,0,0,,,0,0,0,0,0,,,,complete_child_lp_infeasible,inherited_parent_lp_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0.1.0,L0.0.1,3,0,0.23749999999999999,0.35624999999999996,2.307538658925516,2.4434031919432,empty,1,0,1,0,0,0,,,0,0,0,0,0,,,,complete_child_lp_infeasible,inherited_parent_lp_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0.1.1,L0.0.1,3,1,0.35624999999999996,0.47499999999999998,2.307538658925516,2.3545030031536247,replaced,1,1,0,2.261240112868975,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.1.0.0,L0.1.0,3,0,0.47499999999999998,0.59375,2.3348837952183876,2.355235312864647,replaced,1,1,0,2.2663608459488285,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.1.0.1,L0.1.0,3,1,0.59375,0.71249999999999991,2.3771183114459844,2.3771183114459844,open,1,1,0,2.3771183114459844,0,0,,,0,0,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0.1.1.0,L0.0.1.1,4,0,0.35624999999999996,0.41562499999999997,2.399666969991638,2.399666969991638,open,1,1,0,2.399666969991638,0,0,,,0,0,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0.1.1.1,L0.0.1.1,4,1,0.41562499999999997,0.47499999999999998,2.3545030031536247,2.3567737483202418,replaced,1,1,0,2.2805701552883075,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.1.0.0.0,L0.1.0.0,4,0,0.47499999999999998,0.53437500000000004,2.355235312864647,2.4434031919432031,closed,1,1,0,2.2675629829711532,1,1,,,1,1,0,0,0,,,,native_terminal_mip_optimal,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.1.0.0.1,L0.1.0.0,4,1,0.53437500000000004,0.59375,2.355235312864647,2.3778489019483682,open,1,1,0,2.3177433114459842,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0.1.1.1.0,L0.0.1.1.1,5,0,0.41562499999999997,0.4453125,2.3567737483202418,2.3815568308146413,open,1,1,0,2.330474469690381,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0.1.1.1.1,L0.0.1.1.1,5,1,0.4453125,0.47499999999999998,2.3567737483202418,2.371799751155768,replaced,1,1,0,2.28997862731782,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0.1.1.1.1.0,L0.0.1.1.1.1,6,0,0.4453125,0.46015624999999999,2.371799751155768,2.3796882577328442,open,1,1,0,2.3107113522922154,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,L0.0.1.1.1.1.1,L0.0.1.1.1.1,6,1,0.46015624999999999,0.47499999999999998,2.371799751155768,2.3744186276999355,open,1,1,0,2.2946534735242179,0,0,,,1,0,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,L0,,0,-1,0,0.04915255266474515,0,0.029559107138148299,replaced,1,1,0,0.029559107138148299,0,0,,,0,0,0,0,0,,,,,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,L0.0,L0,1,0,0,0.024576276332372575,0.033181515548994886,0.044405043752714236,replaced,1,1,0,0.033181515548994886,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,L0.1,L0,1,1,0.024576276332372575,0.04915255266474515,0.044264412577495041,0.047964726923681769,open,1,1,0,0.044264412577495041,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,L0.0.0,L0.0,2,0,0,0.012288138166186287,0.044405043752714236,1e+100,empty,1,1,0,0.037023531980125257,0,0,,,1,0,0,0,0,,,,c6_native_target_phase_infeasible,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,L0.0.1,L0.0,2,1,0.012288138166186287,0.024576276332372575,0.044405043752714236,0.046682348941429259,open,1,1,0,0.040577244234631035,0,0,,,1,0,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0,,0,-1,0,0.60070443668510809,0,0.39445294772720085,replaced,1,1,0,0.39445294772720085,0,0,,,0,0,0,0,0,,,,,objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0,L0,1,0,0,0.30035221834255404,0.407329005858862,0.407329005858862,replaced,1,1,0,0.407329005858862,0,0,,,0,0,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.1,L0,1,1,0.30035221834255404,0.60070443668510809,0.39445294772720085,0.60070443668510809,empty,1,0,1,0,0,0,,,0,0,0,0,0,,,,complete_child_lp_infeasible,inherited_parent_lp_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.0,L0.0,2,0,0,0.15017610917127702,0.43699011491207468,0.54930239677804993,replaced,1,1,0,0.43699011491207468,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.1,L0.0,2,1,0.15017610917127702,0.30035221834255404,0.50832936531373507,0.55191687422638547,replaced,1,1,0,0.50832936531373507,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.0.0,L0.0.0,3,0,0,0.075088054585638511,0.54930239677804993,0.60070443668510809,empty,1,0,1,0,0,0,,,0,0,0,0,0,,,,complete_child_lp_infeasible,inherited_parent_lp_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.0.1,L0.0.0,3,1,0.075088054585638511,0.15017610917127702,0.54930239677804993,0.55285152633502999,replaced,1,1,0,0.47233177848661118,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.1.0,L0.0.1,3,0,0.15017610917127702,0.22526416375691555,0.55191687422638547,0.55351547489010566,replaced,1,1,0,0.50832936531373496,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.1.1,L0.0.1,3,1,0.22526416375691555,0.30035221834255404,0.5792828813924723,0.5792828813924723,open,1,1,0,0.5792828813924723,0,0,,,0,0,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.0.1.0,L0.0.0.1,4,0,0.075088054585638511,0.11263208187845777,0.55285152633502999,1e+100,empty,1,1,0,0.50375312681608653,0,0,,,1,0,0,0,0,,,,c6_native_target_phase_infeasible,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.0.1.1,L0.0.0.1,4,1,0.11263208187845777,0.15017610917127702,0.55285152633502999,0.55460807005593082,replaced,1,1,0,0.49153384668579103,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.1.0.0,L0.0.1.0,4,0,0.15017610917127702,0.1877201364640963,0.55351547489010566,0.5564900030771589,replaced,1,1,0,0.50850452384161349,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.1.0.1,L0.0.1.0,4,1,0.1877201364640963,0.22526416375691555,0.55351547489010566,0.55636930644341887,replaced,1,1,0,0.54173885409965306,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.0.1.1.0,L0.0.0.1.1,5,0,0.11263208187845777,0.1314040955248674,0.55460807005593082,1e+100,empty,1,1,0,0.49700730974828389,0,0,,,1,0,0,0,0,,,,c6_native_target_phase_infeasible,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.0.1.1.1,L0.0.0.1.1,5,1,0.1314040955248674,0.15017610917127702,0.55460807005593082,0.55875199378610074,replaced,1,1,0,0.5017883608802014,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.1.0.1.0,L0.0.1.0.1,5,0,0.1877201364640963,0.20649215011050592,0.55636930644341887,0.56911764349092064,open,1,1,0,0.54173885409965294,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.1.0.1.1,L0.0.1.0.1,5,1,0.20649215011050592,0.22526416375691555,0.56051086774606262,0.56051086774606262,open,1,1,0,0.56051086774606262,0,0,,,0,0,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.1.0.0.0,L0.0.1.0.0,5,0,0.15017610917127702,0.16894812281768667,0.5564900030771589,0.57134676050130162,open,1,1,0,0.51006587560706684,1,1,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.1.0.0.1,L0.0.1.0.0,5,1,0.16894812281768667,0.1877201364640963,0.5564900030771589,0.55955759033777785,open,1,1,0,0.52296684045324338,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.0.1.1.1.0,L0.0.0.1.1.1,6,0,0.1314040955248674,0.14079010234807221,0.55875199378610074,0.56024354465363801,open,1,1,0,0.50331685159028527,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,L0.0.0.1.1.1.1,L0.0.0.1.1.1,6,1,0.14079010234807221,0.15017610917127702,0.55875199378610074,0.56127683969492614,open,1,1,0,0.5070473213299217,0,0,,,1,1,0,0,0,,,,,inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound
