official_run_id,official_instance,instance,strict_certificate,certificate_class,rejection_reason,root_coverage,parent_child_coverage,all_leaves_closed,all_bounds_valid,leaf_bounds_monotone,global_bound_monotone,lifecycle_complete,feasibility_consistency,lower_bound,verified_upper_bound,gap,false_certificate
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,0,certificate_rejected,relevant_leaf_open,1,1,0,1,1,1,1,1,0.040937052778012829,0.049468682614419446,0.17246527268384873,0
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,round39_small_hard_V12_M3_Q30_slot08_seed1288546114.txt,0,certificate_rejected,relevant_leaf_open,1,1,0,1,1,1,1,1,0.42520113368372542,0.50634330756520596,0.16025130118073339,0
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,round39_small_hard_V10_M3_Q20_slot04_seed1145042375.txt,1,engineering_exact_original_problem_optimal,none,1,1,1,1,1,1,1,1,0.50454385216420716,0.50454385216420738,4.4008980383486132e-16,0
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683,round39_small_hard_V12_M3_Q20_slot07_seed621538683.txt,0,certificate_rejected,global_bound_gap_not_closed,1,1,1,1,1,1,1,1,0.64711630298665879,0.64711643345550207,2.0161571633704306e-07,0
stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503,round39_small_hard_V12_M2_Q20_slot06_seed258908503.txt,1,engineering_exact_original_problem_optimal,none,1,1,1,1,1,1,1,1,0.70625309852907359,0.70625309852907492,1.886388367463341e-15,0
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,high_imbalance_seed3201.txt,0,certificate_rejected,relevant_leaf_open,1,1,0,1,1,1,1,1,2.3744186276999355,2.4434031919432,0.028232984417279963,0
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,moderate_seed3301.txt,0,certificate_rejected,relevant_leaf_open,1,1,0,1,1,1,1,1,0.046682348941429259,0.04915255266474515,0.050255858330785191,0
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,tight_T_seed3102.txt,0,certificate_rejected,relevant_leaf_open,1,1,0,1,1,1,1,1,0.55955759033777785,0.60070443668510809,0.068497656808384114,0
