official_run_id,official_instance,run_id,instance,decision_sequence,interval_id,state,state_interval_id,model_fingerprint,incumbent_epoch,objective_sense,terminal_valid,optimal,infeasible,bound_available,lower_bound,primal_valid,reduced_cost_valid,basis_valid,evidence_valid,variable_count
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,1,L0,P,L0,30f435a99413755eb3351e459649149edbaef7bb592134b42404d487894ef946,0.049468682614419446,1,1,1,0,1,0.020977495607439198,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,1,L0,L,L0.0,60cbc736afdf0fd2b55e25801b920c62339b514b9b0e4e0939387d020c6f6f6a,0.049468682614419446,1,1,1,0,1,0.024872307366954508,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,1,L0,R,L0.1,6761c60cd46972c67a5047dfd419a69e5c6fa25198bdb24cdccd0e8b031ab08f,0.049468682614419446,1,1,1,0,1,0.037649503710854168,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,2,L0.0,P,L0.0,60cbc736afdf0fd2b55e25801b920c62339b514b9b0e4e0939387d020c6f6f6a,0.049468682614419446,1,1,1,0,1,0.024872307366954508,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,2,L0.0,L,L0.0.0,9628d84ff2571fa2f61b90da9a03bf73263b0e9b1e00af8ef45f937076199229,0.049468682614419446,1,1,1,0,1,0.028210692227058676,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,2,L0.0,R,L0.0.1,26a6debac7a61f58d7e3df62b25d82dd74b7aef107dceda6fa0bdcd14e5f74d6,0.049468682614419446,1,1,1,0,1,0.032852225758396171,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,3,L0.1,P,L0.1,6761c60cd46972c67a5047dfd419a69e5c6fa25198bdb24cdccd0e8b031ab08f,0.049468682614419446,1,1,1,0,1,0.037649503710854168,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,3,L0.1,L,L0.1.0,a72c109c73da54b3c8aeb600056bbbf0e638ff24e9bccec0a00417527622a8f3,0.049468682614419446,1,1,1,0,1,0.037802754977028653,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,3,L0.1,R,L0.1.1,5dce3a83ca79a6d94b16a3288b71ebbaccf9d67f577d9157df5ff8aed83ff2d7,0.049468682614419446,1,1,1,0,1,0.046945261960814583,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,4,L0.0.1,P,L0.0.1,26a6debac7a61f58d7e3df62b25d82dd74b7aef107dceda6fa0bdcd14e5f74d6,0.049468682614419446,1,1,1,0,1,0.032852225758396171,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,4,L0.0.1,L,L0.0.1.0,95c4263c4e1911515505c223282dc203d0de92cf1f1fd8172652903813f80728,0.049468682614419446,1,1,1,0,1,0.034528448501144372,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,4,L0.0.1,R,L0.0.1.1,c2bec7bab97789656722641e15e2c8c16a056ceae2e0dd6eb7aa8d8133f60f07,0.049468682614419446,1,1,1,0,1,0.036837885098759578,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,5,L0.1.0,P,L0.1.0,a72c109c73da54b3c8aeb600056bbbf0e638ff24e9bccec0a00417527622a8f3,0.049468682614419446,1,1,1,0,1,0.037802754977028653,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,5,L0.1.0,L,L0.1.0.0,d8aae9303502dd3f9e50caf909a3f2344b1699dc40f5a076ef4ca9d9994f1558,0.049468682614419446,1,1,1,0,1,0.039154805079827541,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,5,L0.1.0,R,L0.1.0.1,c25e34a36deb7ee7e46e32e7eea08c36cebf7281d6d0f43333d1a2ae336c4b86,0.049468682614419446,1,1,1,0,1,0.041957188086599047,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,6,L0.0.1.0,P,L0.0.1.0,95c4263c4e1911515505c223282dc203d0de92cf1f1fd8172652903813f80728,0.049468682614419446,1,1,1,0,1,0.034528448501144372,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,6,L0.0.1.0,L,L0.0.1.0.0,c5cffd9364d1f147a63aec0f61b38768c6cbb89ef043b29a1d189243b232665a,0.049468682614419446,1,1,1,0,1,0.035379603639645915,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,6,L0.0.1.0,R,L0.0.1.0.1,e1261234d6d8297a2d14510c9afaf54847b50ecc1913a5e537d8f5057272baa7,0.049468682614419446,1,1,1,0,1,0.036527736551815328,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,7,L0.1.0.0,P,L0.1.0.0,d8aae9303502dd3f9e50caf909a3f2344b1699dc40f5a076ef4ca9d9994f1558,0.049468682614419446,1,1,1,0,1,0.039154805079827541,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,7,L0.1.0.0,L,L0.1.0.0.0,6772125ce25db3461392b505591733f2e4a16e735833f462e69aedec393f9c8d,0.049468682614419446,1,1,1,0,1,0.039983404280085677,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,7,L0.1.0.0,R,L0.1.0.0.1,9f76a1abe201895d5629396236e1bebd62e1f3aff8b240229b40c03984c28226,0.049468682614419446,1,1,1,0,1,0.041139040783423245,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,8,L0.0.1.1,P,L0.0.1.1,c2bec7bab97789656722641e15e2c8c16a056ceae2e0dd6eb7aa8d8133f60f07,0.049468682614419446,1,1,1,0,1,0.036837885098759578,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,8,L0.0.1.1,L,L0.0.1.1.0,21d2ffe53e062553dace683ba8852482cc280a9fc81937d7a5a8252c596370b1,0.049468682614419446,1,1,1,0,1,0.037677749445911596,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,8,L0.0.1.1,R,L0.0.1.1.1,d58043dacac166fbc5636fbb76a49dfc064a8e5f8c1be5a80500ece22ce3fd22,0.049468682614419446,1,1,1,0,1,0.038829639595667695,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,9,L0.1.0.0.0,P,L0.1.0.0.0,6772125ce25db3461392b505591733f2e4a16e735833f462e69aedec393f9c8d,0.049468682614419446,1,1,1,0,1,0.039983404280085677,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,9,L0.1.0.0.0,L,L0.1.0.0.0.0,f03b9212322da4f164e4b3e118a72b67f58529584cfe06add90ce0bba99a0865,0.049468682614419446,1,1,1,0,1,0.040400955705338477,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,9,L0.1.0.0.0,R,L0.1.0.0.0.1,02f66d960be61986f3b347b31deb7b194f6af054a78812649793866bf479fb38,0.049468682614419446,1,1,1,0,1,0.040977132140941452,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,10,L0.0.0,P,L0.0.0,9628d84ff2571fa2f61b90da9a03bf73263b0e9b1e00af8ef45f937076199229,0.049468682614419446,1,1,1,0,1,0.028210692227058676,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,10,L0.0.0,L,L0.0.0.0,4820c5d1749fe3b0a567d03a886a7ccfaac0fa78423d3811ee29553d5383b037,0.049468682614419446,1,1,1,0,1,0.02993232489654531,1,1,1,1,1406
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,10,L0.0.0,R,L0.0.0.1,580203f8bfbce6001a8dd7afb0e42fe012f2bd5e1f6db197edafd97108c98668,0.049468682614419446,1,1,1,0,1,0.032226517032568763,1,1,1,1,1406
