official_run_id,official_instance,run_id,instance,decision_sequence,interval_id,state,state_interval_id,model_fingerprint,incumbent_epoch,objective_sense,terminal_valid,optimal,infeasible,bound_available,lower_bound,primal_valid,reduced_cost_valid,basis_valid,evidence_valid,variable_count
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,9,L0.1.0.0.0,L,L0.1.0.0.0.0,b24e95d7a393c5c82e3ee89097b2e2337e26383a934b410c140e4a99816362af,2.4434031919432,1,1,1,0,1,2.2696016279974383,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,9,L0.1.0.0.0,R,L0.1.0.0.0.1,4dfcd6f8a2a48483a7bcf408aeb35ddb8acfec9adae71367731550bab5d2a9b5,2.4434031919432,1,1,1,0,1,2.2880558114459841,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,10,L0.0.1.1.1.1,P,L0.0.1.1.1.1,12577e2da9861be498a54f50c92cb73bd6ac5597c655b48dab9f3a19bbc4cdc5,2.4434031919432,1,1,1,0,1,2.28997862731782,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,10,L0.0.1.1.1.1,L,L0.0.1.1.1.1.0,a5588cf53df485c5981bcb49775ae52a534a2b30778c6ac49e65ed7f6e5af7a7,2.4434031919432,1,1,1,0,1,2.3107113522922154,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,10,L0.0.1.1.1.1,R,L0.0.1.1.1.1.1,36c454747a4d6d61762d9a2d51952a89c3aff143c922dda11e3488bd9fe6bf0c,2.4434031919432,1,1,1,0,1,2.2946534735242179,1,1,1,1,3378
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301.txt,1,L0,P,L0,189351aec15b0e96c7e886e99e61aa2cb51710a987ca5a9c297ba6ae73146095,0.04915255266474515,1,1,1,0,1,0.029559107138148299,1,1,1,1,3380
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301.txt,1,L0,L,L0.0,d32e46c8b6899b8c6ce6def8a75d4b2dd5d13d0b1a099019e88fed77350a1271,0.04915255266474515,1,1,1,0,1,0.033181515548994886,1,1,1,1,3380
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301.txt,1,L0,R,L0.1,95a776c446f2ddf28aea2f930d25074ec594866f3eff1ac3d8792a8caba0ef2c,0.04915255266474515,1,1,1,0,1,0.044264412577495041,1,1,1,1,3380
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301.txt,2,L0.0,P,L0.0,d32e46c8b6899b8c6ce6def8a75d4b2dd5d13d0b1a099019e88fed77350a1271,0.04915255266474515,1,1,1,0,1,0.033181515548994886,1,1,1,1,3380
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301.txt,2,L0.0,L,L0.0.0,72f3911d04e7f89d952f64ff540e348a5323f343f624c2f5f3c68e019909a8d2,0.04915255266474515,1,1,1,0,1,0.037023531980125257,1,1,1,1,3380
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301.txt,2,L0.0,R,L0.0.1,f5b68c51035f3a7413f186bad2af9efc816ee7a3388d9232a77634c4d1fbfade,0.04915255266474515,1,1,1,0,1,0.040577244234631035,1,1,1,1,3380
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,2,L0.0,P,L0.0,de6043550459538877b79bf9de73bb88a9ff035e95933eb6343da4175045a28b,0.60070443668510809,1,1,1,0,1,0.407329005858862,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,2,L0.0,L,L0.0.0,e7343e97941e2142c6befe4d54f93c29f846d77b26e2327d52262f1a642aba23,0.60070443668510809,1,1,1,0,1,0.43699011491207468,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,2,L0.0,R,L0.0.1,70e3216fa6c984e2d16b46247ce435c07e590c6b3cd197c70ea7a84a85cd7cd4,0.60070443668510809,1,1,1,0,1,0.50832936531373507,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,4,L0.0.1,P,L0.0.1,70e3216fa6c984e2d16b46247ce435c07e590c6b3cd197c70ea7a84a85cd7cd4,0.60070443668510809,1,1,1,0,1,0.50832936531373507,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,4,L0.0.1,L,L0.0.1.0,8e13cf64fc0df6d700e5f795a025ff4f8c1eaea0ea5884d55cc1c1a2d0a7a3b4,0.60070443668510809,1,1,1,0,1,0.50832936531373496,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,4,L0.0.1,R,L0.0.1.1,2291cca1ee68f7675c15e1f058c767c39d59d4888dcd4f0d1cd795bb6f7cae67,0.60070443668510809,1,1,1,0,1,0.5792828813924723,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,5,L0.0.0.1,P,L0.0.0.1,fd27a6a4b90b92bf353c2377e0c0cefa71dd9d30482385c0e478d7e210564b29,0.60070443668510809,1,1,1,0,1,0.47233177848661118,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,5,L0.0.0.1,L,L0.0.0.1.0,558c7da7a5ed80cda959ed2b1a5a820a370bff2145c7c20779421f999f9907ac,0.60070443668510809,1,1,1,0,1,0.50375312681608653,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,5,L0.0.0.1,R,L0.0.0.1.1,4149f21838f475b9a39248acea19546227105e873d3d0669c7f7e6aeb267ee31,0.60070443668510809,1,1,1,0,1,0.49153384668579103,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,6,L0.0.1.0,P,L0.0.1.0,8e13cf64fc0df6d700e5f795a025ff4f8c1eaea0ea5884d55cc1c1a2d0a7a3b4,0.60070443668510809,1,1,1,0,1,0.50832936531373496,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,6,L0.0.1.0,L,L0.0.1.0.0,4192583f3b8f0234ef3e821cfa9a5981608854c1efe14123fae57f854e695b92,0.60070443668510809,1,1,1,0,1,0.50850452384161349,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,6,L0.0.1.0,R,L0.0.1.0.1,7f4aa0e8a1a4b9bf9e8f6ae0c0e32e4a309fcbc481bb402262553ae690444195,0.60070443668510809,1,1,1,0,1,0.54173885409965306,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,7,L0.0.0.1.1,P,L0.0.0.1.1,4149f21838f475b9a39248acea19546227105e873d3d0669c7f7e6aeb267ee31,0.60070443668510809,1,1,1,0,1,0.49153384668579103,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,7,L0.0.0.1.1,L,L0.0.0.1.1.0,f361a02ef45f3d5b987a0495e039a38c0ef1db682a608a189a975693558ee9dd,0.60070443668510809,1,1,1,0,1,0.49700730974828389,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,7,L0.0.0.1.1,R,L0.0.0.1.1.1,0a4c893e8cf503d9966533c9c3bf6c06e2039021e80b14294eddb3ed22846a5a,0.60070443668510809,1,1,1,0,1,0.5017883608802014,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,8,L0.0.1.0.1,P,L0.0.1.0.1,7f4aa0e8a1a4b9bf9e8f6ae0c0e32e4a309fcbc481bb402262553ae690444195,0.60070443668510809,1,1,1,0,1,0.54173885409965306,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,8,L0.0.1.0.1,L,L0.0.1.0.1.0,e1a09c79fae6b873571a1a01c5da6001e3a4b790b96b5b538bbfaa0c6dbc7f5e,0.60070443668510809,1,1,1,0,1,0.54173885409965294,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,8,L0.0.1.0.1,R,L0.0.1.0.1.1,0578232231f799143bd690a147c6d98495a08998fb1f04117a58a27ccad8268b,0.60070443668510809,1,1,1,0,1,0.56051086774606262,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,9,L0.0.1.0.0,P,L0.0.1.0.0,4192583f3b8f0234ef3e821cfa9a5981608854c1efe14123fae57f854e695b92,0.60070443668510809,1,1,1,0,1,0.50850452384161349,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,9,L0.0.1.0.0,L,L0.0.1.0.0.0,010229e5ac2ebee463a16575d7141449461cb8b0569e305a837ac19f7a01f995,0.60070443668510809,1,1,1,0,1,0.51006587560706684,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,9,L0.0.1.0.0,R,L0.0.1.0.0.1,fa0d900639d008509198aa48c4581a3031a4fa026294ee2945d3362f08ffcb20,0.60070443668510809,1,1,1,0,1,0.52296684045324338,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,10,L0.0.0.1.1.1,P,L0.0.0.1.1.1,0a4c893e8cf503d9966533c9c3bf6c06e2039021e80b14294eddb3ed22846a5a,0.60070443668510809,1,1,1,0,1,0.5017883608802014,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,10,L0.0.0.1.1.1,L,L0.0.0.1.1.1.0,4f2b1e377d0e75a948ad0178962420c82b0011da1cfcce53c7df33ed32d128f7,0.60070443668510809,1,1,1,0,1,0.50331685159028527,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,10,L0.0.0.1.1.1,R,L0.0.0.1.1.1.1,c4bc2509253f2d4d2fd1632e556bcb66a8c08ac44b6d25864e03ed770b4205d4,0.60070443668510809,1,1,1,0,1,0.5070473213299217,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,11,L0.0.1.0.0.0,P,L0.0.1.0.0.0,010229e5ac2ebee463a16575d7141449461cb8b0569e305a837ac19f7a01f995,0.60070443668510809,1,1,1,0,1,0.51006587560706684,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,11,L0.0.1.0.0.0,L,L0.0.1.0.0.0.0,5a711590c45c5c1dc8091db672713a6478a521c1c8a81c1a512f4d03bc7c9f1a,0.60070443668510809,1,1,1,0,1,0.51119621942033677,1,1,1,1,3374
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,11,L0.0.1.0.0.0,R,L0.0.1.0.0.0.1,1d5f2ad81379f17b5848ef16d8c4582f5ba57ef35aa8e8d99432d27273f84a37,0.60070443668510809,1,1,1,0,1,0.51566353304088042,1,1,1,1,3374
