official_run_id,official_instance,telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,178.97860299999999,native_bound_target_reached,L0.0.1.0,0.012367170653604861,0.018550755980407292,open,0.040836456993391099,0.049468682614419446,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,199.6605577,native_bound_target_reached,L0.0.1.1,0.018550755980407292,0.024734341307209723,open,0.040861108879086741,0.049468682614419446,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,200.42969099999999,atomic_split,L0.1.0,0.024734341307209723,0.037101511960814584,replaced,0.040861108879086741,0.049468682614419446,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,201.93679940000001,native_bound_target_reached,L0.1.0.0,0.024734341307209723,0.030917926634012154,open,0.040872380901720233,0.049468682614419446,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,202.68854630000001,atomic_split,L0.0.1.0,0.012367170653604861,0.018550755980407292,replaced,0.040872380901720233,0.049468682614419446,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,214.98038339999999,native_bound_target_reached,L0.0.1.0.0,0.012367170653604861,0.015458963317006077,open,0.040872380901720233,0.049468682614419446,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,230.80144530000001,native_bound_target_reached,L0.0.1.0.1,0.015458963317006077,0.018550755980407292,open,0.040895711769869475,0.049468682614419446,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,231.5734448,atomic_split,L0.1.0.0,0.024734341307209723,0.030917926634012154,replaced,0.040895711769869475,0.049468682614419446,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,233.56824159999999,native_bound_target_reached,L0.1.0.0.0,0.024734341307209723,0.027826133970610938,open,0.040914671540228674,0.049468682614419446,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,234.32922869999999,atomic_split,L0.0.1.1,0.018550755980407292,0.024734341307209723,replaced,0.040914671540228674,0.049468682614419446,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,254.6524502,native_bound_target_reached,L0.0.1.1.0,0.018550755980407292,0.021642548643808508,open,0.040914671540228674,0.049468682614419446,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,269.1274659,native_bound_target_reached,L0.0.1.1.1,0.021642548643808508,0.024734341307209723,open,0.040936377771101873,0.049468682614419446,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,269.8895867,atomic_split,L0.1.0.0.0,0.024734341307209723,0.027826133970610938,replaced,0.040936377771101873,0.049468682614419446,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,271.75444119999997,native_bound_target_reached,L0.1.0.0.0.0,0.024734341307209723,0.026280237638910332,open,0.040937052778012829,0.049468682614419446,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,272.5090725,atomic_split,L0.0.0,0,0.012367170653604861,replaced,0.040937052778012829,0.049468682614419446,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,0.39086070000000001,lp_complete,L0,0,0.50642278922416295,optimal,0.093948255393593263,0.50642278922416295,complete_lp_relaxation
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,0.1456942,lp_complete,L0,0,0.50454385216420738,optimal,0.15858790015822441,0.50454385216420738,complete_lp_relaxation
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,5.9995253000000002,terminal_mip_complete,L0,0,0.50454385216420738,OPTIMAL,0.50454385216420716,0.50454385216420738,native_terminal_mip_optimal
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683,0.41468500000000003,lp_complete,L0,0,0.64711643345550207,optimal,0.051828010205628182,0.64711643345550207,complete_lp_relaxation
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683,98.096834700000002,terminal_mip_complete,L0,0,0.64711643345550207,OPTIMAL,0.64711630298665879,0.64711643345550207,native_terminal_mip_optimal
stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503,0.30191859999999998,lp_complete,L0,0,0.70625309852907492,optimal,0.2092648777189226,0.70625309852907492,complete_lp_relaxation
stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503,24.1022152,terminal_mip_complete,L0,0,0.70625309852907492,OPTIMAL,0.70625309852907359,0.70625309852907492,native_terminal_mip_optimal
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,0.36543740000000002,lp_complete,L0,0,0.94999999999999996,optimal,1.9912725282848309,2.4434031919432,complete_lp_relaxation
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1.2077583999999999,atomic_split,L0,0,0.94999999999999996,replaced,2.1367958494969104,2.4434031919432,adaptive_mass_score_reaches_tau
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1.8798427,native_bound_target_reached,L0.0,0,0.47499999999999998,open,2.2662042877898423,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,2.2957253999999998,native_bound_target_reached,L0.1,0.47499999999999998,0.94999999999999996,open,2.2690665138558717,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,2.9050072999999998,atomic_split,L0.0,0,0.47499999999999998,replaced,2.2690665138558717,2.4434031919432,adaptive_mass_preserve_child_infeasibility_split
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,3.6110839000000001,native_bound_target_reached,L0.0.1,0.23749999999999999,0.47499999999999998,open,2.2710404752343383,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,4.1731651999999997,atomic_split,L0.1,0.47499999999999998,0.94999999999999996,replaced,2.2710404752343383,2.4434031919432,adaptive_mass_preserve_child_infeasibility_split
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,5.2234287999999998,native_bound_target_reached,L0.1.0,0.47499999999999998,0.71249999999999991,open,2.307538658925516,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,5.9169917999999999,atomic_split,L0.0.1,0.23749999999999999,0.47499999999999998,replaced,2.307538658925516,2.4434031919432,adaptive_mass_preserve_child_infeasibility_split
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,7.1527843000000004,native_bound_target_reached,L0.0.1.1,0.35624999999999996,0.47499999999999998,open,2.3348837952183876,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,7.8615801000000003,atomic_split,L0.1.0,0.47499999999999998,0.71249999999999991,replaced,2.3348837952183876,2.4434031919432,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,27.9687445,native_bound_target_reached,L0.1.0.0,0.47499999999999998,0.59375,open,2.3545030031536247,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,28.820044800000002,atomic_split,L0.0.1.1,0.35624999999999996,0.47499999999999998,replaced,2.3545030031536247,2.4434031919432,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,29.9169871,native_bound_target_reached,L0.0.1.1.1,0.41562499999999997,0.47499999999999998,open,2.355235312864647,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,30.617347299999999,atomic_split,L0.1.0.0,0.47499999999999998,0.59375,replaced,2.355235312864647,2.4434031919432,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,61.696518300000001,native_bound_target_reached,L0.1.0.0.0,0.47499999999999998,0.53437500000000004,open,2.355235312864647,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,62.4783732,native_bound_target_reached,L0.1.0.0.1,0.53437500000000004,0.59375,open,2.3567737483202418,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,63.295696300000003,atomic_split,L0.0.1.1.1,0.41562499999999997,0.47499999999999998,replaced,2.3567737483202418,2.4434031919432,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,63.912239700000001,native_bound_target_reached,L0.0.1.1.1.0,0.41562499999999997,0.4453125,open,2.3567737483202418,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,87.574970500000006,native_bound_target_reached,L0.0.1.1.1.1,0.4453125,0.47499999999999998,open,2.3708911084649462,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,190.82093900000001,terminal_mip_complete,L0.1.0.0.0,0.47499999999999998,0.53437500000000004,OPTIMAL,2.371799751155768,2.4434031919432,native_terminal_mip_optimal
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,191.65619269999999,atomic_split,L0.0.1.1.1.1,0.4453125,0.47499999999999998,replaced,2.371799751155768,2.4434031919432,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,192.6619082,native_bound_target_reached,L0.0.1.1.1.1.0,0.4453125,0.46015624999999999,open,2.371799751155768,2.4434031919432,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,0.3137529,lp_complete,L0,0,0.04915255266474515,optimal,0.029559107138148299,0.04915255266474515,complete_lp_relaxation
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,0.92623880000000003,atomic_split,L0,0,0.04915255266474515,replaced,0.033181515548994886,0.04915255266474515,adaptive_mass_score_reaches_tau
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,88.174535300000002,native_bound_target_reached,L0.0,0,0.024576276332372575,open,0.044264412577495041,0.04915255266474515,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,88.642314799999994,native_bound_target_reached,L0.1,0.024576276332372575,0.04915255266474515,open,0.044405043752714236,0.04915255266474515,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,89.235087399999998,atomic_split,L0.0,0,0.024576276332372575,replaced,0.044405043752714236,0.04915255266474515,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,0.40005849999999998,lp_complete,L0,0,0.60070443668510809,optimal,0.39445294772720085,0.60070443668510809,complete_lp_relaxation
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,0.96544010000000002,atomic_split,L0,0,0.60070443668510809,replaced,0.407329005858862,0.60070443668510809,adaptive_mass_preserve_child_infeasibility_split
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1.7544683999999999,atomic_split,L0.0,0,0.30035221834255404,replaced,0.43699011491207468,0.60070443668510809,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,3.4983914,native_bound_target_reached,L0.0.0,0,0.15017610917127702,open,0.50832936531373507,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,4.8792073,native_bound_target_reached,L0.0.1,0.15017610917127702,0.30035221834255404,open,0.54930239677804993,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,5.5322120999999997,atomic_split,L0.0.0,0,0.15017610917127702,replaced,0.54930239677804993,0.60070443668510809,adaptive_mass_preserve_child_infeasibility_split
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,8.2007455999999994,native_bound_target_reached,L0.0.0.1,0.075088054585638511,0.15017610917127702,open,0.55191687422638547,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,8.9028490999999992,atomic_split,L0.0.1,0.15017610917127702,0.30035221834255404,replaced,0.55191687422638547,0.60070443668510809,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,10.9885857,native_bound_target_reached,L0.0.1.0,0.15017610917127702,0.22526416375691555,open,0.55285152633502999,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,11.8518656,atomic_split,L0.0.0.1,0.075088054585638511,0.15017610917127702,replaced,0.55285152633502999,0.60070443668510809,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,15.4499806,native_bound_target_reached,L0.0.0.1.1,0.11263208187845777,0.15017610917127702,open,0.55351547489010566,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,16.151244899999998,atomic_split,L0.0.1.0,0.15017610917127702,0.22526416375691555,replaced,0.55351547489010566,0.60070443668510809,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,19.216703500000001,native_bound_target_reached,L0.0.1.0.0,0.15017610917127702,0.1877201364640963,open,0.55351547489010566,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,19.806490799999999,native_bound_target_reached,L0.0.1.0.1,0.1877201364640963,0.22526416375691555,open,0.55460807005593082,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,20.5802075,atomic_split,L0.0.0.1.1,0.11263208187845777,0.15017610917127702,replaced,0.55460807005593082,0.60070443668510809,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,25.836184200000002,native_bound_target_reached,L0.0.0.1.1.1,0.1314040955248674,0.15017610917127702,open,0.55636930644341887,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,26.581667400000001,atomic_split,L0.0.1.0.1,0.1877201364640963,0.22526416375691555,replaced,0.55636930644341887,0.60070443668510809,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,27.594480699999998,native_bound_target_reached,L0.0.1.0.1.0,0.1877201364640963,0.20649215011050592,open,0.5564900030771589,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,28.284467500000002,atomic_split,L0.0.1.0.0,0.15017610917127702,0.1877201364640963,replaced,0.5564900030771589,0.60070443668510809,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,32.724389000000002,native_bound_target_reached,L0.0.1.0.0.0,0.15017610917127702,0.16894812281768667,open,0.5564900030771589,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,33.8954199,native_bound_target_reached,L0.0.1.0.0.1,0.16894812281768667,0.1877201364640963,open,0.55875199378610074,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,34.650407999999999,atomic_split,L0.0.0.1.1.1,0.1314040955248674,0.15017610917127702,replaced,0.55875199378610074,0.60070443668510809,round49_rc_rescue:D_reduced_cost_domain_dominance
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,36.338154600000003,native_bound_target_reached,L0.0.0.1.1.1.0,0.1314040955248674,0.14079010234807221,open,0.55875199378610074,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,41.010992999999999,native_bound_target_reached,L0.0.0.1.1.1.1,0.14079010234807221,0.15017610917127702,open,0.55907842789581252,0.60070443668510809,c6_next_strict_frontier_bound_reached_requeue
