official_run_id,official_instance,process_elapsed_seconds,exact_phase_elapsed_seconds,event_type,active_leaf,active_leaf_valid_lower_bound,other_open_leaf_min_valid_lower_bound,valid_global_lower_bound,verified_global_upper_bound,open_relevant_leaf_count,closed_relevant_leaf_count,event_source
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,22.7556458,20.643512100000002,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,22.7982853,20.686151600000002,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,23.199707499999999,21.087573800000001,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,23.228669,21.116535300000002,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,23.4761673,21.364033599999999,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,23.51549,21.403356300000002,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,23.522295399999997,21.4101617,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,23.753397799999998,21.641264100000001,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,24.026593699999999,21.914460000000002,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,24.823025399999999,22.710891700000001,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,30.498169599999997,28.386035900000003,partial_native_mip_bound_improvement,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,30.545740799999997,28.433607100000003,partial_native_mip_bound_improvement,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,30.663890699999996,28.551757000000002,partial_native_mip_bound_improvement,L0.0.0,0.038820777808604094,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,30.829814799999998,28.7176811,partial_native_mip_bound_improvement,L0.0.0,0.039048390429149767,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,30.9949321,28.882798399999999,partial_native_mip_bound_improvement,L0.0.0,0.039721771913942494,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,31.115821799999999,29.003688100000002,partial_native_mip_bound_improvement,L0.0.0,0.039947600748186103,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,31.412402,29.300268299999999,partial_native_mip_bound_improvement,L0.0.0,0.040705529754983608,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,31.467183200000001,29.3550495,next_leaf_native_bound_target,L0.0.0,0.040937052778012829,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,31.485351699999999,29.373217700000001,next_leaf_native_bound_target,L0.0.0,0.040937052778012829,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,32.166221,30.0540874,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,32.345110200000001,30.232976600000001,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,33.090938899999998,30.978805300000001,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,33.143976899999998,31.031843299999998,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,33.566966600000001,31.454833000000001,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,33.5771485,31.4650149,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,33.954988999999998,31.842855399999998,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,34.0036238,31.8914902,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,34.082210099999998,31.970076500000001,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,34.353294499999997,32.241160899999997,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,34.439723600000001,32.327590000000001,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,34.764751799999999,32.652618199999999,native_root_processing_bound,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,40.022256800000001,37.910123200000001,partial_native_mip_bound_improvement,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,40.034109999999998,37.921976399999998,partial_native_mip_bound_improvement,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,40.037453800000002,37.925320200000002,partial_native_mip_bound_improvement,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,40.041202499999997,37.929068899999997,partial_native_mip_bound_improvement,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,41.893642800000002,39.781509200000002,partial_native_mip_bound_improvement,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,42.132466899999997,40.020333299999997,partial_native_mip_bound_improvement,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,42.403123199999996,40.290989600000003,partial_native_mip_bound_improvement,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,42.768750199999999,40.6566166,partial_native_mip_bound_improvement,L0.0.1,0.037885533381676995,0.040820677230591289,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
