official_run_id,official_instance,process_elapsed_seconds,exact_phase_elapsed_seconds,event_type,active_leaf,active_leaf_valid_lower_bound,other_open_leaf_min_valid_lower_bound,valid_global_lower_bound,verified_global_upper_bound,open_relevant_leaf_count,closed_relevant_leaf_count,event_source
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,2.1245419999999999,0.012408300000000001,exact_tree_initialization,,0,,0,0.049468682614419446,1,0,initial_exact_interval_cover
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,2.5052869000000002,0.39315290000000003,parent_lp_completion,L0,0.020977495607439198,,0.020977495607439198,0.049468682614419446,1,0,complete_parent_lp_optimal
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,2.8820510000000001,0.76991690000000002,child_lp_completion,L0.0,0.024872307366954508,0.020977495607439198,0.020977495607439198,0.049468682614419446,1,0,complete_speculative_child_lp_optimal
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,3.2628705999999998,1.1507366000000001,child_lp_completion,L0.1,0.037649503710854168,0.020977495607439198,0.020977495607439198,0.049468682614419446,1,0,complete_speculative_child_lp_optimal
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,3.2680313999999999,1.1558975,split,L0,,0.024872307366954508,0.024872307366954508,0.049468682614419446,2,0,c6_current_gain_atomic_split
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,3.9783360000000001,1.8662024000000002,native_root_processing_bound,L0.0,0.024872307366954508,0.037649503710854168,0.024872307366954508,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4.1360337999999999,2.0239001999999999,native_root_processing_bound,L0.0,0.031780276066358901,0.037649503710854168,0.031780276066358901,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4.7328368999999997,2.6207032999999997,native_root_processing_bound,L0.0,0.031990733782427838,0.037649503710854168,0.031990733782427838,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4.7807795999999998,2.6686459999999999,native_root_processing_bound,L0.0,0.032006703262560984,0.037649503710854168,0.032006703262560984,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,4.7943845999999999,2.6822509999999999,native_root_processing_bound,L0.0,0.032068297938108239,0.037649503710854168,0.032068297938108239,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,5.1040095000000001,2.9918759000000001,native_root_processing_bound,L0.0,0.032755646498890907,0.037649503710854168,0.032755646498890907,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,5.1654748999999995,3.0533413,native_root_processing_bound,L0.0,0.033005454109925531,0.037649503710854168,0.033005454109925531,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,5.4658952000000003,3.3537615999999999,native_root_processing_bound,L0.0,0.03367747404029612,0.037649503710854168,0.03367747404029612,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,5.4995454000000006,3.3874118000000002,native_root_processing_bound,L0.0,0.033732571546237766,0.037649503710854168,0.033732571546237766,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,5.8256277000000001,3.7134941000000001,native_root_processing_bound,L0.0,0.03386390744765172,0.037649503710854168,0.03386390744765172,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,5.8695769999999996,3.7574434000000001,native_root_processing_bound,L0.0,0.033876787038151772,0.037649503710854168,0.033876787038151772,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,6.4421780999999996,4.3300444999999996,native_root_processing_bound,L0.0,0.034021084975293985,0.037649503710854168,0.034021084975293985,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,6.5026109999999999,4.3904774,native_root_processing_bound,L0.0,0.034035904046459328,0.037649503710854168,0.034035904046459328,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,8.0871597000000008,5.9750261000000009,native_root_processing_bound,L0.0,0.034147300760562181,0.037649503710854168,0.034147300760562181,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,8.1286705000000001,6.0165369000000002,native_root_processing_bound,L0.0,0.034177168576946887,0.037649503710854168,0.034177168576946887,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,8.1727190000000007,6.0605854000000008,native_root_processing_bound,L0.0,0.034196392045582266,0.037649503710854168,0.034196392045582266,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,12.2503204,10.1381868,partial_native_mip_bound_improvement,L0.0,0.034702593462402412,0.037649503710854168,0.034702593462402412,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,12.2550331,10.1428995,partial_native_mip_bound_improvement,L0.0,0.034733883698984419,0.037649503710854168,0.034733883698984419,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,12.273806199999999,10.161672599999999,partial_native_mip_bound_improvement,L0.0,0.034739590863154611,0.037649503710854168,0.034739590863154611,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,12.277635699999999,10.165502099999999,partial_native_mip_bound_improvement,L0.0,0.035111665481864174,0.037649503710854168,0.035111665481864174,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,14.212501999999999,12.100368399999999,partial_native_mip_bound_improvement,L0.0,0.035196324447508087,0.037649503710854168,0.035196324447508087,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,14.3684242,12.2562906,partial_native_mip_bound_improvement,L0.0,0.036072442095259227,0.037649503710854168,0.036072442095259227,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,14.6860313,12.5738977,partial_native_mip_bound_improvement,L0.0,0.036410982566104755,0.037649503710854168,0.036410982566104755,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,14.6937646,12.581631,partial_native_mip_bound_improvement,L0.0,0.036425684300664271,0.037649503710854168,0.036425684300664271,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,15.046241699999999,12.9341081,partial_native_mip_bound_improvement,L0.0,0.037510077251707706,0.037649503710854168,0.037510077251707706,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,15.7726308,13.6604972,partial_native_mip_bound_improvement,L0.0,0.037516689812717344,0.037649503710854168,0.037516689812717344,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,19.668556500000001,17.556422900000001,next_leaf_native_bound_target,L0.0,0.037885533381676995,0.037649503710854168,0.037649503710854168,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,19.687706200000001,17.575572000000001,next_leaf_native_bound_target,L0.0,0.037885533381676995,0.037649503710854168,0.037649503710854168,0.049468682614419446,2,0,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,20.342230499999999,18.230096799999998,native_root_processing_bound,L0.1,0.037649503710854168,0.037885533381676995,0.037649503710854168,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,20.502022700000001,18.389889,next_leaf_native_bound_target,L0.1,0.040820677230591289,0.037885533381676995,0.037885533381676995,0.049468682614419446,2,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,20.519136100000001,18.407002200000001,next_leaf_native_bound_target,L0.1,0.040820677230591289,0.037885533381676995,0.037885533381676995,0.049468682614419446,2,0,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,20.8875569,18.775423,child_lp_completion,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,2,0,complete_speculative_child_lp_optimal
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,21.2578529,19.145718899999999,child_lp_completion,L0.0.1,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,2,0,complete_speculative_child_lp_optimal
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,21.2646248,19.152491000000001,split,L0.0,,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,c6_current_gain_atomic_split
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,22.155223999999997,20.043090299999999,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,22.302157999999999,20.190024300000001,native_root_processing_bound,L0.0.0,0.037885533381676995,0.037885533381676995,0.037885533381676995,0.049468682614419446,3,0,gurobi_cb_mip_objbnd_valid_native_bound
