number,id,arm,leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
5,C2,DS,L0.0,LP,OPTIMAL,0,296.62127850000002,0.1119999885559082,0.31208256809396689,0,2319,0,0.021991457999999998,7d9bed884ea47c77426459ea983c2214defc15d63eeb8d989eb382e2f3f4980f,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS\external\native_logs\L0.0_lp.gurobi.log
5,C2,DS,L0.1,LP,INFEASIBLE,0,296.38651729999998,0.075999975204467773,0.19888951645179881,0,1626,0,0.022416874999999999,43072743e7ac85379072ef9796f55a471606f759f8a9fe56ebb060a0ab9bbf92,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS\external\native_logs\L0.1_lp.gurobi.log
5,C2,DS,L0.0.0,LP,OPTIMAL,0,296.18837819999999,0.18199992179870605,0.51475066264924807,0,3168,0,0.022416874999999999,d575198bdf257d485865711186c20c13c7aa04d0cca225deb766c3a6918b60cb,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS\external\native_logs\L0.0.0_lp.gurobi.log
5,C2,DS,L0.0.1,LP,OPTIMAL,0,295.88427619999999,0.12600016593933105,0.35318525804692258,0,2526,0,0.023412624,8f2200fdad84369a5facfdbe01cb8b07e044b71a9b5b32dd6fd237a9a08e8b47,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS\external\native_logs\L0.0.1_lp.gurobi.log
5,C2,DS,L0.0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,295.73105370000002,0.28100013732910156,0.53678148434665551,1,2070,0,0.034201560999999998,7d9bed884ea47c77426459ea983c2214defc15d63eeb8d989eb382e2f3f4980f,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS\external\native_logs\L0.0_c6_1_child_disjunction_target_mip.gurobi.log
5,C2,DS,L0.0,MIP,OPTIMAL,0,295.43483309999999,152.58400011062622,299.71857791144924,9213,1101882,0,0.121817414,7d9bed884ea47c77426459ea983c2214defc15d63eeb8d989eb382e2f3f4980f,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS\external\native_logs\L0.0_terminal_mip.gurobi.log
6,C2,DS-X,L0,LP,OPTIMAL,0,296.8522767,0.12700009346008301,0.33587665346240453,0,2463,0,0.020606811999999999,791125ba71b7859d343599d809e15090e684b6500c4accb67ff77e940ba4a877,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS-X\external\native_logs\L0_lp.gurobi.log
6,C2,DS-X,L0.0,LP,OPTIMAL,0,296.60388030000001,0.10899996757507324,0.29473611451135517,0,2015,0,0.021991462,6dba2ca36dd13378e14afbda09ce8a657cf5bf4af3d5be629a64ca427da040d3,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS-X\external\native_logs\L0.0_lp.gurobi.log
6,C2,DS-X,L0.1,LP,INFEASIBLE,0,296.37236059999998,0.082000017166137695,0.21313594569492134,0,1658,0,0.022416879000000001,6a4389a2fd9f54927cd0bf93185b59fcae9fa59396dc1b1b187056dc808c3b0b,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS-X\external\native_logs\L0.1_lp.gurobi.log
6,C2,DS-X,L0.0.0,LP,OPTIMAL,0,296.1643315,0.19500017166137695,0.57124278036730824,0,3284,0,0.022416879000000001,1c50a1f935a072c1b61f17c341801ce645f96a2cb74d679aa59e98b16e014061,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS-X\external\native_logs\L0.0.0_lp.gurobi.log
6,C2,DS-X,L0.0.1,LP,OPTIMAL,0,295.8482588,0.13400006294250488,0.37848536408071565,0,2734,0,0.023412628000000001,d0985eeea107180906706768ce3a81123631ee86a5ca7a1fe15ef46008d92478,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS-X\external\native_logs\L0.0.1_lp.gurobi.log
6,C2,DS-X,L0.0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,295.6877829,0.27499985694885254,0.5093963637377148,1,1954,0,0.034201560999999998,6dba2ca36dd13378e14afbda09ce8a657cf5bf4af3d5be629a64ca427da040d3,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS-X\external\native_logs\L0.0_c6_1_child_disjunction_target_mip.gurobi.log
6,C2,DS-X,L0.0,MIP,OPTIMAL,0,295.39672969999998,109.55200004577637,214.36566990561437,6674,774501,0,0.122871499,6dba2ca36dd13378e14afbda09ce8a657cf5bf4af3d5be629a64ca427da040d3,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\C2\DS-X\external\native_logs\L0.0_terminal_mip.gurobi.log
8,D4,DS,L0,LP,OPTIMAL,0,296.93237800000003,0.046000003814697266,0.11101087369428676,0,1293,0,0.0096862979999999994,34f4f41c920f6885105fa851acef3bb379b66ffd7a56366a38afe5c7f513ba00,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\D4\DS\external\native_logs\L0_lp.gurobi.log
8,D4,DS,L0.0,LP,OPTIMAL,0,296.82561859999998,0.034000158309936523,0.081470924854167404,0,978,0,0.010345774,19e9ab3603f3d38a111ba9cbe8a33439c0db386a5ec66d1fa58221328df8a519,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\D4\DS\external\native_logs\L0.0_lp.gurobi.log
8,D4,DS,L0.1,LP,OPTIMAL,0,296.73855040000001,0.07799983024597168,0.19947674726591769,0,2055,0,0.011628724,87dd147b9e9d247886fda21a994702798624b255799a33986ceb179566e9b623,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\D4\DS\external\native_logs\L0.1_lp.gurobi.log
8,D4,DS,L0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,296.64653659999999,0.13300013542175293,0.27719122247761824,1,1601,0,0.015045869999999999,34f4f41c920f6885105fa851acef3bb379b66ffd7a56366a38afe5c7f513ba00,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\D4\DS\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log
8,D4,DS,L0,MIP,OPTIMAL,0,296.50200180000002,53.294999837875366,86.340732905388961,10964,479254,0,0.061483840999999997,34f4f41c920f6885105fa851acef3bb379b66ffd7a56366a38afe5c7f513ba00,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\D4\DS\external\native_logs\L0_terminal_mip.gurobi.log
9,D4,DS-X,L0,LP,OPTIMAL,0,296.89705409999999,0.032999992370605469,0.072818516286174348,0,920,0,0.0096863020000000008,8002fb291748638d0a9dfabba8bc0c1c1139a74064c521f7d1bd1210c61d9157,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\D4\DS-X\external\native_logs\L0_lp.gurobi.log
9,D4,DS-X,L0.0,LP,OPTIMAL,0,296.81273640000001,0.031999826431274414,0.072083533573515809,0,878,0,0.010345778,437031e1b0568844d76237f70d3168419ff0f9b8876812f7f9725f353c69ada7,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\D4\DS-X\external\native_logs\L0.0_lp.gurobi.log
9,D4,DS-X,L0.1,LP,OPTIMAL,0,296.72867129999997,0.060999870300292969,0.1592286398266419,0,1676,0,0.011628728,4ec08544a9ab8e0374eb3f994b3524674777dec053b806bd31656ee3658d88ea,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\D4\DS-X\external\native_logs\L0.1_lp.gurobi.log
9,D4,DS-X,L0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,296.65289860000001,0.14100003242492676,0.29645403548073396,1,1761,0,0.015050305999999999,8002fb291748638d0a9dfabba8bc0c1c1139a74064c521f7d1bd1210c61d9157,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\D4\DS-X\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log
9,D4,DS-X,L0,MIP,OPTIMAL,0,296.50040469999999,54.140999794006348,85.834457274573879,12337,419905,0,0.059788415999999997,8002fb291748638d0a9dfabba8bc0c1c1139a74064c521f7d1bd1210c61d9157,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round72\campaign\local_raw\development\D4\DS-X\external\native_logs\L0_terminal_mip.gurobi.log
