number,id,arm,stage,kind,input_sha256,V,M,Q,T,executable_sha256,cap,wall,internal_wall,certificate,status,UB,LB,signed_absolute_gap,relative_gap,gap_note,hga_seconds,exact_start,initial_objective,initial_route_signature,lp_calls,mip_calls,splits,failure,result_sha256,artifact_dir
1,D3,P-GRB,development,performance,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,12,3,30,2850,4f60ed8cd6f65c695947e8ac3bd525b77d28d94733faf2c9ef25d057a69023af,300,297.06300000008196,297.0292776,False,time_limit,0.04505416158053462,0.04151782225242993,0.0035363393281046956,0.07849084754986428,open,0,,,,0,1,0,False,3de57c9f65e6ad8dbf93e558cacd99873179822c818728dc91b1a14c2737bb59,results\unified_exact_round72\campaign\local_raw\development\D3\P-GRB
2,D3,DS,development,performance,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,12,3,30,2850,4f60ed8cd6f65c695947e8ac3bd525b77d28d94733faf2c9ef25d057a69023af,300,297.0779999997467,297.0338879,False,round31_c6_external_gini_tree_time_limit,0.04500155005562836,0.04322870702341869,0.0017728430322096686,0.039395154833959736,open,0.0177951,0.0210817,0.16637611211610104,651fd4cb1c8a4b55a89a9950b99fc5546a24898cc2146609cc95aa0884eff619,3,1,0,False,f9b435b5b2ef6db32b38f632eb544084bd0458028f064be2666c884c95f566b3,results\unified_exact_round72\campaign\local_raw\development\D3\DS
3,D3,DS-X,development,performance,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,12,3,30,2850,4f60ed8cd6f65c695947e8ac3bd525b77d28d94733faf2c9ef25d057a69023af,300,255.36000000033528,255.3213977,True,optimal,0.04500155005562836,0.04500155005562833,2.7755575615628914e-17,6.167693241970343e-16,within numerical tolerance,0.0286008,0.0316686,0.12971944742960761,0c173f212fc752c9237833037c60e7a37aa8db6b0ff6ff32bd15c282f5cb6a80,3,2,0,False,33718cbed1ade70a243db57bcad97f6860e1e5b5e40ec54fb21349dac01ca05c,results\unified_exact_round72\campaign\local_raw\development\D3\DS-X
4,C2,P-GRB,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,4f60ed8cd6f65c695947e8ac3bd525b77d28d94733faf2c9ef25d057a69023af,300,297.06300000008196,297.0280249,False,time_limit,0.8299634131717752,0.7714821344222142,0.058481278749560994,0.07046247800980751,open,0,,,,0,1,0,False,47f9b94bb7078b4ad01fabd1e1ce26415835b90419ae06a85f4336f5a063ee4c,results\unified_exact_round72\campaign\local_raw\development\C2\P-GRB
5,C2,DS,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,4f60ed8cd6f65c695947e8ac3bd525b77d28d94733faf2c9ef25d057a69023af,300,154.21900000004098,154.1905223,True,optimal,0.8299634131717752,0.8299634131717742,9.992007221626409e-16,1.203909360707975e-15,within numerical tolerance,0.015818,0.018879,0.8543436794186281,a54adf6ba664187412d0d01155d9932ad2d1a0f50dcd80d1e7a9744c830fd888,5,2,1,False,3762d8a16f48b0e98e59bf2fb957e053735c508f8d75d9dd051368de6f14f695,results\unified_exact_round72\campaign\local_raw\development\C2\DS
6,C2,DS-X,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,4f60ed8cd6f65c695947e8ac3bd525b77d28d94733faf2c9ef25d057a69023af,300,111.23400000017136,111.1940802,True,optimal,0.8299634131717752,0.8299634131717741,1.1102230246251565e-15,1.3376770674533056e-15,within numerical tolerance,0.0378094,0.0429404,0.837091467554702,be82ef3fe6e8737d843194894e71ba2557d5488da7761fcab00b4543b0d9ddcd,5,2,1,False,daabf45893abc8f1f67d96e223e4aeaa5c9dee65d11cd4b1a1d1a42d1fa3cdce,results\unified_exact_round72\campaign\local_raw\development\C2\DS-X
7,D4,P-GRB,development,performance,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,12,3,30,2400,4f60ed8cd6f65c695947e8ac3bd525b77d28d94733faf2c9ef25d057a69023af,300,297.06199999991804,297.0406661,False,time_limit,0.506343307565206,0.19607331175073336,0.31026999581447257,0.6127660644048635,open,0,,,,0,1,0,False,9738423f18e9f9d4a8b6eaa97b774ade77cda7d1fd6444632425e73ae1d25159,results\unified_exact_round72\campaign\local_raw\development\D4\P-GRB
8,D4,DS,development,performance,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,12,3,30,2400,4f60ed8cd6f65c695947e8ac3bd525b77d28d94733faf2c9ef25d057a69023af,300,53.859999999869615,53.8319769,True,optimal,0.506343307565206,0.5063433075652058,1.1102230246251565e-16,2.1926290088907398e-16,within numerical tolerance,0.0158149,0.0188469,0.7231425401198691,a87c6e8f5bae1f9d295a3232df58301178ac364541af4d6794ea26b06313d0fa,3,2,0,False,31c8d1196c3b9ee23cb18156060f0955db88e585e57476c624512fbd3c4b3b2f,results\unified_exact_round72\campaign\local_raw\development\D4\DS
9,D4,DS-X,development,performance,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,12,3,30,2400,4f60ed8cd6f65c695947e8ac3bd525b77d28d94733faf2c9ef25d057a69023af,300,54.70300000021234,54.6817566,True,optimal,0.506343307565206,0.5063433075652052,7.771561172376096e-16,1.5348403062235178e-15,within numerical tolerance,0.0488111,0.0562011,0.5920810174302061,a6f4c919a7a38c3aeb67555991c908f1f41741909bc5810ebb4df21245ada839,3,2,0,False,90c99c42f4c5976378df80e7ebd074b818586475e4d1bdaca6ac94dcea7fca65,results\unified_exact_round72\campaign\local_raw\development\D4\DS-X
