number,path,sha256,F,G,P,stations,pickup,drop,maximum_duration,original_T_feasible
1,witnesses\1\result.json,e154daa4a931ad28f4ecc0b5baa1592dee54fc8159815824a9a138cc4fd2ea58,0.04505416158053463,0.02315974870174675,0.14596275252525256,11,30,30,2784.4272564574003,True
2,witnesses\2\result.json,9441cbcfe61c97981e9ed163db7a352ec6c81cf8215565ee1ec0b5fa9ba80596,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2784.4272564574003,True
2,witnesses\2\initial_witness.json,8eed0dcd3ddff89ecab6cb73ec4ed17750063eec4b775c1eb797f6f296a9478b,0.16637611211610104,0.07265980944464968,0.6247753511430091,6,22,21,2533.867958353235,True
2,witnesses\2\native_0_witness.json,8f668afbddda5456d5a839090c1763743dca2ebeab3d9c78c99fc4ea0972fd75,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2784.4272564574003,True
2,witnesses\2\round68_existing_0_witness.json,8eed0dcd3ddff89ecab6cb73ec4ed17750063eec4b775c1eb797f6f296a9478b,0.16637611211610104,0.07265980944464968,0.6247753511430091,6,22,21,2533.867958353235,True
3,witnesses\3\result.json,e36e3d822eb22c68c7a526678cc99d5f48a18d1d568bc942d279f6b1508781b9,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2842.989562854831,True
3,witnesses\3\initial_witness.json,4b2015ef7c89889d380f3e8cccda944f18e8f9f76d1af72858877a844807ed14,0.12971944742960761,0.052004892830040506,0.5180970306637807,8,26,19,2847.814434283473,True
3,witnesses\3\native_0_witness.json,60194086e43c9b6a7aab454327e76141223590d19af050be6470c264cb529f7a,0.12971944742960761,0.052004892830040506,0.5180970306637807,8,26,19,2847.814434283473,True
3,witnesses\3\native_1_witness.json,8ee2e0e2b446795b7e6c870d85f6c526771c22d98cb3f2454351cfdde49977ce,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2842.989562854831,True
3,witnesses\3\round68_existing_0_witness.json,4b2015ef7c89889d380f3e8cccda944f18e8f9f76d1af72858877a844807ed14,0.12971944742960761,0.052004892830040506,0.5180970306637807,8,26,19,2847.814434283473,True
3,witnesses\3\round68_existing_1_witness.json,4b2015ef7c89889d380f3e8cccda944f18e8f9f76d1af72858877a844807ed14,0.12971944742960761,0.052004892830040506,0.5180970306637807,8,26,19,2847.814434283473,True
4,witnesses\4\result.json,43f6792c0bb9c58a8e925939c5497c90686282cb401caaa17acdd52ee98161fb,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
5,witnesses\5\result.json,1ec702d001a4e6736f6e11659e5a5505508a2aa2b0529abacbc49aad98a79866,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
5,witnesses\5\initial_witness.json,41f0e7e820957a644685cdc6c5fd71bf336573d7d8ff146ee0eb3dba052012fb,0.8543436794186281,0.26484367941862813,3.9299999999999997,5,16,16,1799.780565746718,True
5,witnesses\5\native_0_witness.json,41f0e7e820957a644685cdc6c5fd71bf336573d7d8ff146ee0eb3dba052012fb,0.8543436794186281,0.26484367941862813,3.9299999999999997,5,16,16,1799.780565746718,True
5,witnesses\5\native_1_witness.json,155f5fdecf4980037800132c42eaf50da487da7290b55b4a28ec6020330b9b05,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
5,witnesses\5\round68_existing_0_witness.json,41f0e7e820957a644685cdc6c5fd71bf336573d7d8ff146ee0eb3dba052012fb,0.8543436794186281,0.26484367941862813,3.9299999999999997,5,16,16,1799.780565746718,True
5,witnesses\5\round68_existing_1_witness.json,41f0e7e820957a644685cdc6c5fd71bf336573d7d8ff146ee0eb3dba052012fb,0.8543436794186281,0.26484367941862813,3.9299999999999997,5,16,16,1799.780565746718,True
6,witnesses\6\result.json,1ec702d001a4e6736f6e11659e5a5505508a2aa2b0529abacbc49aad98a79866,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
6,witnesses\6\initial_witness.json,9777850fcf5dfe04c902eff2bf1eb6601d329c4a13d5ce4d1e1a03eb5ffbbd3e,0.8370914675547019,0.2708414675547019,3.775,4,17,16,1777.013632206718,True
