number,path,sha256,F,G,P,stations,pickup,drop,maximum_duration,original_T_feasible
6,witnesses\6\native_0_witness.json,9777850fcf5dfe04c902eff2bf1eb6601d329c4a13d5ce4d1e1a03eb5ffbbd3e,0.8370914675547019,0.2708414675547019,3.775,4,17,16,1777.013632206718,True
6,witnesses\6\native_1_witness.json,155f5fdecf4980037800132c42eaf50da487da7290b55b4a28ec6020330b9b05,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
6,witnesses\6\round68_existing_0_witness.json,9777850fcf5dfe04c902eff2bf1eb6601d329c4a13d5ce4d1e1a03eb5ffbbd3e,0.8370914675547019,0.2708414675547019,3.775,4,17,16,1777.013632206718,True
6,witnesses\6\round68_existing_1_witness.json,9777850fcf5dfe04c902eff2bf1eb6601d329c4a13d5ce4d1e1a03eb5ffbbd3e,0.8370914675547019,0.2708414675547019,3.775,4,17,16,1777.013632206718,True
7,witnesses\7\result.json,decdb8f83636ebf68e319b6f7ca9477ad2ab6fdb369153fa27e7ed48f5370ef9,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
8,witnesses\8\result.json,e4f4c73fe9c16a2945d03e2e30f42fe933ce6b6f313357367d216e2c75df81bd,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
8,witnesses\8\initial_witness.json,f8c23492fc3620dab0458e53965101e998c232b56aa0111889cc22bed47876b7,0.7231425401198692,0.23235993357961332,3.271884043601706,7,23,22,2325.536520586154,True
8,witnesses\8\native_0_witness.json,7e07e5d5a8dc7c3da3336373c42cffb001a7736704aed4aaa8bf7ef7f77645c5,0.7231425401198692,0.23235993357961332,3.271884043601706,7,23,22,2325.536520586154,True
8,witnesses\8\native_1_witness.json,45348db77b7d0929dc41fd21a19e0e85edbb5da5b07698e000a1b2843e0f632d,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
8,witnesses\8\round68_existing_0_witness.json,f8c23492fc3620dab0458e53965101e998c232b56aa0111889cc22bed47876b7,0.7231425401198692,0.23235993357961332,3.271884043601706,7,23,22,2325.536520586154,True
8,witnesses\8\round68_existing_1_witness.json,f8c23492fc3620dab0458e53965101e998c232b56aa0111889cc22bed47876b7,0.7231425401198692,0.23235993357961332,3.271884043601706,7,23,22,2325.536520586154,True
9,witnesses\9\result.json,bfc779de6edc2e48ab74c273f05fd68c2a874d1be79cdab51a696594bd532e45,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
9,witnesses\9\initial_witness.json,350dde1a6e337f9fc1db3d9795b1e6c82a774e36c427a192bf8c9a78a1ec4dcd,0.5920810174302062,0.20273986559271162,2.5956076789166307,7,24,24,2397.2609700587523,True
9,witnesses\9\native_0_witness.json,350dde1a6e337f9fc1db3d9795b1e6c82a774e36c427a192bf8c9a78a1ec4dcd,0.5920810174302062,0.20273986559271162,2.5956076789166307,7,24,24,2397.2609700587523,True
9,witnesses\9\native_1_witness.json,00323d7cf7679309dadd9128776335dce3297a0abe690251be0453d766fb2b17,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
9,witnesses\9\round68_existing_0_witness.json,350dde1a6e337f9fc1db3d9795b1e6c82a774e36c427a192bf8c9a78a1ec4dcd,0.5920810174302062,0.20273986559271162,2.5956076789166307,7,24,24,2397.2609700587523,True
9,witnesses\9\round68_existing_1_witness.json,350dde1a6e337f9fc1db3d9795b1e6c82a774e36c427a192bf8c9a78a1ec4dcd,0.5920810174302062,0.20273986559271162,2.5956076789166307,7,24,24,2397.2609700587523,True
