telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.170328,lp_complete,L0,0,0.0893001,infeasible,0,0.357201,"complete_lp_relaxation"
0.333321,lp_complete,L1,0.0893001,0.1786,optimal,0.1786,0.357201,"complete_lp_relaxation"
0.649379,atomic_split,L1,0.0893001,0.1786,replaced,0.1786,0.357201,"child_lp_infeasible"
0.819161,lp_complete,L2,0.1786,0.2679,optimal,0.2679,0.357201,"complete_lp_relaxation"
1.158,atomic_split,L2,0.1786,0.2679,replaced,0.2679,0.357201,"strict_child_lp_bound_improvement"
1.32754,lp_complete,L3,0.2679,0.357201,optimal,0.292961,0.357201,"complete_lp_relaxation"
1.64924,atomic_split,L3,0.2679,0.357201,replaced,0.292961,0.357201,"child_lp_infeasible"
1.96563,atomic_split,L1.1,0.13395,0.1786,replaced,0.295729,0.357201,"child_lp_infeasible"
2.30207,atomic_split,L2.0,0.1786,0.22325,replaced,0.297683,0.357201,"strict_child_lp_bound_improvement"
2.62814,atomic_split,L2.0.0,0.1786,0.200925,replaced,0.299819,0.357201,"strict_child_lp_bound_improvement"
2.95911,atomic_split,L2.0.0.0,0.1786,0.189763,replaced,0.300833,0.357201,"strict_child_lp_bound_improvement"
3.27177,atomic_split,L1.1.1,0.156275,0.1786,replaced,0.301439,0.357201,"child_lp_infeasible"
3.60714,atomic_split,L2.0.0.0.0,0.1786,0.184182,replaced,0.302364,0.357201,"strict_child_lp_bound_improvement"
3.93417,atomic_split,L2.0.0.0.1,0.184182,0.189763,replaced,0.302649,0.357201,"strict_child_lp_bound_improvement"
4.26234,atomic_split,L2.0.0.0.0.1,0.181391,0.184182,replaced,0.303088,0.357201,"strict_child_lp_bound_improvement"
4.58747,atomic_split,L2.0.0.0.1.0,0.184182,0.186972,replaced,0.303139,0.357201,"strict_child_lp_bound_improvement"
4.91495,atomic_split,L2.0.0.0.0.1.0,0.181391,0.182786,replaced,0.3032,0.357201,"strict_child_lp_bound_improvement"
5.24529,atomic_split,L2.0.0.0.0.0,0.1786,0.181391,replaced,0.303254,0.357201,"strict_child_lp_bound_improvement"
5.57252,atomic_split,L2.0.0.0.0.1.1,0.182786,0.184182,replaced,0.30329,0.357201,"strict_child_lp_bound_improvement"
5.88909,atomic_split,L2.0.0.1,0.189763,0.200925,replaced,0.303442,0.357201,"strict_child_lp_bound_improvement"
6.21629,atomic_split,L2.0.0.0.0.1.0.1,0.182089,0.182786,replaced,0.303457,0.357201,"strict_child_lp_bound_improvement"
6.53709,atomic_split,L2.0.0.0.1.0.0,0.184182,0.185577,replaced,0.303498,0.357201,"strict_child_lp_bound_improvement"
6.87284,atomic_split,L2.0.0.0.0.1.1.0,0.182786,0.183484,replaced,0.303557,0.357201,"strict_child_lp_bound_improvement"
7.19852,atomic_split,L2.0.0.0.0.1.1.1,0.183484,0.184182,replaced,0.303594,0.357201,"strict_child_lp_bound_improvement"
7.42815,terminal_mip_complete,L2.0.0.0.0.1.0.1.1,0.182437,0.182786,"INFEASIBLE",0.303621,0.357201,"native_terminal_mip_infeasible"
7.65429,terminal_mip_complete,L2.0.0.0.0.1.1.0.0,0.182786,0.183135,"INFEASIBLE",0.303635,0.357201,"native_terminal_mip_infeasible"
7.97895,atomic_split,L2.0.0.0.1.1,0.186972,0.189763,replaced,0.303636,0.357201,"strict_child_lp_bound_improvement"
