leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,native_log
L1.1.0,LP,"INFEASIBLE",0,280.084,0.0469999,0.160471,0,487,0,0.017693,8f972856474d655820b79aa55d6d33159c2558ac11d9c3d91ce1f39dbc400e3e,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L1.1.0_lp.gurobi.log"
L1.1.1,LP,"OPTIMAL",0,279.928,0.053,0.170389,0,653,0,0.017693,5c2a686e151beb83fff709a784cf9205d9c1bfd3792943d7fd4af8dd446c1d0b,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L1.1.1_lp.gurobi.log"
L2.0.0,LP,"OPTIMAL",0,279.768,0.0640001,0.206293,0,729,0,0.017693,cb879fe881890c04015ccb991d280f175f119c7671c9b8a5d8af186f0862ddf3,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0_lp.gurobi.log"
L2.0.1,LP,"OPTIMAL",0,279.592,0.0539999,0.161268,0,634,0,0.017693,2c70c97f0f671da06d86ef431e671c97b5cff16ae13914d887afdac73f162614,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.1_lp.gurobi.log"
L2.0.0.0,LP,"OPTIMAL",0,279.43,0.0569999,0.187965,0,616,0,0.017693,767d4ce730f9ccbf5a66d6cff336c7f4c2e6138625ff328b959461d6698c1885,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0_lp.gurobi.log"
L2.0.0.1,LP,"OPTIMAL",0,279.267,0.056,0.174852,0,634,0,0.017693,597d9d9d680c1e6cad4117deadc8f5bee36ae596e615c3181205d74cef293520,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.1_lp.gurobi.log"
L2.0.0.0.0,LP,"OPTIMAL",0,279.105,0.0579998,0.196066,0,790,0,0.017693,1b4ccfb4a09818a69c8183da0d13f36d742aebd2e8e90f680790cf576b8b6ed1,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0_lp.gurobi.log"
L2.0.0.0.1,LP,"OPTIMAL",0,278.94,0.059,0.191554,0,679,0,0.017693,b5e4dd63bd5399c536539df5d92a67f1a019c205d17e642db551ff49813c9d64,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1_lp.gurobi.log"
L1.1.1.0,LP,"INFEASIBLE",0,278.775,0.0410001,0.133872,0,388,0,0.017693,9769979f97e5ca6764829cb2b22f3268286f50251f6cfd80d7e73755e34d0652,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L1.1.1.0_lp.gurobi.log"
L1.1.1.1,LP,"OPTIMAL",0,278.626,0.0579998,0.191608,0,753,0,0.017693,430684565360b83558550cd739ddd850b2b00409b1d0153ded8a3e9cdf6ca98b,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L1.1.1.1_lp.gurobi.log"
L2.0.0.0.0.0,LP,"OPTIMAL",0,278.462,0.063,0.208203,0,806,0,0.017693,02dbd408e717cbc117a184f698d3c116722726dc5435863defd9d5fbd1687b1f,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.0_lp.gurobi.log"
L2.0.0.0.0.1,LP,"OPTIMAL",0,278.294,0.0609999,0.19664,0,763,0,0.017693,571564b6ad395a96594bcaa69bbedd0aa329ba49a1b3734424eea29aa11f316a,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1_lp.gurobi.log"
L2.0.0.0.1.0,LP,"OPTIMAL",0,278.126,0.059,0.193037,0,666,0,0.017693,e7d808c6c09c231d464cdb47b21ab76b13d1daa6904869e9d84b493537a8c665,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0_lp.gurobi.log"
L2.0.0.0.1.1,LP,"OPTIMAL",0,277.963,0.0580001,0.190801,0,685,0,0.017693,7ce253b555963f653e7c84c7988c437b1b99644696bb364eb564099a5e516962,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.1_lp.gurobi.log"
L2.0.0.0.0.1.0,LP,"OPTIMAL",0,277.8,0.056,0.176999,0,693,0,0.017693,9057bce39c035813929a95811943d3496d37fc0b0d50d37dbc56d0dd04b5ea39,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0_lp.gurobi.log"
L2.0.0.0.0.1.1,LP,"OPTIMAL",0,277.638,0.0599999,0.206463,0,793,0,0.017693,6022ba12b45bddded99d967ea0e305e3a87573969df3461ebb549e1723ba2656,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1_lp.gurobi.log"
L2.0.0.0.1.0.0,LP,"OPTIMAL",0,277.471,0.0549998,0.182307,0,651,0,0.017693,7e30040092805c89adbe95f4f33250376a65ed3a387d62adf4f06c328484e3b8,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0_lp.gurobi.log"
L2.0.0.0.1.0.1,LP,"OPTIMAL",0,277.31,0.059,0.188481,0,666,0,0.017693,9fd68858a035a258d9f4940c23da3d22a431795ce024c4fb474c286315388dc1,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1_lp.gurobi.log"
L2.0.0.0.0.1.0.0,LP,"OPTIMAL",0,277.146,0.0550001,0.17737,0,694,0,0.017693,f690dc1ee7e0dd4936ec0a65981517df46a11e8ff8e28939095e8f25879a6403,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0.0_lp.gurobi.log"
L2.0.0.0.0.1.0.1,LP,"OPTIMAL",0,276.985,0.059,0.193827,0,699,0,0.017693,caf870ce3eea9fcd4ec9cf8850f0988179dee810408c019f939255cc6fa0f7a1,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0.1_lp.gurobi.log"
L2.0.0.0.0.0.0,LP,"OPTIMAL",0,276.818,0.0599999,0.201663,0,786,0,0.017693,87089d1f998724338d69b645dd2981e343dde3c4b0a15cfd2c44b20a45ac9f6c,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.0.0_lp.gurobi.log"
L2.0.0.0.0.0.1,LP,"OPTIMAL",0,276.651,0.0580001,0.194397,0,695,0,0.017693,c7ca5f8ca8fd39cda97d7e612395c663635ff688833256f499b2939cf4684970,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.0.1_lp.gurobi.log"
L2.0.0.0.0.1.1.0,LP,"OPTIMAL",0,276.487,0.053,0.173591,0,711,0,0.017693,ff57294671b52da40e4fc1b5951feb672b91b79a06f89bc11bf3c16425bdd313,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1.0_lp.gurobi.log"
L2.0.0.0.0.1.1.1,LP,"OPTIMAL",0,276.328,0.0609999,0.212279,0,777,0,0.017693,0943fa1d567d30665b947414d7b78b7655180d0458bc936b34b2df90d05d0468,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1.1_lp.gurobi.log"
L2.0.0.1.0,LP,"OPTIMAL",0,276.162,0.0550001,0.183534,0,734,0,0.017693,12df9227094928cb178903fdadbb58c246e9bcf44abf8d7ac7195f9ea801e0ae,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.1.0_lp.gurobi.log"
L2.0.0.1.1,LP,"OPTIMAL",0,276.001,0.052,0.175654,0,651,0,0.017693,b1786cc63d78070f8b00384e12b77e39881e97ec7eeb5f329d8d1acc511afb06,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.1.1_lp.gurobi.log"
L2.0.0.0.0.1.0.1.0,LP,"OPTIMAL",0,275.845,0.056,0.195817,0,742,0,0.017693,48eea5aa2b2d37a8900b59263508d5cd2436a005378a1d83bddc8e481c9e053a,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0.1.0_lp.gurobi.log"
L2.0.0.0.0.1.0.1.1,LP,"OPTIMAL",0,275.682,0.059,0.203218,0,752,0,0.017693,cb1cf96b017c9a3333fa4083c3e26fc085d31da82a4966abf739c13cd4b4c036,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0.1.1_lp.gurobi.log"
L2.0.0.0.1.0.0.0,LP,"OPTIMAL",0,275.517,0.0570002,0.201688,0,703,0,0.017693,1eafedec200b740302c99ca94316db69d785869bc98c62f53137f3b30ef48234,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0.0_lp.gurobi.log"
L2.0.0.0.1.0.0.1,LP,"OPTIMAL",0,275.356,0.0540001,0.191496,0,690,0,0.017693,d6d098f98d59e9dbcb856238eaccf69ec728387db0284977847f9915a331d337,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0.1_lp.gurobi.log"
L2.0.0.0.0.1.1.0.0,LP,"OPTIMAL",0,275.197,0.062,0.22039,0,815,0,0.017693,2f6a40744dac2a26e93fbf44f08161fd04a52595d4a96bd5228162a077839b03,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1.0.0_lp.gurobi.log"
L2.0.0.0.0.1.1.0.1,LP,"OPTIMAL",0,275.029,0.0639999,0.229121,0,805,0,0.017693,21962c2d3ff67df66f157cb67695457efd51beb5b07364e36b202e433729102f,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1.0.1_lp.gurobi.log"
L2.0.0.0.0.1.1.1.0,LP,"OPTIMAL",0,274.861,0.0609999,0.210628,0,778,0,0.017693,05967ed07c3ee372a7c92f0a98806743d0b14b57a327ce49e63e242fd69f6909,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1.1.0_lp.gurobi.log"
L2.0.0.0.0.1.1.1.1,LP,"OPTIMAL",0,274.695,0.0540001,0.188514,0,607,0,0.017693,d54ddda1c7bf6662a7ab3c7d0ba77bf11978e5ed313baed3ed57c6bf3723e4f9,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1.1.1_lp.gurobi.log"
L2.0.0.0.0.1.0.1.1,MIP,"INFEASIBLE",0,274.615,0.203,0.417398,1,660,0,0.022981,cb1cf96b017c9a3333fa4083c3e26fc085d31da82a4966abf739c13cd4b4c036,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0.1.1_terminal_mip.gurobi.log"
L2.0.0.0.0.1.1.0.0,MIP,"INFEASIBLE",0,274.385,0.2,0.399819,1,700,0,0.022981,2f6a40744dac2a26e93fbf44f08161fd04a52595d4a96bd5228162a077839b03,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1.0.0_terminal_mip.gurobi.log"
L2.0.0.0.1.1.0,LP,"OPTIMAL",0,274.08,0.0550001,0.189102,0,664,0,0.022981,166f83830ce2f9e5509455e4fdb9473993fa971014ae9ba096da0e831774a668,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.0_lp.gurobi.log"
L2.0.0.0.1.1.1,LP,"OPTIMAL",0,273.917,0.056,0.1874,0,673,0,0.022981,5cc3b98e65bec05123e58c1a4e63ed415093d4bfdc3c8c67d9cdacabb81c57c2,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.1.1_lp.gurobi.log"
L2.0.0.0.0.1.0.1.0,MIP,"INFEASIBLE",0,273.835,0.204,0.401769,1,707,0,0.022981,48eea5aa2b2d37a8900b59263508d5cd2436a005378a1d83bddc8e481c9e053a,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0.1.0_terminal_mip.gurobi.log"
L2.0.0.0.1.0.0.0.0,LP,"OPTIMAL",0,273.523,0.0569999,0.198092,0,681,0,0.022981,72aafa0ceefaf5b8486f80900a2202ccb44aa6ea14e39e159cc1fb29a92a6ce1,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0.0.0_lp.gurobi.log"
L2.0.0.0.1.0.0.0.1,LP,"OPTIMAL",0,273.36,0.056,0.198919,0,665,0,0.022981,06e052b1e9571eafd23da20935f05c1aee5bbf3edeb779d645a6c141dff37e91,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0.0.1_lp.gurobi.log"
L2.0.0.0.0.1.1.0.1,MIP,"INFEASIBLE",0,273.275,0.209,0.458642,1,629,0,0.022981,21962c2d3ff67df66f157cb67695457efd51beb5b07364e36b202e433729102f,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1.0.1_terminal_mip.gurobi.log"
L2.0.0.0.0.1.0.0.0,LP,"OPTIMAL",0,272.961,0.0530002,0.17291,0,657,0,0.022981,426dff8b1f358fa70c30a87e9eaf6cbb781de468ed6f816efa998506da770912,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0.0.0_lp.gurobi.log"
L2.0.0.0.0.1.0.0.1,LP,"OPTIMAL",0,272.802,0.052,0.180238,0,728,0,0.022981,88e6c6ddf6ffcb9654386074f66c3e223d8c965043576470a326d70abedecbd4,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0.0.1_lp.gurobi.log"
L2.0.0.0.0.1.1.1.0,MIP,"INFEASIBLE",0,272.724,0.208,0.419135,1,860,0,0.0229822,05967ed07c3ee372a7c92f0a98806743d0b14b57a327ce49e63e242fd69f6909,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1.1.0_terminal_mip.gurobi.log"
L2.0.0.0.0.1.1.1.1,MIP,"INFEASIBLE",0,272.49,0.206,0.424389,1,825,0,0.0229822,d54ddda1c7bf6662a7ab3c7d0ba77bf11978e5ed313baed3ed57c6bf3723e4f9,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.1.1.1_terminal_mip.gurobi.log"
L2.0.0.0.1.0.1.0,LP,"OPTIMAL",0,272.178,0.0550001,0.190388,0,642,0,0.0229822,3d9e80b92a7d8c0c6580fedc6ac3312f1843aa42089ca0e4818ca5f569125906,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.0_lp.gurobi.log"
L2.0.0.0.1.0.1.1,LP,"OPTIMAL",0,272.016,0.0509999,0.174882,0,675,0,0.0229822,a031939e27e1772e09136c75dd9d45839cea7b4044ba86ef1cb8fefc50780cb8,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.1_lp.gurobi.log"
L2.0.0.0.0.0.1.0,LP,"OPTIMAL",0,271.859,0.0560002,0.183579,0,701,0,0.0229822,bec7a9b38659fec8ee20e5d2ee8f09666fc656623300b1c818cd1f54db81e143,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.0.1.0_lp.gurobi.log"
L2.0.0.0.0.0.1.1,LP,"OPTIMAL",0,271.698,0.059,0.199311,0,735,0,0.0229822,0c201cec9fe35b35d2cd9ba1ef0475e3ea1724d53adf75c5362ecd584d1ed667,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.0.1.1_lp.gurobi.log"
L2.0.0.0.1.0.0.0.0,MIP,"INFEASIBLE",0,271.614,0.419,0.623374,1,798,0,0.0331992,72aafa0ceefaf5b8486f80900a2202ccb44aa6ea14e39e159cc1fb29a92a6ce1,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0.0.0_terminal_mip.gurobi.log"
L2.0.0.0.1.0.0.1.0,LP,"OPTIMAL",0,271.087,0.059,0.202984,0,724,0,0.0331992,a7e73c2e6bb3959e48c81b2d1ce12613f3c8d689336925dd6dd0ff1f0cfdc240,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0.1.0_lp.gurobi.log"
L2.0.0.0.1.0.0.1.1,LP,"OPTIMAL",0,270.92,0.0569999,0.191045,0,636,0,0.0331992,2a63926c2ea0697959c2ddd7adf13a1d60d610973a7001cb7b503b1e4e1f4920,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0.1.1_lp.gurobi.log"
L2.0.0.0.0.1.0.0.1,MIP,"INFEASIBLE",0,270.838,0.206,0.447046,1,657,0,0.0331992,88e6c6ddf6ffcb9654386074f66c3e223d8c965043576470a326d70abedecbd4,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0.0.1_terminal_mip.gurobi.log"
L2.0.0.0.1.0.0.0.1,MIP,"INFEASIBLE",0,270.605,0.408,0.627497,1,831,0,0.0331992,06e052b1e9571eafd23da20935f05c1aee5bbf3edeb779d645a6c141dff37e91,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0.0.1_terminal_mip.gurobi.log"
L2.0.0.1.0.0,LP,"OPTIMAL",0,270.09,0.0549998,0.193856,0,778,0,0.0331992,697dd8b6e17185634778a6d68a40ef4b3f169494b454a564bf8ca931137a126e,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.1.0.0_lp.gurobi.log"
L2.0.0.1.0.1,LP,"OPTIMAL",0,269.93,0.0509999,0.178728,0,604,0,0.0331992,4d04e3d1ce48cb09f0267a05afd9a158990227744ec7ffe3d8d31127afa90c64,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.1.0.1_lp.gurobi.log"
L2.0.0.0.1.0.0.1.0,MIP,"INFEASIBLE",0,269.853,0.408,0.621592,1,839,0,0.0333509,a7e73c2e6bb3959e48c81b2d1ce12613f3c8d689336925dd6dd0ff1f0cfdc240,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0.1.0_terminal_mip.gurobi.log"
L2.0.0.0.1.0.1.0.0,LP,"OPTIMAL",0,269.334,0.056,0.194633,0,665,0,0.0333509,98f88b9325f459419c5bef334ba905987f15b4d361436c9186af00c755d7911b,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.0.0_lp.gurobi.log"
L2.0.0.0.1.0.1.0.1,LP,"OPTIMAL",0,269.167,0.056,0.194928,0,650,0,0.0333509,9b618bd575553a3f8c1903bce92ca817fc7de6b62bf4dc541470bfbc255443ad,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.1.0.1_lp.gurobi.log"
L2.0.0.0.1.0.0.1.1,MIP,"INFEASIBLE",0,269.085,0.402,0.640239,1,855,0,0.0342315,2a63926c2ea0697959c2ddd7adf13a1d60d610973a7001cb7b503b1e4e1f4920,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.1.0.0.1.1_terminal_mip.gurobi.log"
L2.0.0.0.0.1.0.0.0,MIP,"INFEASIBLE",0,268.658,0.213,0.471572,1,803,0,0.0342315,426dff8b1f358fa70c30a87e9eaf6cbb781de468ed6f816efa998506da770912,"E:\codes\ExactEBRP\results\gf_paper_safe_gurobi_scheduling_round27\runs\stage2__V12_M1__c2_paper__300s\external\native_logs\L2.0.0.0.0.1.0.0.0_terminal_mip.gurobi.log"
