elapsed_time,native_global_LB,native_incumbent,verified_cutoff,native_gap,node_count,open_nodes,simplex_iterations,event_source
0.0069369000000000002,0,9.9999999999999993e+74,0.35720058320841552,9.9999999999999993e+74,0,1,0,global_progress
0.0070439999999999999,0,9.9999999999999993e+74,0.35720058320841552,9.9999999999999993e+74,0,1,0,global_progress
1.8246386000000001,0.24150735932755241,9.9999999999999993e+74,0.35720058320841552,9.9999999999999993e+74,0,1,1689,global_progress
75.496595600000006,0.35235287111555358,0.35720058320841558,0.35720058320841552,,8130,1484,717115,native_candidate
76.545251399999998,0.35251231864473126,0.35720058320841552,0.35720058320841552,,8300,1397,724212,native_candidate
109.8789926,0.35720022553160319,0.35720058320841552,0.35720058320841552,,14728,4,913172,native_candidate
109.8794783,0.35720022553160319,0.35720058320841552,0.35720058320841552,,14728,4,913172,native_candidate
109.8844347,0.35720058320841552,0.35720058320841552,0.35720058320841552,0,14732,0,913176,global_progress
109.88563449999999,0.35720058320841552,0.35720058320841552,0.35720058320841552,0,14732,0,913176,global_progress
109.8899301,0.35720058320841552,0.35720058320841552,0.35720058320841552,0,14732,0,913176,solver_final
