interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,oracle_strengthening_families_enabled,json_path,lp_path,log_path
0,0,0.150176109171,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.2375022,0,root,1800,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.600704436685,true,190,29,2,3480,1,0,2,penalty_final_inventory_domain|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\tight_T_seed3102_crash_probe_auto_oracle\interval_0.json,results\strengthened_oracle_round\raw\tight_T_seed3102_crash_probe_auto_oracle\interval_0.lp,results\interval_cutoff_work\tight_T_seed3102_interval_cutoff_0_150176109_965301183\interval_cutoff.cplex.log
