interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,oracle_strengthening_families_enabled,json_path,lp_path,log_path
1,0.0122881381662,0.0245762763324,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.2155179,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,24,3,2880,1,0,6,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_1.json,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_1.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_12288138_24576276_963799294\interval_cutoff.cplex.log
2,0.0245762763324,0.0368644144986,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.2097689,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,31,5,3720,1,0,10,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_2.json,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_2.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_24576276_36864414_963799516\interval_cutoff.cplex.log
3,0.0368644144986,0.0491525526647,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.2293665,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,50,9,6000,1,0,16,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_3.json,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_3.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_36864414_49152553_963799731\interval_cutoff.cplex.log
9,0.0107521208954,0.0122881381662,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.2647174,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2760,1,0,6,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_9.json,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_9.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_10752121_12288138_963799965\interval_cutoff.cplex.log
11,0.00998411226003,0.0107521208954,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.2579983,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2760,1,0,5,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_11.json,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_11.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_9984112_10752121_963800235\interval_cutoff.cplex.log
13,0.00960010794233,0.00998411226003,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.253199,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2760,1,0,5,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_13.json,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_13.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_9600108_9984112_963800494\interval_cutoff.cplex.log
15,0.00940810578349,0.00960010794233,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.2458592,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2760,1,0,5,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_15.json,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_15.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_9408106_9600108_963800752\interval_cutoff.cplex.log
16,0.00921610362464,0.00931210470406,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.2440359,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2760,1,0,5,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_16.json,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_16.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_9216104_9312105_963801004\interval_cutoff.cplex.log
17,0.00931210470406,0.00940810578349,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.2459962,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.0491525526647,true,190,23,3,2760,1,0,5,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_17.json,results\strengthened_oracle_round\raw\moderate_seed3301_auto_oracle\interval_17.lp,results\interval_cutoff_work\moderate_seed3301_interval_cutoff_9312105_9408106_963801254\interval_cutoff.cplex.log
