interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,oracle_strengthening_families_enabled,json_path,lp_path,log_path
8,0.475,0.534375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.2769688827,0,120.0974741,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.166434299243,2.2769688827,false,190,16,1,1920,1,0,1,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\high_imbalance_seed3201_auto_oracle\interval_8.json,results\strengthened_oracle_round\raw\high_imbalance_seed3201_auto_oracle\interval_8.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_475000000_534375000_964972845\interval_cutoff.cplex.log
9,0.534375,0.59375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.266377638,0,120.099918,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.177025543943,2.266377638,false,190,17,1,2040,1,0,1,penalty_final_inventory_domain|duration_compatibility_singleton_transfer|required_station_movement|global_handling_capacity|gini_pairwise_spread,results\strengthened_oracle_round\raw\high_imbalance_seed3201_auto_oracle\interval_9.json,results\strengthened_oracle_round\raw\high_imbalance_seed3201_auto_oracle\interval_9.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_534375000_593750000_965092950\interval_cutoff.cplex.log
