vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,8,11,7,0,0,7,324.6031819000262,420.0,9
0,2,8,11,7,0,6,7,1,370.95909217117713,360.0,9
0,3,11,7,4,6,0,1,7,412.9550928703471,360.0,10
0,4,7,4,6,0,7,7,0,404.3141385715592,420.0,10
0,5,4,6,5,7,0,0,7,406.69899122657665,420.0,9
0,6,6,5,10,8,0,7,15,1042.300882456613,480.0,10
0,7,5,10,9,6,0,15,21,986.0766553176858,360.0,9
0,8,10,9,12,0,7,21,14,239.0112850006334,420.0,10
0,9,9,12,2,0,6,14,8,685.7340664773283,360.0,9
0,10,12,2,3,5,0,8,13,921.3397111274597,300.0,9
0,11,2,3,1,0,7,13,6,1024.547756086433,420.0,9
0,12,3,1,0,0,6,6,0,1016.0103385326855,360.0,9
