station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,3,11,9
2,14,10,9
3,2,10,9
4,3,11,10
5,18,12,10
6,16,11,9
7,16,11,10
8,16,10,9
9,3,11,10
10,15,10,9
11,3,10,9
12,3,10,9
