parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L0,0.474725,L0.0,0,1,L0.1,0.527971,0,0.527971,1e-07,"complete_child_lp_infeasibility"
L1,0.603571,L1.0,0.603571,0,L1.1,0.715562,0,0.603571,1e-07,"no_strict_child_disjunction_gain"
