scenario_id,common_run_cap_seconds,common_checkpoint_seconds,K1_certificate,PGRB_certificate,K1_valid_LB,PGRB_valid_LB,K1_verified_UB,PGRB_verified_UB,K1_relative_gap,PGRB_relative_gap,K1_scaled_gap,PGRB_scaled_gap,K1_work,PGRB_work,K1_relative_gap_integral,PGRB_relative_gap_integral,K1_gap_integral_coverage_seconds,PGRB_gap_integral_coverage_seconds,pair_classification_at_common_horizon,unequal_horizon_comparison
cb443_V30_compact_r2_shortage_M05_Q20_T18000,10800,10800,False,False,0.3362034568883778,0.33722431992859836,0.3478644013605063,0.3478644013605063,0.033521522830511574,0.03058686485393245,0.011660944472128454,0.010640081431907922,22198.40963454662,23661.837753097698,404.5647569089345,321.7423056959669,10614.3213759,9248.5322296,neither_certified_pgrb_better_bound,False
cb443_V30_compact_r2_shortage_M05_Q20_T18000,21600,21600,False,False,0.337244233406584,0.33837545802906815,0.3478644013605063,0.3478644013605063,0.030529619910478187,0.027277707331726485,0.010620167953922288,0.009488943331438127,43412.01506784882,47912.11526726506,748.2497875751942,631.2845032450418,21413.8945128,20047.235267,neither_certified_pgrb_better_bound,False
cb443_V30_compact_r2_balanced_M03_Q30_T01800,3600,3600,False,False,0.7390608955892625,0.64951320427926,0.8142420757383567,0.8219739047492574,0.09233271331614713,0.20981286568045787,0.07518118014909425,0.1724607004699974,8267.181528027862,7389.8412635056875,429.0734979608258,656.2681179372656,3592.4457527,2985.9598757999997,neither_certified_k1_better_bound,False
cb443_V30_compact_r2_balanced_M03_Q30_T01800,10800,10800,False,False,0.7662402373904669,0.6646592995387766,0.8142420757383567,0.8219739047492574,0.05895278539169284,0.19138637407043904,0.04800183834788985,0.1573146052104808,25130.436197008574,21604.704941530203,949.1862247514695,2089.085891194671,10792.5972613,10184.2541822,neither_certified_k1_better_bound,False
cb443_V30_compact_r2_surplus_M05_Q30_T03600,3600,3600,False,False,0.2225940984944552,0.12499927254868717,0.45540410741975723,0.41325768116237876,0.5112163134504083,0.6975270436665592,0.23281000892530204,0.28825840861369156,9284.595691923685,7259.336611350786,1849.563349633924,451.6388361552732,3575.5244716,645.3624684000001,neither_certified_mixed,False
cb443_V30_compact_r2_surplus_M05_Q30_T03600,10800,10800,False,False,0.22670589358911886,0.1345646031240268,0.3971975721575447,0.4127474378010471,0.4292364569157082,0.6739783441396194,0.17049167856842584,0.2781828346770203,28336.79488901367,22187.898005904495,0.008548458658105744,58.00269949252556,0.019915500000934117,86.05005879999953,neither_certified_k1_better_bound,False
cb443_V30_regional_r2_shortage_M03_Q30_T10800,3600,3600,False,False,0.24065029269956537,0.24049644234002804,0.2547425630375072,0.2547425630375072,0.05531965357460483,0.05592359803407341,0.014092270337941831,0.014246120697479159,7076.84979646886,7412.978956933139,225.62795184279528,130.0394854631692,3517.4413913000003,2169.037085,neither_certified_k1_better_bound,False
cb443_V30_regional_r2_shortage_M03_Q30_T10800,10800,10800,False,False,0.24307417382816984,0.2424152382532493,0.2547425630375072,0.2547425630375072,0.04580463142949281,0.04839130390017662,0.011668389209337354,0.01232732478425791,21303.31209952317,21921.427649948826,583.5551950597969,499.95744524111865,10718.752523,9363.9029534,neither_certified_k1_better_bound,False
cb443_V30_regional_r2_shortage_M03_Q30_T10800,21600,21600,False,False,0.24464839987045855,0.2434486650658,0.2547425630375072,0.2547425630375072,0.03962495723795643,0.04433455421442203,0.010094163167048642,0.011293897971707184,41547.770029062376,43946.855993369325,1041.195922709134,997.1724446973311,21519.808099,20165.2514762,neither_certified_k1_better_bound,False
cb443_V30_regional_r2_balanced_M05_Q20_T18000,3600,3600,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.86411259893232,0.0,0.0,0.002055999999996061,0.16732310000000084,both_certified_pgrb_faster,False
cb443_V30_regional_r2_surplus_M03_Q20_T01800,3600,3600,True,False,1.20303990445863,1.108337073439923,1.2030399129495564,1.2030399129495564,7.057892522955477e-09,0.07871961560896636,7.057892522955477e-09,0.07871961560896636,1925.8550803877433,7157.304814755926,41.144567037798566,356.53763017089585,954.0369423,3585.8756415999997,k1_only_certified,False
cb443_V50_compact_r1_shortage_M04_Q30_T01800,3600,3600,False,False,1.562415334366992,1.3923887028727115,1.685601920086922,1.6864819099253903,0.07308165958518695,0.1743826632956231,0.07308165958518695,0.1743826632956231,8777.140888718232,8258.644944800657,0.0005841051642346279,114.45475106855793,0.007992500000000291,654.923632,neither_certified_k1_better_bound,False
cb443_V50_compact_r1_shortage_M04_Q30_T01800,10800,10800,False,False,1.5700172147720868,1.3987494858284004,1.6832897879107886,1.6854701601693949,0.06729237826559256,0.170113171456075,0.06729237826559256,0.170113171456075,25795.408119157724,24665.92951721729,0.0005500613584328925,1022.9294596420293,0.008174200000212295,5918.542879299999,neither_certified_k1_better_bound,False
cb443_V50_compact_r2_balanced_M07_Q20_T03600,3600,3600,False,False,1.6441181572030696e-06,4.946367505542488e-07,0.28946841025799674,0.42533549467745474,0.9999943202156126,0.9999988370668408,0.2894667661398395,0.4253350000407042,9280.516355019834,8777.987233521277,3484.9877424957713,273.03962347279884,3485.0065439,273.039941,neither_certified_k1_better_bound,False
cb443_V50_compact_r2_balanced_M07_Q20_T03600,10800,10800,False,False,1.6441181572030696e-06,4.946367505542488e-07,0.28946841025799674,0.36548228560903717,0.9999943202156126,0.9999986466190838,0.2894667661398395,0.3654817909722866,28544.274272020837,24929.399525396468,10685.070769333961,3610.233303772536,10685.1304568,3610.2381897999994,neither_certified_k1_better_bound,False
cb443_V50_compact_r2_surplus_M04_Q20_T10800,3600,3600,False,False,0.0,3.799087350061258e-19,0.007777215274314213,0.18416779687496698,1.0,1.0,0.007777215274314213,0.18416779687496698,6737.233556898374,6519.288722174262,3442.5260404000005,1338.6730042999998,3442.5260404,1338.6730042999998,neither_certified_k1_better_bound,False
cb443_V50_compact_r2_surplus_M04_Q20_T10800,10800,10800,False,False,1.2493690249026906e-16,4.142219440326095e-18,0.007777215274314213,0.06876635086614173,0.9999999999999839,1.0,0.0077772152743140885,0.06876635086614173,19632.133052098197,19791.033204237556,10642.3602802,501.02319589999934,10642.3602802,501.02319589999934,neither_certified_k1_better_bound,False
cb443_V50_regional_r2_shortage_M07_Q20_T18000,3600,3600,False,False,0.3064173107904774,0.3068262432126427,0.3266681003584966,0.3369458116712386,0.06199194088983675,0.08938994762749533,0.02025078956801918,0.030119568458595924,8530.883577117747,7675.905682935824,224.61422652161798,0.0,3300.0384795,0.0,neither_certified_mixed,False
cb443_V50_regional_r2_shortage_M07_Q20_T18000,10800,10800,False,False,0.30768532881694466,0.3079406347872147,0.3266681003584966,0.32904888131462506,0.05811027008979325,0.06414927302921726,0.018982771541551924,0.02110824652741039,25884.998020991312,24323.53470258828,653.4928669075977,0.0,10499.622273500001,0.0,neither_certified_mixed,False
cb443_V50_regional_r2_shortage_M07_Q20_T18000,16200,16200,False,False,0.30806659627065863,0.3083888485966158,0.3266681003584966,0.32904888131462506,0.05694312994572789,0.06278712340691672,0.01860150408783795,0.020660032718009258,38780.51167417263,38504.33572745051,963.3435505273915,340.9516498868775,15900.2610807,5376.7875833,neither_certified_mixed,False
cb443_V50_regional_r1_balanced_M04_Q30_T01800,3600,3600,True,False,0.7448589677464186,0.5721936223411636,0.7448589816653802,0.7485517240657965,1.8686707138588212e-08,0.23559908561393061,1.3918961649928008e-08,0.17635810172463295,5893.144010984095,8240.442177761211,86.65700429102876,153.55962846974612,2786.5163697,649.6011478,k1_only_certified,False
cb443_V50_regional_r2_surplus_M07_Q30_T03600,3600,3600,False,False,0.4224838168669283,0.39069867311009904,0.9037027092008609,1.0223741006748674,0.5324969012867867,0.6178515546782735,0.4812188923339326,0.6178515546782735,11337.659646101549,8849.206873155974,2024.7793634142147,449.11748409060203,3570.2137044,726.7994379000002,neither_certified_k1_better_bound,False
cb443_V50_regional_r2_surplus_M07_Q30_T03600,10800,10800,False,False,0.4224838168669283,0.3927229852720102,0.9037027092008609,0.9326856225764267,0.5324969012867867,0.5789331627229737,0.4812188923339326,0.5399626373044165,34822.2550129116,25672.919286186723,5860.070960521685,256.4795176931374,10770.2261049,442.98435249999966,neither_certified_k1_better_bound,False
cb443_V08_compact_r1_shortage_M01_Q30_T03600,3600,3600,True,True,0.2721358321678335,0.2721358321678321,0.27213583216783216,0.27213583216783216,0.0,2.0398324906006086e-16,0.0,5.551115123125783e-17,4.358186914006084,5.239310529220555,0.7653247233032193,0.41585705300848075,3.5340849,2.7186983,both_certified_pgrb_faster,False
cb443_V08_compact_r1_shortage_M01_Q30_T18000,3600,3600,True,True,0.09378795699046581,0.09378795699046577,0.09378795699046581,0.09378795699046581,0.0,4.4390948219157485e-16,0.0,4.163336342344337e-17,0.5028515372058111,0.41704257260012734,0.15113963818193776,0.05209991785761588,0.7024061999999995,0.32565540000000004,both_certified_pgrb_faster,False
cb443_V08_regional_r2_balanced_M01_Q30_T03600,3600,3600,True,True,0.14910383570624458,0.14910383570624486,0.1491038357062448,0.1491038357062448,1.489194452129923e-15,0.0,2.220446049250313e-16,0.0,0.9321088345174614,1.025878706813004,6.736966781990762e-18,0.1509553482558299,0.004523900000000136,0.8041224,both_certified_pgrb_faster,False
cb443_V08_regional_r2_balanced_M01_Q30_T18000,3600,3600,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.028956746715545763,0.0,0.0,0.002082499999999765,0.02309102861022949,both_certified_pgrb_faster,False
cb443_V12_compact_r2_surplus_M01_Q30_T03600,3600,3600,True,True,0.42773511544286147,0.42773511544286136,0.4277351154428614,0.4277351154428614,0.0,1.2977927045756718e-16,0.0,5.551115123125783e-17,36.33796202305952,64.85624106669611,4.213927507697676,0.10006748498143249,24.0424929,4.0327032,both_certified_k1_faster,False
cb443_V12_compact_r2_surplus_M01_Q30_T18000,3600,3600,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07113545791126148,0.0,0.0,0.001741400000000226,0.029085699999999992,both_certified_pgrb_faster,False
cb443_V12_regional_r2_shortage_M01_Q30_T03600,3600,3600,True,True,0.8046255197202764,0.8046255197202797,0.8046255197202796,0.8046255197202796,4.001422640102483e-15,0.0,3.219646771412954e-15,0.0,8.454913885175653,5.939234212309891,1.8835496651488276e-17,0.26191592791252916,0.004707199999999467,2.6732857999999995,both_certified_pgrb_faster,False
cb443_V12_regional_r2_shortage_M01_Q30_T18000,3600,3600,True,True,0.18617652539284624,0.18617652539284751,0.1861765253928475,0.1861765253928475,6.708691657381662e-15,0.0,1.2490009027033011e-15,0.0,2.9224895690929973,1.657397281834802,0.22389077765570592,0.043410117599873725,2.3807067999999987,0.9286634,both_certified_pgrb_faster,False
cb443_V20_compact_r2_balanced_M02_Q30_T03600,3600,3600,True,False,0.24340221626021397,0.19728050127932611,0.24340221626021413,0.24340221626021413,6.841903753075834e-16,0.18948765417805666,1.6653345369377348e-16,0.04612171498088802,2316.6058938279866,7383.039426123792,1.9387218474926793e-18,304.61687819172784,0.002833600000030856,1497.8049417000002,k1_only_certified,False
cb443_V20_compact_r2_balanced_M02_Q30_T18000,3600,3600,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3195313108060651,0.0,0.0,0.001972499999997268,0.051722419891357396,both_certified_pgrb_faster,False
cb443_V20_regional_r1_surplus_M02_Q30_T03600,3600,3600,True,False,0.6620542802332052,0.6262475349790271,0.6620542879155705,0.6620542879155705,1.1603829836452782e-08,0.05408431542567059,7.682365299466198e-09,0.03580675293654345,2278.367580920812,7196.9592111575375,104.77550986531257,171.57374860870067,1108.6636068,2415.1398361,k1_only_certified,False
cb443_V20_regional_r1_surplus_M02_Q30_T18000,3600,3600,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4533911446251661,0.0,0.0,0.0021027999999958524,0.05184,both_certified_pgrb_faster,False
cb443_V30_compact_r1_shortage_M03_Q30_T03600,3600,3600,False,False,0.45896241320713854,0.4354624203157625,0.6486421073654243,0.6548776164705055,0.2924258107891017,0.3350476343004236,0.18967969415828573,0.21941519615474298,8761.591083989111,7687.524038107584,1080.1663977217192,782.0362719296362,3579.1993299,2294.4380424,neither_certified_k1_better_bound,False
cb443_V30_compact_r1_shortage_M03_Q30_T03600,10800,10800,False,False,0.4698166869591504,0.44423520708984676,0.6486421073654243,0.653963771715447,0.2756919700026957,0.320703643988489,0.17882542040627386,0.2097285646256002,27090.44649657422,22356.10998701772,3109.53485978559,2027.030810028482,10779.3465674,6236.354798699999,neither_certified_k1_better_bound,False
cb443_V30_compact_r1_shortage_M03_Q30_T18000,3600,3600,False,False,0.1483154287453098,0.15081636362069376,0.15708313110317407,0.15724117585229214,0.05581568368474603,0.04085960434201832,0.008767702357864254,0.006424812231598381,6602.9922007133555,7756.604945322839,225.04476330586786,185.07929094656717,3265.8824551,3274.835406,neither_certified_mixed,False
cb443_V30_compact_r1_shortage_M03_Q30_T18000,10800,10800,False,False,0.15058084346776454,0.1536106208994493,0.15708313110317407,0.15724117585229214,0.04139392683189353,0.023089085496621316,0.006502287635409526,0.0036305549528428405,21447.69724174435,23530.956946496983,567.8975433811048,403.4528924121798,10451.950623499999,10474.2766171,neither_certified_mixed,False
cb443_V30_compact_r1_shortage_M03_Q30_T18000,21600,21600,False,False,0.15257561638211994,0.15615376130410968,0.15708313110317407,0.15724117585229214,0.028695090869391534,0.006915583925701107,0.004507514721054123,0.0010874145481824526,44046.55155257254,48203.794352756704,940.7227813049458,577.1114713697367,21249.431932299998,21273.2240782,neither_certified_mixed,False
cb443_V30_regional_r1_balanced_M03_Q30_T03600,3600,3600,False,False,0.28732706938854347,0.27475741958559086,0.394371878834912,0.39353251878957163,0.27143114200386115,0.3018177495707586,0.10704480944636852,0.11877509920398077,8801.21572106841,7803.79246013713,0.0020398864615695125,1031.5680492473455,0.007515300000250136,3137.9447421,neither_certified_mixed,False
cb443_V30_regional_r1_balanced_M03_Q30_T03600,10800,10800,False,False,0.32091708602015223,0.2872956436181594,0.39027501914283436,0.39092036045820516,0.17771553320274963,0.26507884296071266,0.06935793312268212,0.10362471684004576,28653.70320743298,23190.359036589023,0.0014984440613187325,640.5468953703084,0.00843170000007376,2387.2958252999997,neither_certified_k1_better_bound,False
cb443_V30_regional_r1_balanced_M03_Q30_T18000,3600,3600,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.34161749038357,0.0,0.0,0.0016181999999957952,0.1180972476837141,both_certified_pgrb_faster,False
cb443_V50_compact_r1_surplus_M04_Q30_T03600,3600,3600,False,False,1.0308571361041332,0.9396294924467348,1.2331005033155256,1.2706999889568071,0.16401207092820588,0.2605418268570756,0.16401207092820588,0.2605418268570756,10958.774470040888,7926.527028261798,736.9730219109937,285.41342874019085,3567.2745422,1094.9488860000001,neither_certified_k1_better_bound,False
cb443_V50_compact_r1_surplus_M04_Q30_T03600,10800,10800,False,False,1.0317310052085398,0.9418575884865291,1.2331005033155256,1.2465728684740134,0.16330339462643087,0.24444241302997402,0.16330339462643087,0.24444241302997402,32554.332973041357,23945.175778362303,1914.112794705523,1096.0663138212633,10763.4631636,4465.8779644,neither_certified_k1_better_bound,False
cb443_V50_compact_r1_surplus_M04_Q30_T18000,3600,3600,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31.8944120879511,0.0,0.0,0.0017597000000080243,0.6113607999999999,both_certified_pgrb_faster,False
cb443_V50_regional_r1_shortage_M04_Q30_T03600,3600,3600,False,False,0.871420426284527,0.7972420624388419,1.1479599483529417,1.1990804914143753,0.24089648986899348,0.3351221472226147,0.24089648986899348,0.3351221472226147,11207.759360910897,8118.489005067954,888.3054717375524,295.43214206587515,3588.2452061,881.1261946999998,neither_certified_k1_better_bound,False
cb443_V50_regional_r1_shortage_M04_Q30_T03600,10800,10800,False,False,0.9376112732047348,0.8114221426366475,1.1479599483529417,1.1871800877683896,0.18323694607116633,0.31651301180267927,0.18323694607116633,0.31651301180267927,30711.71750689734,24549.588634952943,2272.07471185998,51.6016042271904,10787.748320199998,162.98138199999994,neither_certified_k1_better_bound,False
cb443_V50_regional_r1_shortage_M04_Q30_T18000,3600,3600,False,False,0.19850842028251278,0.19858649317712468,0.21564407531579494,0.2372849915487284,0.07946267481816156,0.1630886897608805,0.017135655033282154,0.03869849837160372,8064.271989107775,7422.105565216227,260.2852529869909,10.676400476107682,3050.353583,65.4637700000003,neither_certified_mixed,False
cb443_V50_regional_r1_shortage_M04_Q30_T18000,10800,10800,False,False,0.20035903678613756,0.19920237359855533,0.21564407531579494,0.21959755175403461,0.07088086471781595,0.09287525290046666,0.015285038529657374,0.020395178155479282,26925.322784238928,22464.20169146495,787.2598540141032,234.23316604042108,10243.2979308,2495.5840900000003,neither_certified_k1_better_bound,False
cb443_V50_regional_r1_shortage_M04_Q30_T18000,16200,16200,False,False,0.20090837560638283,0.19985611716014498,0.21564407531579494,0.21812485668361808,0.06833343178027382,0.08375358866124655,0.014735699709412103,0.018268739523473104,40762.43660929459,33535.274428414414,1161.8154956142457,230.16530061617328,15644.734623299999,2731.6651079000003,neither_certified_k1_better_bound,False
