panel_class,scenario_id,scenario_sha256,dataset_family,landscape_id,selection_id,V,geographic_regime,inventory_regime,replicate,M,Q,complete_Q_vector,T_seconds,pickup_seconds,drop_seconds,lambda,instance_path,instance_file_sha256,landscape_path,landscape_file_sha256,selection_status,method_first,method_second,replicate_selection_rule,fractional_factor_assignment_rule,primary_position_within_V,corresponding_primary_cell_replicate,uses_other_replicate_for_corresponding_cell,matched_landscape_ordinal,inventory_rotation_rule
matched_route_horizon,cb443_V20_regional_r1_surplus_M02_Q30_T03600,46a2c7e792338fd87a11233ba346c6a8f595454258ba140ddf917521c5a000a2,citibike443-regional-v1,cb443_V20_regional_r1_surplus,cb443_V20_regional_r1,20,regional,surplus,1,2,30,"[30,30]",3600,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V20/cb443_V20_regional_r1_surplus_M02_Q30.txt,70783a4772bc4f33e4a5bb76c9f0589d8d675c763f7d6186f71469083c49a559,reference/citibike443-regional-v1/landscapes/V20/cb443_V20_regional_r1_surplus.json,ab33a6d1491bb53121d0993d90e3efec306e07e3ce4805f905f8048514cb511e,selected_round58_before_performance,k1_am_sf,pgrb,,,,2,True,6,shortage_balanced_surplus_cycle
matched_route_horizon,cb443_V20_regional_r1_surplus_M02_Q30_T18000,6f6e4aedbd63a4a2af2dda7fe64dca2d4a67a37c79c465ba72620d71594e5c7f,citibike443-regional-v1,cb443_V20_regional_r1_surplus,cb443_V20_regional_r1,20,regional,surplus,1,2,30,"[30,30]",18000,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V20/cb443_V20_regional_r1_surplus_M02_Q30.txt,70783a4772bc4f33e4a5bb76c9f0589d8d675c763f7d6186f71469083c49a559,reference/citibike443-regional-v1/landscapes/V20/cb443_V20_regional_r1_surplus.json,ab33a6d1491bb53121d0993d90e3efec306e07e3ce4805f905f8048514cb511e,selected_round58_before_performance,k1_am_sf,pgrb,,,,2,True,6,shortage_balanced_surplus_cycle
matched_route_horizon,cb443_V30_compact_r1_shortage_M03_Q30_T03600,ca00135150eea1211b1fb8be679d21257457f7fbd1d10a86a8c9ac4e5cf18719,citibike443-regional-v1,cb443_V30_compact_r1_shortage,cb443_V30_compact_r1,30,compact,shortage,1,3,30,"[30,30,30]",3600,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_shortage_M03_Q30.txt,070c2c1413840a09a264d238bdfa320ef76d293a45cab919095851afdea8c01d,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r1_shortage.json,ad09b78643e8cd5a4e6ed463528d6d599c690ae33e0ba9aaebf346fac37cf0a3,selected_round58_before_performance,k1_am_sf,pgrb,,,,2,True,7,shortage_balanced_surplus_cycle
matched_route_horizon,cb443_V30_compact_r1_shortage_M03_Q30_T18000,9611a23125848e9e17f92ffd79cfea4696271a1c01ae29892c55b83935ebd16b,citibike443-regional-v1,cb443_V30_compact_r1_shortage,cb443_V30_compact_r1,30,compact,shortage,1,3,30,"[30,30,30]",18000,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r1_shortage_M03_Q30.txt,070c2c1413840a09a264d238bdfa320ef76d293a45cab919095851afdea8c01d,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r1_shortage.json,ad09b78643e8cd5a4e6ed463528d6d599c690ae33e0ba9aaebf346fac37cf0a3,selected_round58_before_performance,pgrb,k1_am_sf,,,,2,True,7,shortage_balanced_surplus_cycle
matched_route_horizon,cb443_V30_regional_r1_balanced_M03_Q30_T03600,6a7cb95024f5a09581d4d956d2963117dc9c042c2ab0dd1b38f26d0e7127fdc2,citibike443-regional-v1,cb443_V30_regional_r1_balanced,cb443_V30_regional_r1,30,regional,balanced,1,3,30,"[30,30,30]",3600,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V30/cb443_V30_regional_r1_balanced_M03_Q30.txt,4ddc8d5e12cfeb318d0fb1cd7d2b07b04251597c15e25a985ed57ce4e1d48686,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_regional_r1_balanced.json,e6e9036dcf28ca0e1963d1f505a47a95024c809434fb0d9c6fc1369d50e24b4f,selected_round58_before_performance,k1_am_sf,pgrb,,,,2,True,8,shortage_balanced_surplus_cycle
matched_route_horizon,cb443_V30_regional_r1_balanced_M03_Q30_T18000,0e617e555eaa81df5759d57566320787c9df87e6eb814b2ef318fe52416d0de0,citibike443-regional-v1,cb443_V30_regional_r1_balanced,cb443_V30_regional_r1,30,regional,balanced,1,3,30,"[30,30,30]",18000,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V30/cb443_V30_regional_r1_balanced_M03_Q30.txt,4ddc8d5e12cfeb318d0fb1cd7d2b07b04251597c15e25a985ed57ce4e1d48686,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_regional_r1_balanced.json,e6e9036dcf28ca0e1963d1f505a47a95024c809434fb0d9c6fc1369d50e24b4f,selected_round58_before_performance,k1_am_sf,pgrb,,,,2,True,8,shortage_balanced_surplus_cycle
matched_route_horizon,cb443_V50_compact_r1_surplus_M04_Q30_T03600,1bf3f9de2de889f06305feb5f83ce5e535cf2613119e1fb54021e5a3b700938e,citibike443-regional-v1,cb443_V50_compact_r1_surplus,cb443_V50_compact_r1,50,compact,surplus,1,4,30,"[30,30,30,30]",3600,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V50/cb443_V50_compact_r1_surplus_M04_Q30.txt,8e97ccedc30ad7f65ced1971d52eb2be899bbe77875fbbc8c1e4ea563b378a7a,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r1_surplus.json,fef58250a6526b7e3b1055075ffa083974c74c395a7f19537c43d5539e81967e,selected_round58_before_performance,pgrb,k1_am_sf,,,,2,True,9,shortage_balanced_surplus_cycle
matched_route_horizon,cb443_V50_compact_r1_surplus_M04_Q30_T18000,7892c961c4d484b4a50217e94fc4f27436c2f9ee82e5f7aa1669e7c113f4787c,citibike443-regional-v1,cb443_V50_compact_r1_surplus,cb443_V50_compact_r1,50,compact,surplus,1,4,30,"[30,30,30,30]",18000,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V50/cb443_V50_compact_r1_surplus_M04_Q30.txt,8e97ccedc30ad7f65ced1971d52eb2be899bbe77875fbbc8c1e4ea563b378a7a,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r1_surplus.json,fef58250a6526b7e3b1055075ffa083974c74c395a7f19537c43d5539e81967e,selected_round58_before_performance,pgrb,k1_am_sf,,,,2,True,9,shortage_balanced_surplus_cycle
matched_route_horizon,cb443_V50_regional_r1_shortage_M04_Q30_T03600,6e7e5ecea7e6f79870bd8d67f6889fae20bcc3be98d0f3de42a040edbe91f47c,citibike443-regional-v1,cb443_V50_regional_r1_shortage,cb443_V50_regional_r1,50,regional,shortage,1,4,30,"[30,30,30,30]",3600,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r1_shortage_M04_Q30.txt,d7dbd018331b9d5f3d84c0fd6c907560ef1fa92a2f8c153ac7d81e46a6cd4e9c,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r1_shortage.json,5c2eba293b97936ca6853aefbbfd24b5751860597e0c59379badeba75e949d81,selected_round58_before_performance,k1_am_sf,pgrb,,,,2,True,10,shortage_balanced_surplus_cycle
matched_route_horizon,cb443_V50_regional_r1_shortage_M04_Q30_T18000,0262e2315fe97d74cdb7a22997c23e68b7a3e72b8922da4338b0f3260ad7bd38,citibike443-regional-v1,cb443_V50_regional_r1_shortage,cb443_V50_regional_r1,50,regional,shortage,1,4,30,"[30,30,30,30]",18000,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r1_shortage_M04_Q30.txt,d7dbd018331b9d5f3d84c0fd6c907560ef1fa92a2f8c153ac7d81e46a6cd4e9c,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r1_shortage.json,5c2eba293b97936ca6853aefbbfd24b5751860597e0c59379badeba75e949d81,selected_round58_before_performance,k1_am_sf,pgrb,,,,2,True,10,shortage_balanced_surplus_cycle
