scenario_id,method,run_stage,run_cap_seconds,checkpoint_seconds,checkpoint_source,strict_certificate,valid_lower_bound,verified_upper_bound,absolute_gap,relative_gap,scaled_gap,work,nodes
cb443_V08_regional_r1_balanced_M01_Q30_T01800,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.3290197873780229,0.32901978737802284,0.0,0.0,0.0,0.6835033418122858,857
cb443_V08_regional_r1_balanced_M01_Q30_T01800,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.3290197873780229,0.32901978737802284,0.0,0.0,0.0,0.6835033418122858,857
cb443_V08_regional_r2_surplus_M02_Q30_T03600,k1_am_sf,screen_3600,3600,300,completed_run_carry_forward,True,0.05598353715588168,0.05598353715588168,0.0,0.0,0.0,1.558120363057519,726
cb443_V08_regional_r2_surplus_M02_Q30_T03600,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.05598353715588168,0.05598353715588168,0.0,0.0,0.0,1.558120363057519,726
cb443_V08_regional_r2_surplus_M02_Q30_T03600,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.05598353715588168,0.05598353715588168,0.0,0.0,0.0,1.558120363057519,726
cb443_V08_regional_r2_surplus_M02_Q30_T03600,pgrb,screen_3600,3600,300,completed_run_carry_forward,True,0.05598353715588169,0.05598353715588168,0.0,0.0,0.0,2.0760268883951065,2289
cb443_V08_regional_r2_surplus_M02_Q30_T03600,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.05598353715588169,0.05598353715588168,0.0,0.0,0.0,2.0760268883951065,2289
cb443_V08_regional_r2_surplus_M02_Q30_T03600,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.05598353715588169,0.05598353715588168,0.0,0.0,0.0,2.0760268883951065,2289
cb443_V12_compact_r2_shortage_M02_Q30_T03600,k1_am_sf,screen_3600,3600,300,last_native_progress_at_or_before_checkpoint,False,0.2418798004331004,0.26181696296169044,0.01993716252859004,0.07614923915952415,0.01993716252859004,,
cb443_V12_compact_r2_shortage_M02_Q30_T03600,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.26181696280070443,0.26181696296169044,1.6098600230662896e-10,6.148799546276333e-10,1.6098600230662896e-10,677.2014595196605,73631
cb443_V12_compact_r2_shortage_M02_Q30_T03600,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.26181696280070443,0.26181696296169044,1.6098600230662896e-10,6.148799546276333e-10,1.6098600230662896e-10,677.2014595196605,73631
cb443_V12_compact_r2_shortage_M02_Q30_T03600,pgrb,screen_3600,3600,300,last_native_progress_at_or_before_checkpoint,False,0.21657757999226607,0.26181696296169044,0.04523938296942437,0.17279011435192562,0.04523938296942437,560.3748130506048,101591.0
cb443_V12_compact_r2_shortage_M02_Q30_T03600,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.2618169629616905,0.26181696296169044,0.0,0.0,0.0,1839.011091279654,485331
cb443_V12_compact_r2_shortage_M02_Q30_T03600,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.2618169629616905,0.26181696296169044,0.0,0.0,0.0,1839.011091279654,485331
cb443_V12_compact_r1_balanced_M01_Q20_T10800,k1_am_sf,screen_3600,3600,300,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V12_compact_r1_balanced_M01_Q20_T10800,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V12_compact_r1_balanced_M01_Q20_T10800,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V12_compact_r1_balanced_M01_Q20_T10800,pgrb,screen_3600,3600,300,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0.08384281195982445,1
cb443_V12_compact_r1_balanced_M01_Q20_T10800,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0.08384281195982445,1
cb443_V12_compact_r1_balanced_M01_Q20_T10800,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0.08384281195982445,1
cb443_V12_compact_r1_surplus_M02_Q20_T18000,k1_am_sf,screen_3600,3600,300,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V12_compact_r1_surplus_M02_Q20_T18000,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V12_compact_r1_surplus_M02_Q20_T18000,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V12_compact_r1_surplus_M02_Q20_T18000,pgrb,screen_3600,3600,300,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0.07079204405313029,1
cb443_V12_compact_r1_surplus_M02_Q20_T18000,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0.07079204405313029,1
cb443_V12_compact_r1_surplus_M02_Q20_T18000,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0.07079204405313029,1
cb443_V12_regional_r1_shortage_M01_Q20_T01800,k1_am_sf,screen_3600,3600,300,completed_run_carry_forward,True,0.7089839241207809,0.7089839241207561,0.0,0.0,0.0,2.336684899427285,588
cb443_V12_regional_r1_shortage_M01_Q20_T01800,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.7089839241207809,0.7089839241207561,0.0,0.0,0.0,2.336684899427285,588
cb443_V12_regional_r1_shortage_M01_Q20_T01800,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.7089839241207809,0.7089839241207561,0.0,0.0,0.0,2.336684899427285,588
cb443_V12_regional_r1_shortage_M01_Q20_T01800,pgrb,screen_3600,3600,300,completed_run_carry_forward,True,0.7089839241207546,0.7089839241207561,1.4432899320127035e-15,2.035716019658125e-15,1.4432899320127035e-15,4.877942826471059,1694
cb443_V12_regional_r1_shortage_M01_Q20_T01800,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.7089839241207546,0.7089839241207561,1.4432899320127035e-15,2.035716019658125e-15,1.4432899320127035e-15,4.877942826471059,1694
cb443_V12_regional_r1_shortage_M01_Q20_T01800,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.7089839241207546,0.7089839241207561,1.4432899320127035e-15,2.035716019658125e-15,1.4432899320127035e-15,4.877942826471059,1694
cb443_V12_regional_r2_balanced_M02_Q30_T03600,k1_am_sf,screen_3600,3600,300,completed_run_carry_forward,True,0.0924622440292937,0.09246224402929373,2.7755575615628914e-17,3.001828033379272e-16,2.7755575615628914e-17,30.758576263883747,3325
cb443_V12_regional_r2_balanced_M02_Q30_T03600,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.0924622440292937,0.09246224402929373,2.7755575615628914e-17,3.001828033379272e-16,2.7755575615628914e-17,30.758576263883747,3325
cb443_V12_regional_r2_balanced_M02_Q30_T03600,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.0924622440292937,0.09246224402929373,2.7755575615628914e-17,3.001828033379272e-16,2.7755575615628914e-17,30.758576263883747,3325
cb443_V12_regional_r2_balanced_M02_Q30_T03600,pgrb,screen_3600,3600,300,completed_run_carry_forward,True,0.09246224402929369,0.09246224402929373,4.163336342344337e-17,4.5027420500689075e-16,4.163336342344337e-17,82.88240065199452,17654
cb443_V12_regional_r2_balanced_M02_Q30_T03600,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.09246224402929369,0.09246224402929373,4.163336342344337e-17,4.5027420500689075e-16,4.163336342344337e-17,82.88240065199452,17654
cb443_V12_regional_r2_balanced_M02_Q30_T03600,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.09246224402929369,0.09246224402929373,4.163336342344337e-17,4.5027420500689075e-16,4.163336342344337e-17,82.88240065199452,17654
cb443_V12_regional_r1_surplus_M01_Q30_T10800,k1_am_sf,screen_3600,3600,300,completed_run_carry_forward,True,0.058563973125784964,0.05856397312578515,1.8735013540549517e-16,3.1990680516688973e-15,1.8735013540549517e-16,2.9610532339153504,964
cb443_V12_regional_r1_surplus_M01_Q30_T10800,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.058563973125784964,0.05856397312578515,1.8735013540549517e-16,3.1990680516688973e-15,1.8735013540549517e-16,2.9610532339153504,964
cb443_V12_regional_r1_surplus_M01_Q30_T10800,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.058563973125784964,0.05856397312578515,1.8735013540549517e-16,3.1990680516688973e-15,1.8735013540549517e-16,2.9610532339153504,964
cb443_V12_regional_r1_surplus_M01_Q30_T10800,pgrb,screen_3600,3600,300,completed_run_carry_forward,True,0.05856397312578512,0.05856397312578515,3.469446951953614e-17,5.924200095683143e-16,3.469446951953614e-17,7.433061678966169,3128
cb443_V12_regional_r1_surplus_M01_Q30_T10800,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.05856397312578512,0.05856397312578515,3.469446951953614e-17,5.924200095683143e-16,3.469446951953614e-17,7.433061678966169,3128
cb443_V12_regional_r1_surplus_M01_Q30_T10800,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.05856397312578512,0.05856397312578515,3.469446951953614e-17,5.924200095683143e-16,3.469446951953614e-17,7.433061678966169,3128
cb443_V20_compact_r2_shortage_M02_Q20_T10800,k1_am_sf,screen_3600,3600,300,last_native_progress_at_or_before_checkpoint,False,0.21814845797712876,0.2256218305640563,0.00747337258692754,0.03312344629171766,0.00747337258692754,,
cb443_V20_compact_r2_shortage_M02_Q20_T10800,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.22562183039811493,0.2256218305640563,1.6594137175474089e-10,7.354845554611723e-10,1.6594137175474089e-10,1057.8433874559194,191564
cb443_V20_compact_r2_shortage_M02_Q20_T10800,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.22562183039811493,0.2256218305640563,1.6594137175474089e-10,7.354845554611723e-10,1.6594137175474089e-10,1057.8433874559194,191564
cb443_V20_compact_r2_shortage_M02_Q20_T10800,pgrb,screen_3600,3600,300,last_native_progress_at_or_before_checkpoint,False,0.2188211069946419,0.2256218305640563,0.006800723569414385,0.03014213452843869,0.006800723569414385,574.3685203863458,83886.0
cb443_V20_compact_r2_shortage_M02_Q20_T10800,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.22562183056405632,0.2256218305640563,0.0,0.0,0.0,1276.836086697072,260140
cb443_V20_compact_r2_shortage_M02_Q20_T10800,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.22562183056405632,0.2256218305640563,0.0,0.0,0.0,1276.836086697072,260140
cb443_V20_compact_r1_balanced_M03_Q30_T18000,k1_am_sf,screen_3600,3600,300,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V20_compact_r1_balanced_M03_Q30_T18000,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V20_compact_r1_balanced_M03_Q30_T18000,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V20_compact_r1_balanced_M03_Q30_T18000,pgrb,screen_3600,3600,300,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,3.7850593797256726,241
cb443_V20_compact_r1_balanced_M03_Q30_T18000,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,3.7850593797256726,241
cb443_V20_compact_r1_balanced_M03_Q30_T18000,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,3.7850593797256726,241
cb443_V20_compact_r1_surplus_M02_Q30_T01800,k1_am_sf,screen_3600,3600,300,last_native_progress_at_or_before_checkpoint,False,0.7977906910816456,0.8299634131717751,0.03217272209012956,0.03876402450944047,0.03217272209012956,,
cb443_V20_compact_r1_surplus_M02_Q30_T01800,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.8299634029496857,0.8299634131717751,1.0222089397160516e-08,1.2316313267467948e-08,1.0222089397160516e-08,1069.6367492655427,44826
cb443_V20_compact_r1_surplus_M02_Q30_T01800,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.8299634029496857,0.8299634131717751,1.0222089397160516e-08,1.2316313267467948e-08,1.0222089397160516e-08,1069.6367492655427,44826
cb443_V20_compact_r1_surplus_M02_Q30_T01800,pgrb,screen_3600,3600,300,last_native_progress_at_or_before_checkpoint,False,0.7713575465492027,0.8299634131717751,0.05860586662257239,0.07061259049794151,0.05860586662257239,580.1350309879386,33563.0
cb443_V20_compact_r1_surplus_M02_Q30_T01800,pgrb,screen_3600,3600,1200,last_native_progress_at_or_before_checkpoint,False,0.7999293049821002,0.8299634131717751,0.03003410818967489,0.03618726767110976,0.03003410818967489,2323.0281914551683,178761.0
cb443_V20_compact_r1_surplus_M02_Q30_T01800,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.8299634131717751,0.8299634131717751,0.0,0.0,0.0,5194.25218894543,426329
cb443_V20_regional_r2_shortage_M03_Q30_T03600,k1_am_sf,screen_3600,3600,300,last_native_progress_at_or_before_checkpoint,False,0.35174229793782125,,,,,,
cb443_V20_regional_r2_shortage_M03_Q30_T03600,k1_am_sf,screen_3600,3600,1200,last_native_progress_at_or_before_checkpoint,False,0.3649830887173654,,,,,,
cb443_V20_regional_r2_shortage_M03_Q30_T03600,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,False,0.3950243117916486,0.5150591127753121,0.12003480098366354,0.23305053343659055,0.12003480098366354,8119.289107900071,63188
cb443_V20_regional_r2_shortage_M03_Q30_T03600,k1_am_sf,long_10800,10800,3600,last_native_progress_at_or_before_checkpoint,False,0.39498162105000273,,,,,,
cb443_V20_regional_r2_shortage_M03_Q30_T03600,k1_am_sf,long_10800,10800,7200,last_native_progress_at_or_before_checkpoint,False,0.40763106933436,,,,,,
cb443_V20_regional_r2_shortage_M03_Q30_T03600,k1_am_sf,long_10800,10800,10800,completed_run_carry_forward,False,0.4147593699564803,0.5150591127753121,0.10029974281883186,0.19473443014799416,0.10029974281883186,24423.137525754795,236203
cb443_V20_regional_r2_shortage_M03_Q30_T03600,pgrb,screen_3600,3600,300,last_native_progress_at_or_before_checkpoint,False,0.29999441277044636,,,,,586.4793845008744,11206.0
cb443_V20_regional_r2_shortage_M03_Q30_T03600,pgrb,screen_3600,3600,1200,last_native_progress_at_or_before_checkpoint,False,0.3260560677339721,0.5163267893142982,0.1902707215803261,0.3685083275129166,0.1902707215803261,2459.695566020593,63061.0
cb443_V20_regional_r2_shortage_M03_Q30_T03600,pgrb,screen_3600,3600,3600,completed_run_carry_forward,False,0.3450285526859833,0.5163267893142982,0.1712982366283149,0.3317632169653748,0.1712982366283149,7419.802481433345,216689
cb443_V20_regional_r2_shortage_M03_Q30_T03600,pgrb,long_10800,10800,3600,last_native_progress_at_or_before_checkpoint,False,0.3450404448166457,0.5163267893142982,0.1712863444976525,0.33174018478709455,0.1712863444976525,7426.574895257014,216910.0
cb443_V20_regional_r2_shortage_M03_Q30_T03600,pgrb,long_10800,10800,7200,last_native_progress_at_or_before_checkpoint,False,0.3557346663822327,0.5163267893142982,0.16059212293206548,0.31102806644090264,0.16059212293206548,14756.907982687468,451802.0
cb443_V20_regional_r2_shortage_M03_Q30_T03600,pgrb,long_10800,10800,10800,completed_run_carry_forward,False,0.36150324116040733,0.5163267893142982,0.15482354815389088,0.29985573353554346,0.15482354815389088,21945.855133081306,669830
cb443_V20_regional_r2_balanced_M02_Q20_T10800,k1_am_sf,screen_3600,3600,300,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V20_regional_r2_balanced_M02_Q20_T10800,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V20_regional_r2_balanced_M02_Q20_T10800,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,0,0
cb443_V20_regional_r2_balanced_M02_Q20_T10800,pgrb,screen_3600,3600,300,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,7.649212373462048,418
cb443_V20_regional_r2_balanced_M02_Q20_T10800,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,7.649212373462048,418
cb443_V20_regional_r2_balanced_M02_Q20_T10800,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.0,0.0,0.0,0.0,0.0,7.649212373462048,418
cb443_V20_regional_r2_surplus_M03_Q20_T18000,k1_am_sf,screen_3600,3600,300,completed_run_carry_forward,True,0.022540584415584423,0.022540584415584423,0.0,0.0,0.0,2.50451484009395,1
cb443_V20_regional_r2_surplus_M03_Q20_T18000,k1_am_sf,screen_3600,3600,1200,completed_run_carry_forward,True,0.022540584415584423,0.022540584415584423,0.0,0.0,0.0,2.50451484009395,1
cb443_V20_regional_r2_surplus_M03_Q20_T18000,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,True,0.022540584415584423,0.022540584415584423,0.0,0.0,0.0,2.50451484009395,1
cb443_V20_regional_r2_surplus_M03_Q20_T18000,pgrb,screen_3600,3600,300,completed_run_carry_forward,True,0.02254058441094787,0.022540584415584423,4.636555028803002e-12,2.0569808410101897e-10,4.636555028803002e-12,16.267932537444086,633
cb443_V20_regional_r2_surplus_M03_Q20_T18000,pgrb,screen_3600,3600,1200,completed_run_carry_forward,True,0.02254058441094787,0.022540584415584423,4.636555028803002e-12,2.0569808410101897e-10,4.636555028803002e-12,16.267932537444086,633
cb443_V20_regional_r2_surplus_M03_Q20_T18000,pgrb,screen_3600,3600,3600,completed_run_carry_forward,True,0.02254058441094787,0.022540584415584423,4.636555028803002e-12,2.0569808410101897e-10,4.636555028803002e-12,16.267932537444086,633
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,screen_3600,3600,300,last_native_progress_at_or_before_checkpoint,False,0.3289429998595712,0.3478644013605063,0.018921401500935076,0.05439303770932871,0.018921401500935076,,
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,screen_3600,3600,1200,last_native_progress_at_or_before_checkpoint,False,0.33265034533564675,0.3478644013605063,0.015214056024859535,0.04373559342478559,0.015214056024859535,,
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,screen_3600,3600,3600,completed_run_carry_forward,False,0.3345221144007615,0.3478644013605063,0.013342286959744765,0.03835485007250742,0.013342286959744765,7292.109643075196,68333
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,long_10800,10800,3600,last_native_progress_at_or_before_checkpoint,False,0.33452054274935333,0.3478644013605063,0.013343858611152948,0.03835936807263056,0.013343858611152948,,
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,long_10800,10800,7200,last_native_progress_at_or_before_checkpoint,False,0.3355561122191328,0.3478644013605063,0.012308289141373496,0.03538243376797244,0.012308289141373496,,
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,long_10800,10800,10800,completed_run_carry_forward,False,0.3362034568883778,0.3478644013605063,0.011660944472128454,0.033521522830511574,0.011660944472128454,22198.40963454662,225824
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,extension_21600,21600,3600,last_native_progress_at_or_before_checkpoint,False,0.33451926706535773,0.3478644013605063,0.013345134295148553,0.038363035260162874,0.013345134295148553,,
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,extension_21600,21600,7200,last_native_progress_at_or_before_checkpoint,False,0.33555592686480895,0.3478644013605063,0.01230847449569733,0.03538296660295961,0.01230847449569733,,
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,extension_21600,21600,10800,last_native_progress_at_or_before_checkpoint,False,0.33620060213968433,0.3478644013605063,0.011663799220821947,0.03352972932902746,0.011663799220821947,,
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,extension_21600,21600,16200,last_native_progress_at_or_before_checkpoint,False,0.3368307460662573,0.3478644013605063,0.01103365529424899,0.0317182650800027,0.01103365529424899,,
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,extension_21600,21600,21600,completed_run_carry_forward,False,0.337244233406584,0.3478644013605063,0.010620167953922288,0.030529619910478187,0.010620167953922288,43412.01506784882,454614
cb443_V30_compact_r2_shortage_M05_Q20_T18000,pgrb,screen_3600,3600,300,last_native_progress_at_or_before_checkpoint,False,0.3292702015393777,,,,,566.2071227349276,2562.0
cb443_V30_compact_r2_shortage_M05_Q20_T18000,pgrb,screen_3600,3600,1200,last_native_progress_at_or_before_checkpoint,False,0.3315466774954284,,,,,2304.8241744098286,10263.0
cb443_V30_compact_r2_shortage_M05_Q20_T18000,pgrb,screen_3600,3600,3600,completed_run_carry_forward,False,0.3348929046964524,0.3478644013605063,0.012971496664053894,0.03728894538596663,0.012971496664053894,7574.550933076178,16941
cb443_V30_compact_r2_shortage_M05_Q20_T18000,pgrb,long_10800,10800,3600,last_native_progress_at_or_before_checkpoint,False,0.3348929046964524,0.3478644013605063,0.012971496664053894,0.03728894538596663,0.012971496664053894,7555.319122565129,16918.0
cb443_V30_compact_r2_shortage_M05_Q20_T18000,pgrb,long_10800,10800,7200,last_native_progress_at_or_before_checkpoint,False,0.33651354808357137,0.3478644013605063,0.011350853276934914,0.03263010883706825,0.011350853276934914,15624.624835007144,29951.0
cb443_V30_compact_r2_shortage_M05_Q20_T18000,pgrb,long_10800,10800,10800,completed_run_carry_forward,False,0.33722431992859836,0.3478644013605063,0.010640081431907922,0.03058686485393245,0.010640081431907922,23661.837753097698,43492
