scenario_id,method,passed,failures,objective,archive_time_excluded_from_algorithm_time,optimization_or_repair_performed
cb443_V08_compact_r2_shortage_M01_Q30_T01800,k1_am_sf,True,,0.6158836280552391,True,False
cb443_V08_compact_r2_shortage_M01_Q30_T01800,pgrb,True,,0.6158836280552391,True,False
cb443_V08_compact_r2_balanced_M02_Q20_T03600,k1_am_sf,True,,0.0,True,False
cb443_V08_compact_r2_balanced_M02_Q20_T03600,pgrb,True,,0.0,True,False
cb443_V08_compact_r1_surplus_M01_Q20_T10800,k1_am_sf,True,,0.0,True,False
cb443_V08_compact_r1_surplus_M01_Q20_T10800,pgrb,True,,0.0,True,False
cb443_V08_regional_r2_shortage_M02_Q20_T18000,k1_am_sf,True,,0.09331469795216743,True,False
cb443_V08_regional_r2_shortage_M02_Q20_T18000,pgrb,True,,0.09331469795216743,True,False
cb443_V08_regional_r1_balanced_M01_Q30_T01800,k1_am_sf,True,,0.32901978737802284,True,False
cb443_V08_regional_r1_balanced_M01_Q30_T01800,pgrb,True,,0.32901978737802284,True,False
cb443_V08_regional_r2_surplus_M02_Q30_T03600,k1_am_sf,True,,0.05598353715588168,True,False
cb443_V08_regional_r2_surplus_M02_Q30_T03600,pgrb,True,,0.05598353715588168,True,False
cb443_V12_compact_r2_shortage_M02_Q30_T03600,k1_am_sf,True,,0.26181696296169044,True,False
cb443_V12_compact_r2_shortage_M02_Q30_T03600,pgrb,True,,0.26181696296169044,True,False
cb443_V12_compact_r1_balanced_M01_Q20_T10800,k1_am_sf,True,,0.0,True,False
cb443_V12_compact_r1_balanced_M01_Q20_T10800,pgrb,True,,0.0,True,False
cb443_V12_compact_r1_surplus_M02_Q20_T18000,k1_am_sf,True,,0.0,True,False
cb443_V12_compact_r1_surplus_M02_Q20_T18000,pgrb,True,,0.0,True,False
cb443_V12_regional_r1_shortage_M01_Q20_T01800,k1_am_sf,True,,0.7089839241207561,True,False
cb443_V12_regional_r1_shortage_M01_Q20_T01800,pgrb,True,,0.7089839241207561,True,False
cb443_V12_regional_r2_balanced_M02_Q30_T03600,k1_am_sf,True,,0.09246224402929373,True,False
cb443_V12_regional_r2_balanced_M02_Q30_T03600,pgrb,True,,0.09246224402929373,True,False
cb443_V12_regional_r1_surplus_M01_Q30_T10800,k1_am_sf,True,,0.05856397312578515,True,False
cb443_V12_regional_r1_surplus_M01_Q30_T10800,pgrb,True,,0.05856397312578515,True,False
cb443_V20_compact_r2_shortage_M02_Q20_T10800,k1_am_sf,True,,0.2256218305640563,True,False
cb443_V20_compact_r2_shortage_M02_Q20_T10800,pgrb,True,,0.2256218305640563,True,False
cb443_V20_compact_r1_balanced_M03_Q30_T18000,k1_am_sf,True,,0.0,True,False
cb443_V20_compact_r1_balanced_M03_Q30_T18000,pgrb,True,,0.0,True,False
cb443_V20_compact_r1_surplus_M02_Q30_T01800,k1_am_sf,True,,0.8299634131717751,True,False
cb443_V20_compact_r1_surplus_M02_Q30_T01800,pgrb,True,,0.8299634131717751,True,False
cb443_V20_regional_r2_shortage_M03_Q30_T03600,k1_am_sf,True,,0.5150591127753121,True,False
cb443_V20_regional_r2_shortage_M03_Q30_T03600,pgrb,True,,0.5163267893142982,True,False
cb443_V20_regional_r2_balanced_M02_Q20_T10800,k1_am_sf,True,,0.0,True,False
cb443_V20_regional_r2_balanced_M02_Q20_T10800,pgrb,True,,0.0,True,False
cb443_V20_regional_r2_surplus_M03_Q20_T18000,k1_am_sf,True,,0.022540584415584423,True,False
cb443_V20_regional_r2_surplus_M03_Q20_T18000,pgrb,True,,0.022540584415584423,True,False
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,True,,0.3478644013605063,True,False
cb443_V30_compact_r2_shortage_M05_Q20_T18000,pgrb,True,,0.3478644013605063,True,False
cb443_V30_compact_r2_balanced_M03_Q30_T01800,k1_am_sf,True,,0.8142420757383567,True,False
cb443_V30_compact_r2_balanced_M03_Q30_T01800,pgrb,True,,0.8219739047492574,True,False
cb443_V30_compact_r2_surplus_M05_Q30_T03600,k1_am_sf,True,,0.3971975721575447,True,False
cb443_V30_compact_r2_surplus_M05_Q30_T03600,pgrb,True,,0.4127474378010471,True,False
cb443_V30_regional_r2_shortage_M03_Q30_T10800,k1_am_sf,True,,0.2547425630375072,True,False
cb443_V30_regional_r2_shortage_M03_Q30_T10800,pgrb,True,,0.2547425630375072,True,False
cb443_V30_regional_r2_balanced_M05_Q20_T18000,k1_am_sf,True,,0.0,True,False
cb443_V30_regional_r2_balanced_M05_Q20_T18000,pgrb,True,,0.0,True,False
cb443_V30_regional_r2_surplus_M03_Q20_T01800,k1_am_sf,True,,1.2030399129495564,True,False
cb443_V30_regional_r2_surplus_M03_Q20_T01800,pgrb,True,,1.2030399129495564,True,False
cb443_V50_compact_r1_shortage_M04_Q30_T01800,k1_am_sf,True,,1.6832897879107886,True,False
cb443_V50_compact_r1_shortage_M04_Q30_T01800,pgrb,True,,1.6854701601693949,True,False
cb443_V50_compact_r2_balanced_M07_Q20_T03600,k1_am_sf,True,,0.28946841025799674,True,False
cb443_V50_compact_r2_balanced_M07_Q20_T03600,pgrb,True,,0.36548228560903717,True,False
cb443_V50_compact_r2_surplus_M04_Q20_T10800,k1_am_sf,True,,0.007777215274314213,True,False
cb443_V50_compact_r2_surplus_M04_Q20_T10800,pgrb,True,,0.06876635086614173,True,False
cb443_V50_regional_r2_shortage_M07_Q20_T18000,k1_am_sf,True,,0.3266681003584966,True,False
cb443_V50_regional_r2_shortage_M07_Q20_T18000,pgrb,True,,0.32904888131462506,True,False
cb443_V50_regional_r1_balanced_M04_Q30_T01800,k1_am_sf,True,,0.7448589816653802,True,False
cb443_V50_regional_r1_balanced_M04_Q30_T01800,pgrb,True,,0.7476706864390772,True,False
cb443_V50_regional_r2_surplus_M07_Q30_T03600,k1_am_sf,True,,0.9037027092008609,True,False
cb443_V50_regional_r2_surplus_M07_Q30_T03600,pgrb,True,,0.9326856225764267,True,False
cb443_V08_compact_r1_shortage_M01_Q30_T03600,k1_am_sf,True,,0.27213583216783216,True,False
cb443_V08_compact_r1_shortage_M01_Q30_T03600,pgrb,True,,0.27213583216783216,True,False
cb443_V08_compact_r1_shortage_M01_Q30_T18000,k1_am_sf,True,,0.09378795699046581,True,False
cb443_V08_compact_r1_shortage_M01_Q30_T18000,pgrb,True,,0.09378795699046581,True,False
cb443_V08_regional_r2_balanced_M01_Q30_T03600,k1_am_sf,True,,0.1491038357062448,True,False
cb443_V08_regional_r2_balanced_M01_Q30_T03600,pgrb,True,,0.1491038357062448,True,False
cb443_V08_regional_r2_balanced_M01_Q30_T18000,k1_am_sf,True,,0.0,True,False
cb443_V08_regional_r2_balanced_M01_Q30_T18000,pgrb,True,,0.0,True,False
cb443_V12_compact_r2_surplus_M01_Q30_T03600,k1_am_sf,True,,0.4277351154428614,True,False
