completion_sequence_number,completion_timestamp_utc,scenario_id,dataset_family,V,geographic_regime,inventory_regime,replicate,M,Q,T,method,method_label,run_stage,process_cap_seconds,actual_wall_time_seconds,gurobi_work,native_status,strict_certificate,verified_incumbent_available,objective,G,P,valid_lower_bound,verified_upper_bound,absolute_gap,relative_gap,scaled_gap,nodes,simplex_iterations,split_count,interval_count,route_witness_status,expected_model_fingerprint,actual_model_fingerprint,fingerprint_match,completion_marker_path,result_path,run_identity_sha256,result_sha256,next_action,notes
143,2026-09-09T01:10:56.787861+00:00,cb443_V30_compact_r2_shortage_M05_Q20_T18000,citibike443-regional-v1,30,compact,shortage,2,5,20,18000,k1_am_sf,K1-AM-SF,extension_21600,21600,21598.9121539,43412.01506784882,round31_c6_external_gini_tree_time_limit,False,True,0.3478644013605063,0.03179301112074604,2.1071426015984014,0.337244233406584,0.3478644013605063,0.010620167953922288,0.030529619910478187,0.010620167953922288,454614,67063861,2,3,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r2_shortage_M05_Q20_T18000/k1_am_sf/extension_21600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r2_shortage_M05_Q20_T18000/k1_am_sf/extension_21600/result.json,589699eb18d5ddeed546b5e18789e024c8e78b2f771dc6500d166ddd3ed07078,330562cdaa4c0faa9ef58e758f138dde4fbe16a7bd8bfee0ff5917494efdbf45,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
144,2026-09-09T07:11:01.849393+00:00,cb443_V30_compact_r2_shortage_M05_Q20_T18000,citibike443-regional-v1,30,compact,shortage,2,5,20,18000,pgrb,P-GRB,extension_21600,21600,21598.3993609,47912.11526726506,TIME_LIMIT,False,True,0.3478644013605063,0.03179301112074604,2.1071426015984014,0.33837545802906815,0.3478644013605063,0.009488943331438127,0.027277707331726485,0.009488943331438127,92917,63985829,,,verified_native_incumbent,-664187939,-664187939,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r2_shortage_M05_Q20_T18000/pgrb/extension_21600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r2_shortage_M05_Q20_T18000/pgrb/extension_21600/result.json,d7de881ebfcfc94fd9c0f3245b06dd3681d87b9f304f7bb8d21d244b98e1349d,bcfbfca0ccb533486742a8776d1079a90b4e163e07e29d38cd2bf75b7354035a,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
145,2026-09-09T13:11:06.114899+00:00,cb443_V30_compact_r2_balanced_M03_Q30_T01800,citibike443-regional-v1,30,compact,balanced,2,3,30,1800,k1_am_sf,K1-AM-SF,extension_21600,21600,21598.5688442,49333.69425263951,round31_c6_external_gini_tree_time_limit,False,True,0.8142420757383567,0.17061966447961555,4.290816075058275,0.7863210481977319,0.8142420757383567,0.027921027540624865,0.03429081887632251,0.027921027540624865,488958,119467756,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r2_balanced_M03_Q30_T01800/k1_am_sf/extension_21600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r2_balanced_M03_Q30_T01800/k1_am_sf/extension_21600/result.json,5b7e94ba03acb1630521ff2eda5164b45c853b9f8f7e036cf661620aedee9e69,5f8faecd0365f8963b401ef31d6f400b641cde2901ef3c9fae6bf1b92acba3db,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
147,2026-09-10T01:11:16.907237+00:00,cb443_V30_regional_r2_shortage_M03_Q30_T10800,citibike443-regional-v1,30,regional,shortage,2,3,30,10800,k1_am_sf,K1-AM-SF,extension_21600,21600,21598.8986052,41547.770029062376,round31_c6_external_gini_tree_time_limit,False,True,0.2547425630375072,0.037670740638448,1.4471454826603949,0.24464839987045855,0.2547425630375072,0.010094163167048642,0.03962495723795643,0.010094163167048642,664209,88272386,2,3,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r2_shortage_M03_Q30_T10800/k1_am_sf/extension_21600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r2_shortage_M03_Q30_T10800/k1_am_sf/extension_21600/result.json,6beca5f7cdd54c16056ecc4433d8db47ef0a0eac30edcbe44ab7d52cb41d1df6,e7f4d28ebbcacc0230d00d9b6657decc7f8f9f88aa28d4cdadd22f21254dd38e,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
146,2026-09-09T19:11:11.833664+00:00,cb443_V30_regional_r2_shortage_M03_Q30_T10800,citibike443-regional-v1,30,regional,shortage,2,3,30,10800,pgrb,P-GRB,extension_21600,21600,21599.8855023,43946.855993369325,TIME_LIMIT,False,True,0.2547425630375072,0.037670740638448,1.4471454826603949,0.2434486650658,0.2547425630375072,0.011293897971707184,0.04433455421442203,0.011293897971707184,375134,89984314,,,verified_native_incumbent,-175342411,-175342411,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r2_shortage_M03_Q30_T10800/pgrb/extension_21600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r2_shortage_M03_Q30_T10800/pgrb/extension_21600/result.json,a8b325d0d05aad6f13274dd4a15c0537d06a8b8eb0546d6d2e615a1d899c5e7e,15d0c132f3ce8a8dc5c7aeb292eab0856b24afef3c90313923586be622c3e504,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
149,2026-09-10T13:11:26.650485+00:00,cb443_V30_compact_r1_shortage_M03_Q30_T18000,citibike443-regional-v1,30,compact,shortage,1,3,30,18000,k1_am_sf,K1-AM-SF,extension_21600,21600,21598.4135766,44046.55155257254,round31_c6_external_gini_tree_time_limit,False,True,0.15708313110317407,0.0276361189802119,0.8629800808197478,0.15257561638211994,0.15708313110317407,0.004507514721054123,0.028695090869391534,0.004507514721054123,377689,87293339,1,2,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T18000/k1_am_sf/extension_21600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T18000/k1_am_sf/extension_21600/result.json,742da866177c321722db67afb60b597a04cf7bb065f8f945caae4d2ffbe00f83,10e2ddc95322b11d24f2cfd6aeaf06ac164c39dfea3fd76a8653dd15388429d7,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
148,2026-09-10T07:11:22.191822+00:00,cb443_V30_compact_r1_shortage_M03_Q30_T18000,citibike443-regional-v1,30,compact,shortage,1,3,30,18000,pgrb,P-GRB,extension_21600,21600,21598.7977694,48203.794352756704,TIME_LIMIT,False,True,0.15724117585229214,0.03787648951880368,0.7957645755565899,0.15615376130410968,0.15724117585229214,0.0010874145481824526,0.006915583925701107,0.0010874145481824526,387071,128262186,,,verified_native_incumbent,974605734,974605734,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T18000/pgrb/extension_21600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T18000/pgrb/extension_21600/result.json,f55f6ea61d7f40d992235d5c402a4788e1b4ad244d893940e69454041781f545,d1f306fab9c9eac8b791690db79c75f8533d6ee9f944312c023bae3a3aa12454,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
