scenario_id,method,official_algorithm_wall_time,route_archive_seconds,archive_time_in_algorithm_time
cb443_V08_compact_r2_shortage_M01_Q30_T01800,k1_am_sf,2.5734734,0.017259300220757723,False
cb443_V08_compact_r2_shortage_M01_Q30_T01800,pgrb,2.1303556,0.01666339999064803,False
cb443_V08_compact_r2_balanced_M02_Q20_T03600,k1_am_sf,1.5892056,0.016096100211143494,False
cb443_V08_compact_r2_balanced_M02_Q20_T03600,pgrb,0.088998,0.01711679995059967,False
cb443_V08_compact_r1_surplus_M01_Q20_T10800,k1_am_sf,4.0510296,0.016229700297117233,False
cb443_V08_compact_r1_surplus_M01_Q20_T10800,pgrb,0.0539732,0.015077999792993069,False
cb443_V08_regional_r2_shortage_M02_Q20_T18000,k1_am_sf,8.3479038,0.016888400074094534,False
cb443_V08_regional_r2_shortage_M02_Q20_T18000,pgrb,0.4852828,0.015165999997407198,False
cb443_V08_regional_r1_balanced_M01_Q30_T01800,k1_am_sf,1.0823251,0.015223999973386526,False
cb443_V08_regional_r1_balanced_M01_Q30_T01800,pgrb,0.6757143,0.01519209984689951,False
cb443_V08_regional_r2_surplus_M02_Q30_T03600,k1_am_sf,3.2591488,0.015462300274521112,False
cb443_V08_regional_r2_surplus_M02_Q30_T03600,pgrb,1.7035644,0.017229400109499693,False
cb443_V12_compact_r2_shortage_M02_Q30_T03600,k1_am_sf,376.606236,0.015850000083446503,False
cb443_V12_compact_r2_shortage_M02_Q30_T03600,pgrb,1011.8286632,0.016276799608021975,False
cb443_V12_compact_r1_balanced_M01_Q20_T10800,k1_am_sf,13.2753025,0.0150907002389431,False
cb443_V12_compact_r1_balanced_M01_Q20_T10800,pgrb,0.0917746,0.015141499694436789,False
cb443_V12_compact_r1_surplus_M02_Q20_T18000,k1_am_sf,9.4069332,0.015650799963623285,False
cb443_V12_compact_r1_surplus_M02_Q20_T18000,pgrb,0.0869982,0.014657899737358093,False
cb443_V12_regional_r1_shortage_M01_Q20_T01800,k1_am_sf,2.4762802,0.015915699768811464,False
cb443_V12_regional_r1_shortage_M01_Q20_T01800,pgrb,3.4590425,0.0167773999273777,False
cb443_V12_regional_r2_balanced_M02_Q30_T03600,k1_am_sf,21.1793404,0.015402600169181824,False
cb443_V12_regional_r2_balanced_M02_Q30_T03600,pgrb,49.7521769,0.013127699960023165,False
cb443_V12_regional_r1_surplus_M01_Q30_T10800,k1_am_sf,42.1510714,0.013899600133299828,False
cb443_V12_regional_r1_surplus_M01_Q30_T10800,pgrb,5.3673415,0.015692700166255236,False
cb443_V20_compact_r2_shortage_M02_Q20_T10800,k1_am_sf,578.9015901,0.013735400047153234,False
cb443_V20_compact_r2_shortage_M02_Q20_T10800,pgrb,671.4326074,0.014538599643856287,False
cb443_V20_compact_r1_balanced_M03_Q30_T18000,k1_am_sf,21.0049361,0.016364300157874823,False
cb443_V20_compact_r1_balanced_M03_Q30_T18000,pgrb,2.6707635,0.015778400003910065,False
cb443_V20_compact_r1_surplus_M02_Q30_T01800,k1_am_sf,530.5649599,0.01614090008661151,False
cb443_V20_compact_r1_surplus_M02_Q30_T01800,pgrb,2693.0138439,0.016063000075519085,False
cb443_V20_regional_r2_shortage_M03_Q30_T03600,k1_am_sf,10798.207318,0.013807900249958038,False
cb443_V20_regional_r2_shortage_M03_Q30_T03600,pgrb,10798.8702498,0.013841799926012754,False
cb443_V20_regional_r2_balanced_M02_Q20_T10800,k1_am_sf,38.8193911,0.014546700287610292,False
cb443_V20_regional_r2_balanced_M02_Q20_T10800,pgrb,4.7457914,0.016406900249421597,False
cb443_V20_regional_r2_surplus_M03_Q20_T18000,k1_am_sf,29.6037981,0.018189500086009502,False
cb443_V20_regional_r2_surplus_M03_Q20_T18000,pgrb,9.5708383,0.01467779977247119,False
cb443_V30_compact_r2_shortage_M05_Q20_T18000,k1_am_sf,21598.9121539,0.015094900038093328,False
cb443_V30_compact_r2_shortage_M05_Q20_T18000,pgrb,21598.3993609,0.01599789969623089,False
cb443_V30_compact_r2_balanced_M03_Q30_T01800,k1_am_sf,21598.5688442,0.015931000001728535,False
cb443_V30_compact_r2_balanced_M03_Q30_T01800,pgrb,10798.6718524,0.014502200298011303,False
cb443_V30_compact_r2_surplus_M05_Q30_T03600,k1_am_sf,10798.1175134,0.01691809995099902,False
cb443_V30_compact_r2_surplus_M05_Q30_T03600,pgrb,10798.4087151,0.014347400050610304,False
cb443_V30_regional_r2_shortage_M03_Q30_T10800,k1_am_sf,21598.8986052,0.015237599611282349,False
cb443_V30_regional_r2_shortage_M03_Q30_T10800,pgrb,21599.8855023,0.015473600011318922,False
cb443_V30_regional_r2_balanced_M05_Q20_T18000,k1_am_sf,39.0566173,0.01541810017079115,False
cb443_V30_regional_r2_balanced_M05_Q20_T18000,pgrb,12.1283954,0.01573040010407567,False
cb443_V30_regional_r2_surplus_M03_Q20_T01800,k1_am_sf,955.4381171,0.017627000343054533,False
cb443_V30_regional_r2_surplus_M03_Q20_T01800,pgrb,16199.016203,0.015944099985063076,False
cb443_V50_compact_r1_shortage_M04_Q30_T01800,k1_am_sf,16198.1394612,0.012311100028455257,False
cb443_V50_compact_r1_shortage_M04_Q30_T01800,pgrb,10798.2234464,0.0139769003726542,False
cb443_V50_compact_r2_balanced_M07_Q20_T03600,k1_am_sf,10798.1436222,0.011666900012642145,False
cb443_V50_compact_r2_balanced_M07_Q20_T03600,pgrb,10798.0798645,0.010816299822181463,False
cb443_V50_compact_r2_surplus_M04_Q20_T10800,k1_am_sf,10798.1553894,0.012872899882495403,False
cb443_V50_compact_r2_surplus_M04_Q20_T10800,pgrb,10799.6938335,0.013116499874740839,False
cb443_V50_regional_r2_shortage_M07_Q20_T18000,k1_am_sf,16199.8770453,0.011904300190508366,False
cb443_V50_regional_r2_shortage_M07_Q20_T18000,pgrb,16198.3188123,0.01206970028579235,False
cb443_V50_regional_r1_balanced_M04_Q30_T01800,k1_am_sf,2788.8363446,0.014969500247389078,False
cb443_V50_regional_r1_balanced_M04_Q30_T01800,pgrb,10798.1781895,0.01601230027154088,False
cb443_V50_regional_r2_surplus_M07_Q30_T03600,k1_am_sf,10798.1172881,0.011376000009477139,False
cb443_V50_regional_r2_surplus_M07_Q30_T03600,pgrb,10798.1228362,0.011526999995112419,False
cb443_V08_compact_r1_shortage_M01_Q30_T03600,k1_am_sf,7.8944829,0.01580930035561323,False
cb443_V08_compact_r1_shortage_M01_Q30_T03600,pgrb,3.9373434,0.01629410032182932,False
cb443_V08_compact_r1_shortage_M01_Q30_T18000,k1_am_sf,8.0417805,0.01628430001437664,False
cb443_V08_compact_r1_shortage_M01_Q30_T18000,pgrb,0.5310521,0.01589050004258752,False
cb443_V08_regional_r2_balanced_M01_Q30_T03600,k1_am_sf,2.6543021,0.016715799923986197,False
cb443_V08_regional_r2_balanced_M01_Q30_T03600,pgrb,0.9772893,0.015206700190901756,False
cb443_V08_regional_r2_balanced_M01_Q30_T18000,k1_am_sf,2.9961499,0.01582749979570508,False
cb443_V08_regional_r2_balanced_M01_Q30_T18000,pgrb,0.053091,0.016043399926275015,False
cb443_V12_compact_r2_surplus_M01_Q30_T03600,k1_am_sf,27.4022075,0.01506289979442954,False
cb443_V12_compact_r2_surplus_M01_Q30_T03600,pgrb,39.6444087,0.016044399701058865,False
cb443_V12_compact_r2_surplus_M01_Q30_T18000,k1_am_sf,31.4934773,0.013719100039452314,False
cb443_V12_compact_r2_surplus_M01_Q30_T18000,pgrb,0.1019045,0.01500039966776967,False
cb443_V12_regional_r2_shortage_M01_Q30_T03600,k1_am_sf,7.6129715,0.01565600000321865,False
cb443_V12_regional_r2_shortage_M01_Q30_T03600,pgrb,4.0547409,0.017646099906414747,False
cb443_V12_regional_r2_shortage_M01_Q30_T18000,k1_am_sf,38.7017197,0.013829199597239494,False
cb443_V12_regional_r2_shortage_M01_Q30_T18000,pgrb,1.2992013,0.014447499997913837,False
cb443_V20_compact_r2_balanced_M02_Q30_T03600,k1_am_sf,1044.4795227,0.01433249982073903,False
cb443_V20_compact_r2_balanced_M02_Q30_T03600,pgrb,3598.3368332,0.015615200158208609,False
cb443_V20_compact_r2_balanced_M02_Q30_T18000,k1_am_sf,24.2257452,0.015622899867594242,False
cb443_V20_compact_r2_balanced_M02_Q30_T18000,pgrb,0.8927225,0.014898499939590693,False
cb443_V20_regional_r1_surplus_M02_Q30_T03600,k1_am_sf,1115.1372345,0.01528450008481741,False
cb443_V20_regional_r1_surplus_M02_Q30_T03600,pgrb,9772.0870941,0.015278599690645933,False
cb443_V20_regional_r1_surplus_M02_Q30_T18000,k1_am_sf,50.6570203,0.014273399952799082,False
cb443_V20_regional_r1_surplus_M02_Q30_T18000,pgrb,0.3329653,0.014129900373518467,False
cb443_V30_compact_r1_shortage_M03_Q30_T03600,k1_am_sf,10798.1334484,0.014505899976938963,False
cb443_V30_compact_r1_shortage_M03_Q30_T03600,pgrb,10798.7885421,0.014421099796891212,False
cb443_V30_compact_r1_shortage_M03_Q30_T18000,k1_am_sf,21598.4135766,0.016601799987256527,False
cb443_V30_compact_r1_shortage_M03_Q30_T18000,pgrb,21598.7977694,0.014119499828666449,False
cb443_V30_regional_r1_balanced_M03_Q30_T03600,k1_am_sf,10798.1031351,0.01437429990619421,False
cb443_V30_regional_r1_balanced_M03_Q30_T03600,pgrb,10798.4941316,0.014118399936705828,False
cb443_V30_regional_r1_balanced_M03_Q30_T18000,k1_am_sf,68.8830287,0.014152899850159883,False
cb443_V30_regional_r1_balanced_M03_Q30_T18000,pgrb,18.4180972,0.014912900049239397,False
cb443_V50_compact_r1_surplus_M04_Q30_T03600,k1_am_sf,10798.1391692,0.012756299693137407,False
cb443_V50_compact_r1_surplus_M04_Q30_T03600,pgrb,10798.2396882,0.01404740009456873,False
cb443_V50_compact_r1_surplus_M04_Q30_T18000,k1_am_sf,190.7605148,0.014357400126755238,False
cb443_V50_compact_r1_surplus_M04_Q30_T18000,pgrb,17.8793592,0.01384699996560812,False
cb443_V50_regional_r1_shortage_M04_Q30_T03600,k1_am_sf,10798.1126027,0.012213599868118763,False
cb443_V50_regional_r1_shortage_M04_Q30_T03600,pgrb,10798.2035994,0.012372099794447422,False
cb443_V50_regional_r1_shortage_M04_Q30_T18000,k1_am_sf,16198.1258824,0.014469500165432692,False
cb443_V50_regional_r1_shortage_M04_Q30_T18000,pgrb,16198.2463848,0.014578899834305048,False
