scenario_id,dataset_family,panel_class,V,geographic_regime,inventory_regime,replicate,M,Q,T,method,official_run_stage,official_authorized_cap_seconds,official_algorithm_wall_time,official_algorithm_work,strict_certificate,exact_certificate_time,exact_certificate_work,certificate_authorized_cap_seconds,verified_incumbent_available,valid_lower_bound,verified_upper_bound,absolute_gap,relative_gap,scaled_gap,route_witness_available,native_status,result_path,result_sha256,run_identity_sha256,official_selection_rule,fresh_run_time_not_summed
cb443_V12_regional_r1_shortage_M01_Q20_T01800,citibike443-regional-v1,primary_structural,12,regional,shortage,1,1,20,1800,pgrb,screen_3600,3600,3.4590425,4.877942826471059,True,3.4590425,4.877942826471059,3600,True,0.7089839241207546,0.7089839241207561,1.4432899320127035e-15,2.035716019658125e-15,1.4432899320127035e-15,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r1_shortage_M01_Q20_T01800/pgrb/screen_3600/result.json,218f1320d0e239c98973107dc3c271ae15a11e08fe17120d1d6350aebfcd5dab,7639141bb51e53559f28df692f40a2f4dbf9d2eedb93f03a1243355ad385bade,largest_authorized_cap_actually_entered,True
cb443_V12_regional_r2_balanced_M02_Q30_T03600,citibike443-regional-v1,primary_structural,12,regional,balanced,2,2,30,3600,k1_am_sf,screen_3600,3600,21.1793404,30.758576263883747,True,21.1793404,30.758576263883747,3600,True,0.0924622440292937,0.09246224402929373,2.7755575615628914e-17,3.001828033379272e-16,2.7755575615628914e-17,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r2_balanced_M02_Q30_T03600/k1_am_sf/screen_3600/result.json,77bd0582ca2b10097f09892bd5a5543321969848f78f1919d5ca020fe4973ada,2c6ea9254412339516e9c5a593e5fb22075a6892072301d20a9fefb0f68ac0ac,largest_authorized_cap_actually_entered,True
cb443_V12_regional_r2_balanced_M02_Q30_T03600,citibike443-regional-v1,primary_structural,12,regional,balanced,2,2,30,3600,pgrb,screen_3600,3600,49.7521769,82.88240065199452,True,49.7521769,82.88240065199452,3600,True,0.09246224402929369,0.09246224402929373,4.163336342344337e-17,4.5027420500689075e-16,4.163336342344337e-17,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r2_balanced_M02_Q30_T03600/pgrb/screen_3600/result.json,fb4c6ea5e4baf74f65579197c652fc7f9ce41ddd4d9886ddaa7b0fdfbaf59577,bdbce40f7ed36034c3000613f622e45379dec126d0c6c325f068c415cfcb2bb0,largest_authorized_cap_actually_entered,True
cb443_V12_regional_r1_surplus_M01_Q30_T10800,citibike443-regional-v1,primary_structural,12,regional,surplus,1,1,30,10800,k1_am_sf,screen_3600,3600,42.1510714,2.9610532339153504,True,42.1510714,2.9610532339153504,3600,True,0.058563973125784964,0.05856397312578515,1.8735013540549517e-16,3.1990680516688973e-15,1.8735013540549517e-16,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r1_surplus_M01_Q30_T10800/k1_am_sf/screen_3600/result.json,2d79cebee8340886c9b071a04d8f1b38625b53b621d04e1f887f708c9afc3f21,5e7aa3d1cba1f14b33c5cb882bd643423a52f02f7c474f5a91f6376ed781406e,largest_authorized_cap_actually_entered,True
cb443_V12_regional_r1_surplus_M01_Q30_T10800,citibike443-regional-v1,primary_structural,12,regional,surplus,1,1,30,10800,pgrb,screen_3600,3600,5.3673415,7.433061678966169,True,5.3673415,7.433061678966169,3600,True,0.05856397312578512,0.05856397312578515,3.469446951953614e-17,5.924200095683143e-16,3.469446951953614e-17,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r1_surplus_M01_Q30_T10800/pgrb/screen_3600/result.json,e98ce9588948a76c5dcf1dc2ab980717bfc0420d7b51bc7e04e046acb06f3251,9fb4c18d3d5ab6066e00491bea364248766d42076afe478659a58ddba06482cb,largest_authorized_cap_actually_entered,True
cb443_V20_compact_r2_shortage_M02_Q20_T10800,citibike443-regional-v1,primary_structural,20,compact,shortage,2,2,20,10800,k1_am_sf,screen_3600,3600,578.9015901,1057.8433874559194,True,578.9015901,1057.8433874559194,3600,True,0.22562183039811493,0.2256218305640563,1.6594137175474089e-10,7.354845554611723e-10,1.6594137175474089e-10,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r2_shortage_M02_Q20_T10800/k1_am_sf/screen_3600/result.json,a4734cd2e10af80c638a121cca15200b47ca89558a01be1ce0f103bc95639bea,54b0ee0a270778267941f2e4f4554bf15d9709612916fb66e0e1f3e5cd5cc698,largest_authorized_cap_actually_entered,True
cb443_V20_compact_r2_shortage_M02_Q20_T10800,citibike443-regional-v1,primary_structural,20,compact,shortage,2,2,20,10800,pgrb,screen_3600,3600,671.4326074,1276.836086697072,True,671.4326074,1276.836086697072,3600,True,0.22562183056405632,0.2256218305640563,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r2_shortage_M02_Q20_T10800/pgrb/screen_3600/result.json,a9055cc79daa5ddcb340296285db822f05bd2ea05b14b1e24e13cdf5e649cdfc,44b62a1202f4d025960bd757748289f065a9ca74727f63f9d5f044e3caeaf476,largest_authorized_cap_actually_entered,True
cb443_V20_compact_r1_balanced_M03_Q30_T18000,citibike443-regional-v1,primary_structural,20,compact,balanced,1,3,30,18000,k1_am_sf,screen_3600,3600,21.0049361,0,True,21.0049361,0,3600,True,0.0,0.0,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r1_balanced_M03_Q30_T18000/k1_am_sf/screen_3600/result.json,007b3d9c1646ead0122723590b11bb91076439b02fce3fe27fb038430132cd4e,f26c731877611cd62643cfc6d20ce9ff5d249e4902dc7148a67823c93a6bb081,largest_authorized_cap_actually_entered,True
cb443_V20_compact_r1_balanced_M03_Q30_T18000,citibike443-regional-v1,primary_structural,20,compact,balanced,1,3,30,18000,pgrb,screen_3600,3600,2.6707635,3.7850593797256726,True,2.6707635,3.7850593797256726,3600,True,0.0,0.0,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r1_balanced_M03_Q30_T18000/pgrb/screen_3600/result.json,87c640695aa62cefc9491d9b3a9f9f47fc54db3981239046cd3f89a8c3b96084,188ae77e2d2a639f8cbc064da871307d5390cb616610d60513d2240001f2edf5,largest_authorized_cap_actually_entered,True
cb443_V20_compact_r1_surplus_M02_Q30_T01800,citibike443-regional-v1,primary_structural,20,compact,surplus,1,2,30,1800,k1_am_sf,screen_3600,3600,530.5649599,1069.6367492655427,True,530.5649599,1069.6367492655427,3600,True,0.8299634029496857,0.8299634131717751,1.0222089397160516e-08,1.2316313267467948e-08,1.0222089397160516e-08,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r1_surplus_M02_Q30_T01800/k1_am_sf/screen_3600/result.json,1b24b49510d0cbd86220217aae972568cd168976d258c56811950245fe2e7219,4741d44f749c8e64a186fe21663098f0d7caf24f086d29e1aaa4fd1b74efdcd2,largest_authorized_cap_actually_entered,True
cb443_V20_compact_r1_surplus_M02_Q30_T01800,citibike443-regional-v1,primary_structural,20,compact,surplus,1,2,30,1800,pgrb,screen_3600,3600,2693.0138439,5194.25218894543,True,2693.0138439,5194.25218894543,3600,True,0.8299634131717751,0.8299634131717751,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_compact_r1_surplus_M02_Q30_T01800/pgrb/screen_3600/result.json,b07085ef679ce1eb71263b87dca2d717555ee9f67b07360949498c5b8493bd31,aa7667b75ce8759c0b88e26c2021ce7419de8f9ed9ab394bc742d8245035cb6d,largest_authorized_cap_actually_entered,True
cb443_V20_regional_r2_shortage_M03_Q30_T03600,citibike443-regional-v1,primary_structural,20,regional,shortage,2,3,30,3600,k1_am_sf,long_10800,10800,10798.207318,24423.137525754795,False,,,,True,0.4147593699564803,0.5150591127753121,0.10029974281883186,0.19473443014799416,0.10029974281883186,True,round31_c6_external_gini_tree_time_limit,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r2_shortage_M03_Q30_T03600/k1_am_sf/long_10800/result.json,4dfc1213e4f07027b3ae166732cf6eec4fd26854466c9e72df798d134c971ec3,1f5d9dfdc2d7623d550b853163b57f7d213c472bb9adb8650b6188a9b360d524,largest_authorized_cap_actually_entered,True
cb443_V20_regional_r2_shortage_M03_Q30_T03600,citibike443-regional-v1,primary_structural,20,regional,shortage,2,3,30,3600,pgrb,long_10800,10800,10798.8702498,21945.855133081306,False,,,,True,0.36150324116040733,0.5163267893142982,0.15482354815389088,0.29985573353554346,0.15482354815389088,True,TIME_LIMIT,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r2_shortage_M03_Q30_T03600/pgrb/long_10800/result.json,7f2d957f5fff46c8d8d2c4c8bda4b03244fb7fa871900dad28387c655f0353eb,af8b9e85fa59be24f887f4df80e4e513e771868acd777c10a193b0626ed02b32,largest_authorized_cap_actually_entered,True
cb443_V20_regional_r2_balanced_M02_Q20_T10800,citibike443-regional-v1,primary_structural,20,regional,balanced,2,2,20,10800,k1_am_sf,screen_3600,3600,38.8193911,0,True,38.8193911,0,3600,True,0.0,0.0,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r2_balanced_M02_Q20_T10800/k1_am_sf/screen_3600/result.json,1f4b422f0390ef8e924d5075fb442d5a84621c4a7282aa92e8e8e9bf23c371e4,8cbbcb73553503e96a49a5cd27b20fa22e70186307a192711192e8bb13dc6a77,largest_authorized_cap_actually_entered,True
cb443_V20_regional_r2_balanced_M02_Q20_T10800,citibike443-regional-v1,primary_structural,20,regional,balanced,2,2,20,10800,pgrb,screen_3600,3600,4.7457914,7.649212373462048,True,4.7457914,7.649212373462048,3600,True,0.0,0.0,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r2_balanced_M02_Q20_T10800/pgrb/screen_3600/result.json,9df5d9ded2befa5d41768a7625d0a9c7dc41099561bf29f32baa168f3462c746,a2758398cdb877bf0374dccc9b987028e3b76e7bde474416a5400a250e7d4012,largest_authorized_cap_actually_entered,True
cb443_V20_regional_r2_surplus_M03_Q20_T18000,citibike443-regional-v1,primary_structural,20,regional,surplus,2,3,20,18000,k1_am_sf,screen_3600,3600,29.6037981,2.50451484009395,True,29.6037981,2.50451484009395,3600,True,0.022540584415584423,0.022540584415584423,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r2_surplus_M03_Q20_T18000/k1_am_sf/screen_3600/result.json,eaeef21d77fc94ccc0bf03474d1d6bad6c470c5158bf87542a90f241e6f5553f,cb69699bbe5e0c4ece97b20e67d9d543d851d3655c695dd981254ea8481b64fe,largest_authorized_cap_actually_entered,True
cb443_V20_regional_r2_surplus_M03_Q20_T18000,citibike443-regional-v1,primary_structural,20,regional,surplus,2,3,20,18000,pgrb,screen_3600,3600,9.5708383,16.267932537444086,True,9.5708383,16.267932537444086,3600,True,0.02254058441094787,0.022540584415584423,4.636555028803002e-12,2.0569808410101897e-10,4.636555028803002e-12,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r2_surplus_M03_Q20_T18000/pgrb/screen_3600/result.json,d22efaae2ba244f29460d54201e8c49c1dcd20eb5f95c12ab586c8f12d23d98d,f351a9442bc78b6fef7ea0365285f8f4d0dcd21912955e4f964e113f24131d6f,largest_authorized_cap_actually_entered,True
cb443_V30_compact_r2_shortage_M05_Q20_T18000,citibike443-regional-v1,primary_structural,30,compact,shortage,2,5,20,18000,k1_am_sf,extension_21600,21600,21598.9121539,43412.01506784882,False,,,,True,0.337244233406584,0.3478644013605063,0.010620167953922288,0.030529619910478187,0.010620167953922288,True,round31_c6_external_gini_tree_time_limit,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r2_shortage_M05_Q20_T18000/k1_am_sf/extension_21600/result.json,330562cdaa4c0faa9ef58e758f138dde4fbe16a7bd8bfee0ff5917494efdbf45,589699eb18d5ddeed546b5e18789e024c8e78b2f771dc6500d166ddd3ed07078,largest_authorized_cap_actually_entered,True
cb443_V30_compact_r2_shortage_M05_Q20_T18000,citibike443-regional-v1,primary_structural,30,compact,shortage,2,5,20,18000,pgrb,extension_21600,21600,21598.3993609,47912.11526726506,False,,,,True,0.33837545802906815,0.3478644013605063,0.009488943331438127,0.027277707331726485,0.009488943331438127,True,TIME_LIMIT,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r2_shortage_M05_Q20_T18000/pgrb/extension_21600/result.json,bcfbfca0ccb533486742a8776d1079a90b4e163e07e29d38cd2bf75b7354035a,d7de881ebfcfc94fd9c0f3245b06dd3681d87b9f304f7bb8d21d244b98e1349d,largest_authorized_cap_actually_entered,True
cb443_V30_compact_r2_balanced_M03_Q30_T01800,citibike443-regional-v1,primary_structural,30,compact,balanced,2,3,30,1800,k1_am_sf,extension_21600,21600,21598.5688442,49333.69425263951,False,,,,True,0.7863210481977319,0.8142420757383567,0.027921027540624865,0.03429081887632251,0.027921027540624865,True,round31_c6_external_gini_tree_time_limit,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r2_balanced_M03_Q30_T01800/k1_am_sf/extension_21600/result.json,5f8faecd0365f8963b401ef31d6f400b641cde2901ef3c9fae6bf1b92acba3db,5b7e94ba03acb1630521ff2eda5164b45c853b9f8f7e036cf661620aedee9e69,largest_authorized_cap_actually_entered,True
cb443_V30_compact_r2_balanced_M03_Q30_T01800,citibike443-regional-v1,primary_structural,30,compact,balanced,2,3,30,1800,pgrb,long_10800,10800,10798.6718524,21604.704941530203,False,,,,True,0.6646592995387766,0.8219739047492574,0.1573146052104808,0.19138637407043904,0.1573146052104808,True,TIME_LIMIT,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r2_balanced_M03_Q30_T01800/pgrb/long_10800/result.json,8bda23720c52036240b05ba0c6ec969ebe85286d11551215d5978aad3db8b454,a19ab9ab21dfe1d392efc0a4367ea33bdcfa8d81e114cd8e3691b12bfcdeb319,largest_authorized_cap_actually_entered,True
