scenario_id,dataset_family,panel_class,V,geographic_regime,inventory_regime,replicate,M,Q,T,method,official_run_stage,official_authorized_cap_seconds,official_algorithm_wall_time,official_algorithm_work,strict_certificate,exact_certificate_time,exact_certificate_work,certificate_authorized_cap_seconds,verified_incumbent_available,valid_lower_bound,verified_upper_bound,absolute_gap,relative_gap,scaled_gap,route_witness_available,native_status,result_path,result_sha256,run_identity_sha256,official_selection_rule,fresh_run_time_not_summed
cb443_V08_compact_r2_shortage_M01_Q30_T01800,citibike443-regional-v1,primary_structural,8,compact,shortage,2,1,30,1800,k1_am_sf,screen_3600,3600,2.5734734,1.7945664445159282,True,2.5734734,1.7945664445159282,3600,True,0.6158836280552407,0.6158836280552391,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r2_shortage_M01_Q30_T01800/k1_am_sf/screen_3600/result.json,208c297acb7763e45e04a626eed45aa5f5ea070b151986a3f1fc5e46b09a7e82,dd7711c3dde8d200eda4eda1ebc62ac586cdd0b553d9ce938d1a128fa56d338a,largest_authorized_cap_actually_entered,True
cb443_V08_compact_r2_shortage_M01_Q30_T01800,citibike443-regional-v1,primary_structural,8,compact,shortage,2,1,30,1800,pgrb,screen_3600,3600,2.1303556,2.5212446235721315,True,2.1303556,2.5212446235721315,3600,True,0.6158836280552391,0.6158836280552391,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r2_shortage_M01_Q30_T01800/pgrb/screen_3600/result.json,747dcf6d73af2f990001a555d38ec34993d7734745416a4c5904e1633e71fea9,7d341172cd35a1383c9a939d3d630095da6321b4981a7395b353bd724640da4a,largest_authorized_cap_actually_entered,True
cb443_V08_compact_r2_balanced_M02_Q20_T03600,citibike443-regional-v1,primary_structural,8,compact,balanced,2,2,20,3600,k1_am_sf,screen_3600,3600,1.5892056,0,True,1.5892056,0,3600,True,0.0,0.0,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r2_balanced_M02_Q20_T03600/k1_am_sf/screen_3600/result.json,8542001d08f3ee7738832f0752e3e456d2c5307d932fc8ab86b05ca303778bba,8060e0c5a2655d3fc02c631a6a852b765dfe544e30ee9ee9d34d468dda848601,largest_authorized_cap_actually_entered,True
cb443_V08_compact_r2_balanced_M02_Q20_T03600,citibike443-regional-v1,primary_structural,8,compact,balanced,2,2,20,3600,pgrb,screen_3600,3600,0.088998,0.066374492751732,True,0.088998,0.066374492751732,3600,True,0.0,0.0,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r2_balanced_M02_Q20_T03600/pgrb/screen_3600/result.json,85720730f31ab34ab6731a9eb1e02aaf2e90e9029065afd7c813e31577add907,e444534722640df258be333d0b32f909116130aaa1dc7bbb02f84f4a43d1b420,largest_authorized_cap_actually_entered,True
cb443_V08_compact_r1_surplus_M01_Q20_T10800,citibike443-regional-v1,primary_structural,8,compact,surplus,1,1,20,10800,k1_am_sf,screen_3600,3600,4.0510296,0,True,4.0510296,0,3600,True,0.0,0.0,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r1_surplus_M01_Q20_T10800/k1_am_sf/screen_3600/result.json,113b6880a2e6a848a6b6d29dda62f63c1a2f20d14b5d6736427a3de089fbd4ff,8615bbbacb9dd566840ad7130effa8e8db95de685c9a88ae0f72be722269d675,largest_authorized_cap_actually_entered,True
cb443_V08_compact_r1_surplus_M01_Q20_T10800,citibike443-regional-v1,primary_structural,8,compact,surplus,1,1,20,10800,pgrb,screen_3600,3600,0.0539732,0.02289566272346699,True,0.0539732,0.02289566272346699,3600,True,0.0,0.0,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r1_surplus_M01_Q20_T10800/pgrb/screen_3600/result.json,4ab5a9455e5d9f942453b4b1245932e7895a5121986ae0111574691b78ae2a9a,348bb12a16c91efc01b942a633051e00562e6f5aa641a231d87bb1fbbc33421d,largest_authorized_cap_actually_entered,True
cb443_V08_regional_r2_shortage_M02_Q20_T18000,citibike443-regional-v1,primary_structural,8,regional,shortage,2,2,20,18000,k1_am_sf,screen_3600,3600,8.3479038,0.40993923165813806,True,8.3479038,0.40993923165813806,3600,True,0.0933146979521674,0.09331469795216743,2.7755575615628914e-17,2.974405557188457e-16,2.7755575615628914e-17,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_shortage_M02_Q20_T18000/k1_am_sf/screen_3600/result.json,f1ee23f394a44f62f214bc79b183ebf1e4d6868c39c5826dc13d563ae1b2f03c,5402598fdca91ab8c669ad49cfbca5d0870b29b8f45bd1d1636b3e76e3d7ee68,largest_authorized_cap_actually_entered,True
cb443_V08_regional_r2_shortage_M02_Q20_T18000,citibike443-regional-v1,primary_structural,8,regional,shortage,2,2,20,18000,pgrb,screen_3600,3600,0.4852828,0.46763277213107685,True,0.4852828,0.46763277213107685,3600,True,0.09331469795216739,0.09331469795216743,4.163336342344337e-17,4.461608335782685e-16,4.163336342344337e-17,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_shortage_M02_Q20_T18000/pgrb/screen_3600/result.json,6b62f5ddead65821cee21da780cfb480b21c84b8d5b7f3aebfce0fd0a4719ea2,6510a1cabee27e73ad10b093480da977ec84024d4da6e613123c56042382bc56,largest_authorized_cap_actually_entered,True
cb443_V08_regional_r1_balanced_M01_Q30_T01800,citibike443-regional-v1,primary_structural,8,regional,balanced,1,1,30,1800,k1_am_sf,screen_3600,3600,1.0823251,0.5766814285470513,True,1.0823251,0.5766814285470513,3600,True,0.32901978737802284,0.32901978737802284,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r1_balanced_M01_Q30_T01800/k1_am_sf/screen_3600/result.json,6f1eb1078acaaaa090343172c3bd890b8e35ee684a8b588223b2df8ec837907e,41e8334b1ddf6e67e9622c8ddf77564005927c163492a16f7a0bc9f700666bb4,largest_authorized_cap_actually_entered,True
cb443_V08_regional_r1_balanced_M01_Q30_T01800,citibike443-regional-v1,primary_structural,8,regional,balanced,1,1,30,1800,pgrb,screen_3600,3600,0.6757143,0.6835033418122858,True,0.6757143,0.6835033418122858,3600,True,0.3290197873780229,0.32901978737802284,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r1_balanced_M01_Q30_T01800/pgrb/screen_3600/result.json,e03975ceb8c37157cf8f89e4afd85c2844ab31d1e310e63181ccdf2477ef3899,29ebc7e1e987ebf5685c288b3b35088c4d7b786436545d1deae4985631ca0c80,largest_authorized_cap_actually_entered,True
cb443_V08_regional_r2_surplus_M02_Q30_T03600,citibike443-regional-v1,primary_structural,8,regional,surplus,2,2,30,3600,k1_am_sf,screen_3600,3600,3.2591488,1.558120363057519,True,3.2591488,1.558120363057519,3600,True,0.05598353715588168,0.05598353715588168,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_surplus_M02_Q30_T03600/k1_am_sf/screen_3600/result.json,3bad19540470e7b1bcbc84290f2198dc11a8be291945411d8e2373002024d77a,84619bd9dbea71fa47efdceb1e3f2a425da8f5f1acaec7ce8d8eb3af1f332cdb,largest_authorized_cap_actually_entered,True
cb443_V08_regional_r2_surplus_M02_Q30_T03600,citibike443-regional-v1,primary_structural,8,regional,surplus,2,2,30,3600,pgrb,screen_3600,3600,1.7035644,2.0760268883951065,True,1.7035644,2.0760268883951065,3600,True,0.05598353715588169,0.05598353715588168,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_regional_r2_surplus_M02_Q30_T03600/pgrb/screen_3600/result.json,8726d213d287342abaf23f0647631177bf2ae2e158ecd5a2a788b340602d6f90,2abcb699c3d4b18daf535fa93288f3fbea1a95990a17e8729967e7fba09de967,largest_authorized_cap_actually_entered,True
cb443_V12_compact_r2_shortage_M02_Q30_T03600,citibike443-regional-v1,primary_structural,12,compact,shortage,2,2,30,3600,k1_am_sf,screen_3600,3600,376.606236,677.2014595196605,True,376.606236,677.2014595196605,3600,True,0.26181696280070443,0.26181696296169044,1.6098600230662896e-10,6.148799546276333e-10,1.6098600230662896e-10,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r2_shortage_M02_Q30_T03600/k1_am_sf/screen_3600/result.json,a309a5c0491fa5846d69cec25928814fcc6f4ccf5a672bc5ca37eb8cd1fffda1,6bb3b346277e45cdc6899fb1a5e611957ba3268b528b80074731bb4336b2b413,largest_authorized_cap_actually_entered,True
cb443_V12_compact_r2_shortage_M02_Q30_T03600,citibike443-regional-v1,primary_structural,12,compact,shortage,2,2,30,3600,pgrb,screen_3600,3600,1011.8286632,1839.011091279654,True,1011.8286632,1839.011091279654,3600,True,0.2618169629616905,0.26181696296169044,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r2_shortage_M02_Q30_T03600/pgrb/screen_3600/result.json,4daa3ae45524a4435f18db2a65fdd3946d0cb67f26f47b571d8d45550dabc072,97583a14b52fc8eeba5ae8515f634ce8758f15e9b6a4c76e177aa4c1025cc2b2,largest_authorized_cap_actually_entered,True
cb443_V12_compact_r1_balanced_M01_Q20_T10800,citibike443-regional-v1,primary_structural,12,compact,balanced,1,1,20,10800,k1_am_sf,screen_3600,3600,13.2753025,0,True,13.2753025,0,3600,True,0.0,0.0,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r1_balanced_M01_Q20_T10800/k1_am_sf/screen_3600/result.json,8a4453a930e41ad03355b54148e6bfeaf02783ab24524a1281415992bb21e02b,aebf18e7b632dd25630272c0ce25b2bc1c89d5666785ff22b42dfda5a798097d,largest_authorized_cap_actually_entered,True
cb443_V12_compact_r1_balanced_M01_Q20_T10800,citibike443-regional-v1,primary_structural,12,compact,balanced,1,1,20,10800,pgrb,screen_3600,3600,0.0917746,0.08384281195982445,True,0.0917746,0.08384281195982445,3600,True,0.0,0.0,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r1_balanced_M01_Q20_T10800/pgrb/screen_3600/result.json,918fb15e1d4e4a4e3304423541b14465b8d0c922467d8a0709713b83bdaa30fd,2831c99f2c0186f28c3882b1f5141d9eca0eaba3d7e7e8a68713313a847ce838,largest_authorized_cap_actually_entered,True
cb443_V12_compact_r1_surplus_M02_Q20_T18000,citibike443-regional-v1,primary_structural,12,compact,surplus,1,2,20,18000,k1_am_sf,screen_3600,3600,9.4069332,0,True,9.4069332,0,3600,True,0.0,0.0,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r1_surplus_M02_Q20_T18000/k1_am_sf/screen_3600/result.json,003a8ced4f4dc295922900c0010f37f4857e348b53fdeb053b62d249013badaa,9a1bb5cc2012d212bf2e34eb3ace68e5e744923393e986b15325b59ea65e5d3c,largest_authorized_cap_actually_entered,True
cb443_V12_compact_r1_surplus_M02_Q20_T18000,citibike443-regional-v1,primary_structural,12,compact,surplus,1,2,20,18000,pgrb,screen_3600,3600,0.0869982,0.07079204405313029,True,0.0869982,0.07079204405313029,3600,True,0.0,0.0,0.0,0.0,0.0,True,OPTIMAL,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_compact_r1_surplus_M02_Q20_T18000/pgrb/screen_3600/result.json,7a060cadda5e741896b180939e03f33ad744031c4911cd1e266ef281bf69abdb,c71f1684e63e9909112233404b11d65ba0f932c311dfe52af69961def7613f77,largest_authorized_cap_actually_entered,True
cb443_V12_regional_r1_shortage_M01_Q20_T01800,citibike443-regional-v1,primary_structural,12,regional,shortage,1,1,20,1800,k1_am_sf,screen_3600,3600,2.4762802,2.336684899427285,True,2.4762802,2.336684899427285,3600,True,0.7089839241207809,0.7089839241207561,0.0,0.0,0.0,True,optimal,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V12_regional_r1_shortage_M01_Q20_T01800/k1_am_sf/screen_3600/result.json,d8d1c597282bcc59af34e079a09a412f22cad905f9e8c944f5dfbd826a2afefa,6bcc1fb78697cdd31b679fcce01b6fa179b53c47cfd16d59f7186269e80cf9e4,largest_authorized_cap_actually_entered,True
