path,bytes,sha256,committed,reproduction
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T03600/canonical.lp,32981,028aad2b25e62a27c9bd05814dcff081891735e8e52d0a127e9b0bbe2fb1aa0f,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T03600/command.json,3261,fa71f28eb1cb25fe68278081f5748cde00323f714aa0aa0eed49af20854e22b6,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T03600/completion_marker.json,2119,b988d02f3b8acf3e2f947b5453aab8145146debd129552f1ce96e3ec611a286d,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T03600/native.log,4830,169adb6ecb915b39860e42aaafa5db21fbb0f2dd82142c8e6210a390aef73eb8,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T03600/process_phases.csv,939,78d7a8a443ec1c9a1091853670595df4f6b5778084a81d3966523ea676a954aa,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T03600/progress.csv,120307,99515c84d0710de97f7eab4f0a69043ae06a4ed9991c51d4b425fa1aecf8701d,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T03600/result.json,84449,9eaff3bddbd33960de92bfbc354f7f254bb4a6195f237b59ab5b4868e030c60e,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T03600/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T03600/stdout.log,103,8b6dce224f595cf0ad0c6466b4067fc89ea2ce2a3303e353fb6082742e20d884,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T18000/canonical.lp,32982,237824296e44a4c22cb1de240b20ec03c65e00614be7f6ff3b9752b96c946bc0,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T18000/command.json,3263,60c5f9dcba45d728ecb0a867f44d355cad7c752a34c368309e9d4c4d3cba7e84,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T18000/completion_marker.json,2135,bd6f82906eb942e7419cefd17fe8f4e165a66670d2993816b954d3d1a6df131e,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T18000/native.log,8731,4a260ac502dd6c0b76377867374e9a29ad53d10db8980a56984790cfbfc0d0f9,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T18000/process_phases.csv,965,ef2fe31aefa62953b3f2eb606119e74e9c9863beb513f3d12335a6b7c1465706,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T18000/progress.csv,9998,597dd3f08f54b3414e191e85c778e162a83527cfe925c3d1e1d7fd123e9a3631,False,scripts/run_round58_pgrb_fingerprint_preflight.py
results/gf_citibike443_k1_vs_pgrb_round58/local_raw/fingerprint_preflight/cb443_V08_compact_r1_shortage_M01_Q30_T18000/result.json,84588,d0c06fe6fd5b6f7358b5448913c4748970450f0b67f8decd3e9428090ef52830,False,scripts/run_round58_pgrb_fingerprint_preflight.py
