scenario_id,dataset_family,panel_class,V,geographic_regime,inventory_regime,replicate,M,fleet_density_V_over_M,Q,T,K1_certificate_3600,PGRB_certificate_3600,K1_certificate_10800,PGRB_certificate_10800,K1_final_cap_seconds,PGRB_final_cap_seconds,K1_final_status,PGRB_final_status,K1_final_certificate,PGRB_final_certificate,K1_official_algorithm_wall_time,PGRB_official_algorithm_wall_time,K1_official_algorithm_work,PGRB_official_algorithm_work,K1_exact_time,PGRB_exact_time,K1_exact_work,PGRB_exact_work,exact_time_ratio_K1_over_PGRB,exact_work_ratio_K1_over_PGRB,K1_valid_LB,PGRB_valid_LB,K1_verified_UB,PGRB_verified_UB,K1_absolute_gap,PGRB_absolute_gap,K1_relative_gap,PGRB_relative_gap,K1_scaled_gap,PGRB_scaled_gap,K1_route_witness,PGRB_route_witness,largest_common_authorized_cap_seconds,K1_common_horizon_relative_gap_integral,PGRB_common_horizon_relative_gap_integral,K1_gap_integral_coverage_seconds,PGRB_gap_integral_coverage_seconds,unequal_final_horizons,pair_outcome,censoring_status,severe_regression_status,long_run_material_regression_status
cb443_V12_regional_r2_balanced_M02_Q30_T03600,citibike443-regional-v1,primary_structural,12,regional,balanced,2,2,6.0,30,3600,True,True,,,3600,3600,optimal,OPTIMAL,True,True,21.1793404,49.7521769,30.758576263883747,82.88240065199452,21.1793404,49.7521769,30.758576263883747,82.88240065199452,0.42569675780357663,0.37111106847679803,0.0924622440292937,0.09246224402929369,0.09246224402929373,0.09246224402929373,2.7755575615628914e-17,4.163336342344337e-17,3.001828033379272e-16,4.5027420500689075e-16,2.7755575615628914e-17,4.163336342344337e-17,True,True,3600,1.0913145815354716e-18,33.89711923280887,0.003635500000001457,43.7657088,False,both_certified_k1_faster,none,False,False
cb443_V12_regional_r1_surplus_M01_Q30_T10800,citibike443-regional-v1,primary_structural,12,regional,surplus,1,1,12.0,30,10800,True,True,,,3600,3600,optimal,OPTIMAL,True,True,42.1510714,5.3673415,2.9610532339153504,7.433061678966169,42.1510714,5.3673415,2.9610532339153504,7.433061678966169,7.8532493973040465,0.39836252701823266,0.058563973125784964,0.05856397312578512,0.05856397312578515,0.05856397312578515,1.8735013540549517e-16,3.469446951953614e-17,3.1990680516688973e-15,5.924200095683143e-16,1.8735013540549517e-16,3.469446951953614e-17,True,True,3600,0.7122277354656524,0.03452780747884844,2.6299636999999976,0.7401715000000006,False,both_certified_pgrb_faster,none,False,False
cb443_V20_compact_r2_shortage_M02_Q20_T10800,citibike443-regional-v1,primary_structural,20,compact,shortage,2,2,10.0,20,10800,True,True,,,3600,3600,optimal,OPTIMAL,True,True,578.9015901,671.4326074,1057.8433874559194,1276.836086697072,578.9015901,671.4326074,1057.8433874559194,1276.836086697072,0.862188674961275,0.8284880091322886,0.22562183039811493,0.22562183056405632,0.2256218305640563,0.2256218305640563,1.6594137175474089e-10,0.0,7.354845554611723e-10,0.0,1.6594137175474089e-10,0.0,True,True,3600,20.272936988128563,13.387734139599944,533.2377507,525.4032985000001,False,both_certified_k1_faster,none,False,False
cb443_V20_compact_r1_balanced_M03_Q30_T18000,citibike443-regional-v1,primary_structural,20,compact,balanced,1,3,6.666666666666667,30,18000,True,True,,,3600,3600,optimal,OPTIMAL,True,True,21.0049361,2.6707635,0,3.7850593797256726,21.0049361,2.6707635,0,3.7850593797256726,7.864768295657776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,3600,0.0,0.0,0.0015542999999986762,0.08540539999999996,False,both_certified_pgrb_faster,none,False,False
cb443_V20_compact_r1_surplus_M02_Q30_T01800,citibike443-regional-v1,primary_structural,20,compact,surplus,1,2,10.0,30,1800,True,True,,,3600,3600,optimal,OPTIMAL,True,True,530.5649599,2693.0138439,1069.6367492655427,5194.25218894543,530.5649599,2693.0138439,1069.6367492655427,5194.25218894543,0.19701531096908148,0.20592699590943564,0.8299634029496857,0.8299634131717751,0.8299634131717751,0.8299634131717751,1.0222089397160516e-08,0.0,1.2316313267467948e-08,0.0,1.0222089397160516e-08,0.0,True,True,3600,26.95303866452127,95.6143235952708,527.7419623999999,2589.7304558,False,both_certified_k1_faster,none,False,False
cb443_V20_regional_r2_shortage_M03_Q30_T03600,citibike443-regional-v1,primary_structural,20,regional,shortage,2,3,6.666666666666667,30,3600,False,False,False,False,10800,10800,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,10798.207318,10798.8702498,24423.137525754795,21945.855133081306,,,,,,,0.4147593699564803,0.36150324116040733,0.5150591127753121,0.5163267893142982,0.10029974281883186,0.15482354815389088,0.19473443014799416,0.29985573353554346,0.10029974281883186,0.15482354815389088,True,True,10800,0.0007245289211091143,3391.580887295968,0.003720600001543062,10404.3577607,False,neither_certified_k1_better_bound,at_least_one_method_censored,False,False
cb443_V20_regional_r2_balanced_M02_Q20_T10800,citibike443-regional-v1,primary_structural,20,regional,balanced,2,2,10.0,20,10800,True,True,,,3600,3600,optimal,OPTIMAL,True,True,38.8193911,4.7457914,0,7.649212373462048,38.8193911,4.7457914,0,7.649212373462048,8.179750820906287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,3600,0.0,0.0,0.0022120000000001028,0.06468909999999983,False,both_certified_pgrb_faster,none,False,False
cb443_V20_regional_r2_surplus_M03_Q20_T18000,citibike443-regional-v1,primary_structural,20,regional,surplus,2,3,6.666666666666667,20,18000,True,True,,,3600,3600,optimal,OPTIMAL,True,True,29.6037981,9.5708383,2.50451484009395,16.267932537444086,29.6037981,9.5708383,2.50451484009395,16.267932537444086,3.093124883323961,0.15395409553913994,0.022540584415584423,0.02254058441094787,0.022540584415584423,0.022540584415584423,0.0,4.636555028803002e-12,0.0,2.0569808410101897e-10,0.0,4.636555028803002e-12,True,True,3600,0.4703798238465037,1.5430318359987598e-11,3.6736192999999986,0.07501440000000059,False,both_certified_pgrb_faster,none,False,False
cb443_V30_compact_r2_shortage_M05_Q20_T18000,citibike443-regional-v1,primary_structural,30,compact,shortage,2,5,6.0,20,18000,False,False,False,False,21600,21600,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,21598.9121539,21598.3993609,43412.01506784882,47912.11526726506,,,,,,,0.337244233406584,0.33837545802906815,0.3478644013605063,0.3478644013605063,0.010620167953922288,0.009488943331438127,0.030529619910478187,0.027277707331726485,0.010620167953922288,0.009488943331438127,True,True,21600,748.2497875751942,631.2845032450418,21413.8945128,20047.235267,False,neither_certified_pgrb_better_bound,at_least_one_method_censored,False,False
cb443_V30_compact_r2_balanced_M03_Q30_T01800,citibike443-regional-v1,primary_structural,30,compact,balanced,2,3,10.0,30,1800,False,False,False,False,21600,10800,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,21598.5688442,10798.6718524,49333.69425263951,21604.704941530203,,,,,,,0.7863210481977319,0.6646592995387766,0.8142420757383567,0.8219739047492574,0.027921027540624865,0.1573146052104808,0.03429081887632251,0.19138637407043904,0.027921027540624865,0.1573146052104808,True,True,10800,949.1862247514695,2089.085891194671,10792.5972613,10184.2541822,True,neither_certified_k1_better_bound,at_least_one_method_censored,False,False
cb443_V30_compact_r2_surplus_M05_Q30_T03600,citibike443-regional-v1,primary_structural,30,compact,surplus,2,5,6.0,30,3600,False,False,False,False,10800,10800,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,10798.1175134,10798.4087151,28336.79488901367,22187.898005904495,,,,,,,0.22670589358911886,0.1345646031240268,0.3971975721575447,0.4127474378010471,0.17049167856842584,0.2781828346770203,0.4292364569157082,0.6739783441396194,0.17049167856842584,0.2781828346770203,True,True,10800,0.008548458658105744,58.00269949252556,0.019915500000934117,86.05005879999953,False,neither_certified_k1_better_bound,at_least_one_method_censored,False,False
cb443_V30_regional_r2_shortage_M03_Q30_T10800,citibike443-regional-v1,primary_structural,30,regional,shortage,2,3,10.0,30,10800,False,False,False,False,21600,21600,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,21598.8986052,21599.8855023,41547.770029062376,43946.855993369325,,,,,,,0.24464839987045855,0.2434486650658,0.2547425630375072,0.2547425630375072,0.010094163167048642,0.011293897971707184,0.03962495723795643,0.04433455421442203,0.010094163167048642,0.011293897971707184,True,True,21600,1041.195922709134,997.1724446973311,21519.808099,20165.2514762,False,neither_certified_k1_better_bound,at_least_one_method_censored,False,False
cb443_V30_regional_r2_balanced_M05_Q20_T18000,citibike443-regional-v1,primary_structural,30,regional,balanced,2,5,6.0,20,18000,True,True,,,3600,3600,optimal,OPTIMAL,True,True,39.0566173,12.1283954,0,20.86411259893232,39.0566173,12.1283954,0,20.86411259893232,3.2202625336571726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,3600,0.0,0.0,0.002055999999996061,0.16732310000000084,False,both_certified_pgrb_faster,none,False,False
cb443_V30_regional_r2_surplus_M03_Q20_T01800,citibike443-regional-v1,primary_structural,30,regional,surplus,2,3,10.0,20,1800,True,False,,False,3600,16200,optimal,TIME_LIMIT,True,False,955.4381171,16199.016203,1925.8550803877433,30440.1908986898,955.4381171,,1925.8550803877433,,,,1.20303990445863,1.140500373276912,1.2030399129495564,1.2030399129495564,8.490926406423682e-09,0.06253953967264447,7.057892522955477e-09,0.05198459253052792,7.057892522955477e-09,0.05198459253052792,True,True,3600,41.144567037798566,356.53763017089585,954.0369423,3585.8756415999997,True,k1_only_certified,at_least_one_method_censored,False,False
cb443_V50_compact_r1_shortage_M04_Q30_T01800,citibike443-regional-v1,primary_structural,50,compact,shortage,1,4,12.5,30,1800,False,False,False,False,16200,10800,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,16198.1394612,10798.2234464,40028.45058467741,24665.92951721729,,,,,,,1.5817682416331158,1.3987494858284004,1.6832897879107886,1.6854701601693949,0.10152154627767285,0.28672067434099446,0.06031138964115982,0.170113171456075,0.06031138964115982,0.170113171456075,True,True,10800,0.0005500613584328925,1022.9294596420293,0.008174200000212295,5918.542879299999,True,neither_certified_k1_better_bound,at_least_one_method_censored,False,False
cb443_V50_compact_r2_balanced_M07_Q20_T03600,citibike443-regional-v1,primary_structural,50,compact,balanced,2,7,7.142857142857143,20,3600,False,False,False,False,10800,10800,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,10798.1436222,10798.0798645,28544.274272020837,24929.399525396468,,,,,,,1.6441181572030696e-06,4.946367505542488e-07,0.28946841025799674,0.36548228560903717,0.2894667661398395,0.3654817909722866,0.9999943202156126,0.9999986466190838,0.2894667661398395,0.3654817909722866,True,True,10800,10685.070769333961,3610.233303772536,10685.1304568,3610.2381897999994,False,neither_certified_k1_better_bound,at_least_one_method_censored,False,False
cb443_V50_compact_r2_surplus_M04_Q20_T10800,citibike443-regional-v1,primary_structural,50,compact,surplus,2,4,12.5,20,10800,False,False,False,False,10800,10800,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,10798.1553894,10799.6938335,19632.133052098197,19791.033204237556,,,,,,,1.2493690249026906e-16,4.142219440326095e-18,0.007777215274314213,0.06876635086614173,0.0077772152743140885,0.06876635086614173,0.9999999999999839,1.0,0.0077772152743140885,0.06876635086614173,True,True,10800,10642.3602802,501.02319589999934,10642.3602802,501.02319589999934,False,neither_certified_k1_better_bound,at_least_one_method_censored,False,False
cb443_V50_regional_r2_shortage_M07_Q20_T18000,citibike443-regional-v1,primary_structural,50,regional,shortage,2,7,7.142857142857143,20,18000,False,False,False,False,16200,16200,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,16199.8770453,16198.3188123,38780.51167417263,38504.33572745051,,,,,,,0.30806659627065863,0.3083888485966158,0.3266681003584966,0.32904888131462506,0.01860150408783795,0.020660032718009258,0.05694312994572789,0.06278712340691672,0.01860150408783795,0.020660032718009258,True,True,16200,963.3435505273915,340.9516498868775,15900.2610807,5376.7875833,False,neither_certified_mixed,at_least_one_method_censored,False,False
cb443_V50_regional_r1_balanced_M04_Q30_T01800,citibike443-regional-v1,primary_structural,50,regional,balanced,1,4,12.5,30,1800,True,False,,False,3600,10800,optimal,TIME_LIMIT,True,False,2788.8363446,10798.1781895,5893.144010984095,25577.921435556273,2788.8363446,,5893.144010984095,,,,0.7448589677464186,0.5871910395079816,0.7448589816653802,0.7476706864390772,1.3918961649928008e-08,0.16047964693109562,1.8686707138588212e-08,0.21463947944169143,1.3918961649928008e-08,0.16047964693109562,True,True,3600,86.65700429102876,153.55962846974612,2786.5163697,649.6011478,True,k1_only_certified,at_least_one_method_censored,False,False
cb443_V50_regional_r2_surplus_M07_Q30_T03600,citibike443-regional-v1,primary_structural,50,regional,surplus,2,7,7.142857142857143,30,3600,False,False,False,False,10800,10800,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,10798.1172881,10798.1228362,34822.2550129116,25672.919286186723,,,,,,,0.4224838168669283,0.3927229852720102,0.9037027092008609,0.9326856225764267,0.4812188923339326,0.5399626373044165,0.5324969012867867,0.5789331627229737,0.4812188923339326,0.5399626373044165,True,True,10800,5860.070960521685,256.4795176931374,10770.2261049,442.98435249999966,False,neither_certified_k1_better_bound,at_least_one_method_censored,False,False
cb443_V08_compact_r1_shortage_M01_Q30_T03600,citibike443-regional-v1,matched_route_horizon,8,compact,shortage,1,1,8.0,30,3600,True,True,,,3600,3600,optimal,OPTIMAL,True,True,7.8944829,3.9373434,4.358186914006084,5.239310529220555,7.8944829,3.9373434,4.358186914006084,5.239310529220555,2.0050277809144106,0.8318245100571363,0.2721358321678335,0.2721358321678321,0.27213583216783216,0.27213583216783216,0.0,5.551115123125783e-17,0.0,2.0398324906006086e-16,0.0,5.551115123125783e-17,True,True,3600,0.7653247233032193,0.41585705300848075,3.5340849,2.7186983,False,both_certified_pgrb_faster,none,False,False
cb443_V08_compact_r1_shortage_M01_Q30_T18000,citibike443-regional-v1,matched_route_horizon,8,compact,shortage,1,1,8.0,30,18000,True,True,,,3600,3600,optimal,OPTIMAL,True,True,8.0417805,0.5310521,0.5028515372058111,0.41704257260012734,8.0417805,0.5310521,0.5028515372058111,0.41704257260012734,15.143110252270915,1.2057558873922445,0.09378795699046581,0.09378795699046577,0.09378795699046581,0.09378795699046581,0.0,4.163336342344337e-17,0.0,4.4390948219157485e-16,0.0,4.163336342344337e-17,True,True,3600,0.15113963818193776,0.05209991785761588,0.7024061999999995,0.32565540000000004,False,both_certified_pgrb_faster,none,False,False
cb443_V08_regional_r2_balanced_M01_Q30_T03600,citibike443-regional-v1,matched_route_horizon,8,regional,balanced,2,1,8.0,30,3600,True,True,,,3600,3600,optimal,OPTIMAL,True,True,2.6543021,0.9772893,0.9321088345174614,1.025878706813004,2.6543021,0.9772893,0.9321088345174614,1.025878706813004,2.715983997778345,0.9085955564992199,0.14910383570624458,0.14910383570624486,0.1491038357062448,0.1491038357062448,2.220446049250313e-16,0.0,1.489194452129923e-15,0.0,2.220446049250313e-16,0.0,True,True,3600,6.736966781990762e-18,0.1509553482558299,0.004523900000000136,0.8041224,False,both_certified_pgrb_faster,none,False,False
cb443_V08_regional_r2_balanced_M01_Q30_T18000,citibike443-regional-v1,matched_route_horizon,8,regional,balanced,2,1,8.0,30,18000,True,True,,,3600,3600,optimal,OPTIMAL,True,True,2.9961499,0.053091,0,0.028956746715545763,2.9961499,0.053091,0,0.028956746715545763,56.434233674257406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,3600,0.0,0.0,0.002082499999999765,0.02309102861022949,False,both_certified_pgrb_faster,none,False,False
cb443_V12_compact_r2_surplus_M01_Q30_T03600,citibike443-regional-v1,matched_route_horizon,12,compact,surplus,2,1,12.0,30,3600,True,True,,,3600,3600,optimal,OPTIMAL,True,True,27.4022075,39.6444087,36.33796202305952,64.85624106669611,27.4022075,39.6444087,36.33796202305952,64.85624106669611,0.6911998034164146,0.5602847378356495,0.42773511544286147,0.42773511544286136,0.4277351154428614,0.4277351154428614,0.0,5.551115123125783e-17,0.0,1.2977927045756718e-16,0.0,5.551115123125783e-17,True,True,3600,4.213927507697676,0.10006748498143249,24.0424929,4.0327032,False,both_certified_k1_faster,none,False,False
cb443_V12_compact_r2_surplus_M01_Q30_T18000,citibike443-regional-v1,matched_route_horizon,12,compact,surplus,2,1,12.0,30,18000,True,True,,,3600,3600,optimal,OPTIMAL,True,True,31.4934773,0.1019045,0,0.07113545791126148,31.4934773,0.1019045,0,0.07113545791126148,309.0489360136206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,3600,0.0,0.0,0.001741400000000226,0.029085699999999992,False,both_certified_pgrb_faster,none,False,False
cb443_V12_regional_r2_shortage_M01_Q30_T03600,citibike443-regional-v1,matched_route_horizon,12,regional,shortage,2,1,12.0,30,3600,True,True,,,3600,3600,optimal,OPTIMAL,True,True,7.6129715,4.0547409,8.454913885175653,5.939234212309891,7.6129715,4.0547409,8.454913885175653,5.939234212309891,1.8775482053612846,1.423569703254279,0.8046255197202764,0.8046255197202797,0.8046255197202796,0.8046255197202796,3.219646771412954e-15,0.0,4.001422640102483e-15,0.0,3.219646771412954e-15,0.0,True,True,3600,1.8835496651488276e-17,0.26191592791252916,0.004707199999999467,2.6732857999999995,False,both_certified_pgrb_faster,none,False,False
cb443_V12_regional_r2_shortage_M01_Q30_T18000,citibike443-regional-v1,matched_route_horizon,12,regional,shortage,2,1,12.0,30,18000,True,True,,,3600,3600,optimal,OPTIMAL,True,True,38.7017197,1.2992013,2.9224895690929973,1.657397281834802,38.7017197,1.2992013,2.9224895690929973,1.657397281834802,29.788855429870644,1.7633005683813419,0.18617652539284624,0.18617652539284751,0.1861765253928475,0.1861765253928475,1.2490009027033011e-15,0.0,6.708691657381662e-15,0.0,1.2490009027033011e-15,0.0,True,True,3600,0.22389077765570592,0.043410117599873725,2.3807067999999987,0.9286634,False,both_certified_pgrb_faster,none,False,False
cb443_V20_compact_r2_balanced_M02_Q30_T03600,citibike443-regional-v1,matched_route_horizon,20,compact,balanced,2,2,10.0,30,3600,True,False,,,3600,3600,optimal,TIME_LIMIT,True,False,1044.4795227,3598.3368332,2316.6058938279866,7383.039426123792,1044.4795227,,2316.6058938279866,,,,0.24340221626021397,0.19728050127932611,0.24340221626021413,0.24340221626021413,1.6653345369377348e-16,0.04612171498088802,6.841903753075834e-16,0.18948765417805666,1.6653345369377348e-16,0.04612171498088802,True,True,3600,1.9387218474926793e-18,304.61687819172784,0.002833600000030856,1497.8049417000002,False,k1_only_certified,at_least_one_method_censored,False,False
cb443_V20_compact_r2_balanced_M02_Q30_T18000,citibike443-regional-v1,matched_route_horizon,20,compact,balanced,2,2,10.0,30,18000,True,True,,,3600,3600,optimal,OPTIMAL,True,True,24.2257452,0.8927225,0,1.3195313108060651,24.2257452,0.8927225,0,1.3195313108060651,27.136926872572385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,3600,0.0,0.0,0.001972499999997268,0.051722419891357396,False,both_certified_pgrb_faster,none,False,False
cb443_V20_regional_r1_surplus_M02_Q30_T03600,citibike443-regional-v1,matched_route_horizon,20,regional,surplus,1,2,10.0,30,3600,True,False,,True,3600,10800,optimal,OPTIMAL,True,True,1115.1372345,9772.0870941,2278.367580920812,20105.490522434146,1115.1372345,9772.0870941,2278.367580920812,20105.490522434146,0.11411454111714536,0.11332066623187133,0.6620542802332052,0.6620541557710068,0.6620542879155705,0.6620542879155705,7.682365299466198e-09,1.32144563735892e-07,1.1603829836452782e-08,1.9959777641791202e-07,7.682365299466198e-09,1.32144563735892e-07,True,True,3600,104.77550986531257,171.57374860870067,1108.6636068,2415.1398361,True,both_certified_k1_faster,none,False,False
cb443_V20_regional_r1_surplus_M02_Q30_T18000,citibike443-regional-v1,matched_route_horizon,20,regional,surplus,1,2,10.0,30,18000,True,True,,,3600,3600,optimal,OPTIMAL,True,True,50.6570203,0.3329653,0,0.4533911446251661,50.6570203,0.3329653,0,0.4533911446251661,152.13903761142677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,3600,0.0,0.0,0.0021027999999958524,0.05184,False,both_certified_pgrb_faster,none,False,False
cb443_V30_compact_r1_shortage_M03_Q30_T03600,citibike443-regional-v1,matched_route_horizon,30,compact,shortage,1,3,10.0,30,3600,False,False,False,False,10800,10800,round31_c6_external_gini_tree_time_limit,TIME_LIMIT,False,False,10798.1334484,10798.7885421,27090.44649657422,22356.10998701772,,,,,,,0.4698166869591504,0.44423520708984676,0.6486421073654243,0.653963771715447,0.17882542040627386,0.2097285646256002,0.2756919700026957,0.320703643988489,0.17882542040627386,0.2097285646256002,True,True,10800,3109.53485978559,2027.030810028482,10779.3465674,6236.354798699999,False,neither_certified_k1_better_bound,at_least_one_method_censored,False,False
