variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost
all_improvements_300_v12_m2,300,7,0,aggregate,1,2,0,2,0,0,0,0,0,0,0,2,0,2,1,-0.00987394609105
all_improvements_300_v12_m2,300,7,0,aggregate,2,18,0,18,0,0,0,0,0,0,0,368,0,18,14,-0.0530949284981
all_improvements_300_v12_m2,300,7,0,aggregate,3,177,0,177,0,0,0,0,0,0,0,22509,14886,177,154,-0.0596777667514
all_improvements_300_v12_m2,300,7,0,aggregate,4,1590,0,1590,0,0,0,0,0,0,0,410703,163398,1590,1464,-0.0601851153103
all_improvements_300_v12_m2,300,7,0,aggregate,5,12719,0,12719,0,0,0,0,0,0,0,4290580,1131680,12719,12147,-0.0606167629959
all_improvements_300_v12_m2,300,7,0,aggregate,6,89033,0,89033,0,0,0,0,0,0,0,31048305,5965558,89033,85111,-0.0572670794197
all_improvements_300_v12_m2,300,7,0,aggregate,7,534195,0,534195,0,0,0,0,0,0,0,162813259,24283037,532618,448205,-0.0549467593189
all_improvements_300_v12_m2,300,7,0,aggregate,8,2669831,0,2669831,1140,0,0,0,0,0,0,599012356,73994795,2542530,1463291,-0.0520256301571
all_improvements_300_v12_m2,300,7,0,aggregate,9,10541051,0,10541051,138272,0,0,0,0,0,0,1417661867,156211834,6870131,2370414,-0.049330381863
all_improvements_300_v12_m2,300,7,0,aggregate,10,28684675,0,28684675,2938476,0,0,0,0,0,0,1908194381,201035004,9976048,1508732,-0.0403415581293
all_improvements_300_v12_m2,300,7,0,aggregate,11,41212185,0,41212185,16157164,0,0,0,0,0,0,1265697903,131651313,3231310,293830,-0.0277778001783
all_improvements_300_v12_m2,300,7,0,aggregate,12,20692909,0,20692909,20519276,0,0,0,0,0,0,308728408,31587983,506347,1510,-0.0118860744608
