"result_file","instance","status","ledger_note"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_local.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.389671,0.779342], status=unresolved, interval_lb=0.601579, cheap_prepass_lb=0.420742, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_pool.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.389671], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_pool.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.389671,0.779342], status=unresolved, interval_lb=0.601579, cheap_prepass_lb=0.420742, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_portfolio.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.389671], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_portfolio.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.389671,0.779342], status=unprocessed_relevant, interval_lb=0.420742, cheap_prepass_lb=0.420742, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_pricing.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.458333], status=unresolved, interval_lb=0.354203, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_pricing.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.458333,0.916667], status=unprocessed_relevant, interval_lb=0.489405, cheap_prepass_lb=0.489405, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_strong.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.389671], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_strong.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.389671,0.779342], status=unresolved, interval_lb=0.601579, cheap_prepass_lb=0.420742, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\movement_audit_v12_m1_average.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.125135], status=bound_fathomed, interval_lb=0.375406, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\movement_audit_v12_m1_average.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.125135,0.250271], status=unresolved, interval_lb=0.255468, cheap_prepass_lb=0.129574, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=true"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\movement_audit_v12_m1_average.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=2, range=[0.250271,0.375406], status=unprocessed_relevant, interval_lb=0.254709, cheap_prepass_lb=0.254709, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\movement_audit_v12_m2_average.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.259781], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\movement_audit_v12_m2_average.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.259781,0.519562], status=unresolved, interval_lb=0.473382, cheap_prepass_lb=0.290852, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=true"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\movement_audit_v12_m2_average.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=2, range=[0.519562,0.779342], status=unresolved, interval_lb=0.732812, cheap_prepass_lb=0.550633, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\postfix_smoke_gcap-frontier.json","gcap_smoke_V4_M1.txt","optimal","frontier_interval_ledger: interval_id=0, range=[0,0.163333], status=skipped_floor_ge_incumbent, interval_lb=0, cheap_prepass_lb=0, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_sources=gamma_floor|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=true, open_nodes=3, pricing_closed=true"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\postfix_smoke_gcap-frontier.json","gcap_smoke_V4_M1.txt","optimal","frontier_interval_ledger: interval_id=1, range=[0.163333,0.326667], status=skipped_floor_ge_incumbent, interval_lb=0.163333, cheap_prepass_lb=0.163333, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_sources=gamma_floor, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\postfix_smoke_gcap-frontier.json","gcap_smoke_V4_M1.txt","optimal","frontier_interval_ledger: interval_id=2, range=[0.326667,0.49], status=skipped_floor_ge_incumbent, interval_lb=0.326667, cheap_prepass_lb=0.326667, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_sources=gamma_floor, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\repro_v12_m1_portfolio_after_fix.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.187703], status=bound_fathomed, interval_lb=0.375406, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\repro_v12_m1_portfolio_after_fix.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.187703,0.375406], status=unprocessed_relevant, interval_lb=0.192141, cheap_prepass_lb=0.192141, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\repro_v12_m1_pricing_after_fix.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.246848], status=unresolved, interval_lb=0.240977, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\repro_v12_m1_pricing_after_fix.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.246848,0.493696], status=unprocessed_relevant, interval_lb=0.251286, cheap_prepass_lb=0.251286, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\smoke_gcap-frontier.json","gcap_smoke_V4_M1.txt","optimal","frontier_interval_ledger: interval_id=0, range=[0,0.163333], status=skipped_floor_ge_incumbent, interval_lb=0, cheap_prepass_lb=0, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_sources=gamma_floor|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=true, open_nodes=3, pricing_closed=true"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\smoke_gcap-frontier.json","gcap_smoke_V4_M1.txt","optimal","frontier_interval_ledger: interval_id=1, range=[0.163333,0.326667], status=skipped_floor_ge_incumbent, interval_lb=0.163333, cheap_prepass_lb=0.163333, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_sources=gamma_floor, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\smoke_gcap-frontier.json","gcap_smoke_V4_M1.txt","optimal","frontier_interval_ledger: interval_id=2, range=[0.326667,0.49], status=skipped_floor_ge_incumbent, interval_lb=0.326667, cheap_prepass_lb=0.326667, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_sources=gamma_floor, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
