run_id,parent_uid,parent_parent_uid,parent_native_depth,parent_gini_generation,child_gini_generation,parent_gamma_L,parent_gamma_U,split,parent_relaxation,lower_uid,lower_gamma_L,lower_gamma_U,lower_estimate,lower_gamma_floor,lower_weighted_penalty_lb,lower_domain_estimate,lower_lift,lower_station_deviation_lbs,lower_s_lower,lower_required_deviation,lower_deviation_lower_sum,lower_deviation_upper_sum,lower_dispersion_penalty_lb,lower_dispersion_bound_used,lower_domain_contradiction,lower_validation_status,upper_uid,upper_gamma_L,upper_gamma_U,upper_estimate,upper_gamma_floor,upper_weighted_penalty_lb,upper_domain_estimate,upper_lift,upper_station_deviation_lbs,upper_s_lower,upper_required_deviation,upper_deviation_lower_sum,upper_deviation_upper_sum,upper_dispersion_penalty_lb,upper_dispersion_bound_used,upper_domain_contradiction,upper_validation_status,estimate_mode,sibling_discriminated,creation_time,creation_node_count,open_nodes,simplex_iterations,validity_status,failure_reason
round23_stage2__V12_M1__s0m__900s,0,-1,0,0,1,0,0.34414394035127271,0.17860029160420776,0.21794334660193349,1,0,0.17860029160420776,0.21794334660193349,0,0.029589285714285714,0.0044383928571428569,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0,0.24285714285714288,17.832385638782576,0.029589285714285714,false,false,proved_dispersion_lower_bound,2,0.17860029160420776,0.34414394035127271,0.21794334660193349,0.17860029160420776,0.036591637720890968,0.18408903726234138,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.74032460567365699,0.24285714285714288,17.832385638782576,0.036591637720890968,false,false,proved_dispersion_lower_bound,dispersion-coupled,false,1.5441370000000001,0,1,1293,passed,
round23_stage2__V12_M1__s0m__900s,2,0,1,1,2,0.17860029160420776,0.34414394035127271,0.26790043740631164,0.30347244422094188,3,0.17860029160420776,0.26790043740631164,0.30347244422094188,0.17860029160420776,0.036591637720890968,0.18408903726234138,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.74032460567365699,0.24285714285714288,17.832385638782576,0.036591637720890968,false,false,proved_dispersion_lower_bound,4,0.26790043740631164,0.34414394035127271,0.30347244422094188,0.26790043740631164,0.041802042295622163,0.27417074375065492,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,1.1104869085104854,0.24285714285714288,17.832385638782576,0.041802042295622163,false,false,proved_dispersion_lower_bound,dispersion-coupled,false,1.6471741,2,1,1451,passed,
round23_stage2__V12_M1__s0m__900s,3,2,2,2,3,0.17860029160420776,0.26790043740631164,0.2232503645052597,0.30560214507236977,5,0.17860029160420776,0.2232503645052597,0.30560214507236977,0.17860029160420776,0.036591637720890968,0.18408903726234138,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.74032460567365699,0.24285714285714288,17.832385638782576,0.036591637720890968,false,false,proved_dispersion_lower_bound,6,0.2232503645052597,0.26790043740631164,0.30560214507236977,0.2232503645052597,0.039196840008256566,0.22912989050649818,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.92540575709207118,0.24285714285714288,17.832385638782576,0.039196840008256566,false,false,proved_dispersion_lower_bound,dispersion-coupled,false,1.6755698000000001,3,2,2236,passed,
round23_stage2__V12_M1__s0m__900s,4,2,2,2,3,0.26790043740631164,0.34414394035127271,0.30602218887879218,0.35711842167414382,7,0.26790043740631164,0.30602218887879218,0.35711842167414382,0.26790043740631164,0.041802042295622163,0.27417074375065492,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,1.1104869085104854,0.24285714285714288,17.832385638782576,0.041802042295622163,false,false,proved_dispersion_lower_bound,8,0.30602218887879218,0.34414394035127271,0.35711842167414382,0.30602218887879218,0.046727249885142895,0.31303127636156358,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,4.3744834110061008,1.4603879876182384,0.24285714285714288,17.257621043678999,0.046727249885142895,false,false,proved_dispersion_lower_bound,dispersion-coupled,false,1.7285900000000001,4,3,2297,passed,
round23_stage2__V12_M1__s0m__900s,5,3,3,3,4,0.17860029160420776,0.2232503645052597,0.20092532805473373,0.30908366521985986,9,0.17860029160420776,0.20092532805473373,0.30908366521985986,0.17860029160420776,0.036591637720890968,0.18408903726234138,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.74032460567365699,0.24285714285714288,17.832385638782576,0.036591637720890968,false,false,proved_dispersion_lower_bound,10,0.20092532805473373,0.2232503645052597,0.30908366521985986,0.20092532805473373,0.037894238864573764,0.20660946388441978,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.83286518138286414,0.24285714285714288,17.832385638782576,0.037894238864573764,false,false,proved_dispersion_lower_bound,dispersion-coupled,false,1.7628145,5,4,2894,passed,
round23_stage2__V12_M1__s0m__900s,6,3,3,3,4,0.2232503645052597,0.26790043740631164,0.24557540095578567,0.32896476099320116,11,0.2232503645052597,0.24557540095578567,0.32896476099320116,0.2232503645052597,0.039196840008256566,0.22912989050649818,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.92540575709207118,0.24285714285714288,17.832385638782576,0.039196840008256566,false,false,proved_dispersion_lower_bound,12,0.24557540095578567,0.26790043740631164,0.32896476099320116,0.24557540095578567,0.040499441151939361,0.25165031712857655,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,1.0179463328012783,0.24285714285714288,17.832385638782576,0.040499441151939361,false,false,proved_dispersion_lower_bound,dispersion-coupled,false,1.8334478000000001,6,5,2987,passed,
round23_stage2__V12_M1__s0m__900s,9,5,4,4,5,0.17860029160420776,0.20092532805473373,0.18976280982947075,0.31327989766276676,13,0.17860029160420776,0.18976280982947075,0.31327989766276676,0.17860029160420776,0.036591637720890968,0.18408903726234138,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.74032460567365699,0.24285714285714288,17.832385638782576,0.036591637720890968,false,false,proved_dispersion_lower_bound,14,0.18976280982947075,0.20092532805473373,0.31327989766276676,0.18976280982947075,0.037242938292732362,0.1953492505733806,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.78659489352826051,0.24285714285714288,17.832385638782576,0.037242938292732362,false,false,proved_dispersion_lower_bound,dispersion-coupled,false,1.9416272999999999,7,6,3406,passed,
round23_stage2__V12_M1__s0m__900s,10,5,4,4,5,0.20092532805473373,0.2232503645052597,0.21208784627999672,0.31763105153592103,15,0.20092532805473373,0.21208784627999672,0.31763105153592103,0.20092532805473373,0.037894238864573764,0.20660946388441978,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.83286518138286414,0.24285714285714288,17.832385638782576,0.037894238864573764,false,false,proved_dispersion_lower_bound,16,0.21208784627999672,0.2232503645052597,0.31763105153592103,0.21208784627999672,0.038545539436415165,0.21786967719545897,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.87913546923746766,0.24285714285714288,17.832385638782576,0.038545539436415165,false,false,proved_dispersion_lower_bound,dispersion-coupled,false,2.0653876000000002,8,7,3519,passed,
round23_stage2__V12_M1__s0m__900s,13,9,5,5,6,0.17860029160420776,0.18976280982947075,0.18418155071683925,0.3166924930440197,17,0.17860029160420776,0.18418155071683925,0.3166924930440197,0.17860029160420776,0.036591637720890968,0.18408903726234138,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.74032460567365699,0.24285714285714288,17.832385638782576,0.036591637720890968,false,false,proved_dispersion_lower_bound,18,0.18418155071683925,0.18976280982947075,0.3166924930440197,0.18418155071683925,0.036917288006811662,0.18971914391786099,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.76345974960095875,0.24285714285714288,17.832385638782576,0.036917288006811662,false,false,proved_dispersion_lower_bound,dispersion-coupled,false,2.1011877999999999,9,8,3809,passed,
round23_stage2__V12_M1__s0m__900s,14,9,5,5,6,0.18976280982947075,0.20092532805473373,0.19534406894210224,0.31640995708310454,19,0.18976280982947075,0.19534406894210224,0.31640995708310454,0.18976280982947075,0.037242938292732362,0.1953492505733806,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.78659489352826051,0.24285714285714288,17.832385638782576,0.037242938292732362,false,false,proved_dispersion_lower_bound,20,0.19534406894210224,0.20092532805473373,0.31640995708310454,0.19534406894210224,0.037568588578653063,0.20097935722890017,0,0.10000000000000009|0|0|0|0.14285714285714279|0|0|0|0|0|0|0,3.7997188159025228,0.80973003745556227,0.24285714285714288,17.832385638782576,0.037568588578653063,false,false,proved_dispersion_lower_bound,dispersion-coupled,false,2.1344444,10,9,3951,passed,
