variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.00299079892788
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,2,1,0,1,0,0,0,0,0,0,0,12,0,1,0,0.00289622821079
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,3,1,0,1,0,0,0,0,0,0,0,32,54,1,1,-0.0431597110106
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,4,1,0,1,0,0,0,0,0,0,0,160,54,1,1,-0.0329390222398
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,5,12,0,12,0,0,0,0,0,0,0,2379,627,12,12,-0.0324143206735
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,6,171,0,171,0,0,0,0,0,0,0,30969,7064,171,171,-0.0427314466887
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,7,2393,0,2393,0,0,0,0,0,0,0,320534,63410,2165,2165,-0.0427314466887
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,8,29696,0,29696,1403,0,0,0,0,0,0,2418252,430078,18456,18261,-0.0423013158395
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,9,277189,0,277189,79162,0,0,0,0,0,0,13435534,2224618,76532,76532,-0.0388613060055
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,10,1881631,0,1881631,1167443,0,0,0,0,0,0,56003965,8901993,301598,301002,-0.0326344499775
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,11,9422173,0,9422173,9394131,0,0,0,0,0,0,180362413,27943276,540690,540690,-0.0316026826771
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,12,35097205,0,35097205,49702345,0,0,0,0,0,0,456581513,69769472,1011691,1011176,-0.0309988438693
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,13,97616638,0,97616638,183160996,0,0,0,0,0,0,923826267,139951819,193628,193628,-0.0266140773508
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,14,205535567,0,205535567,477780894,0,0,0,0,0,0,1509210707,227449634,139040,139040,-0.0252546232926
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,15,334207571,0,334207571,899005826,0,0,0,0,0,0,2006126927,300703135,27992,27992,-0.0237139086934
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,16,422311079,0,422311079,1248726773,0,0,0,0,0,0,2161088238,318565701,0,0,
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,17,407420636,0,407420636,1281823679,0,0,0,0,0,0,1823045717,256491362,0,0,
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,18,286427845,0,286427845,935834063,0,0,0,0,0,0,1107881328,141723087,0,0,
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,19,132687908,0,132687908,440167782,0,0,0,0,0,0,425964534,46178675,0,0,
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,20,30618083,0,30618083,102069825,0,0,0,0,0,0,76296105,6383999,0,0,
