variant_name,time_limit_seconds,interval_id,pricing_calls,pricing_time_seconds,pricing_engine,final_pricing_engine,labels_generated,labels_kept,labels_expanded,labels_pruned_duration,labels_pruned_load,labels_pruned_station,labels_pruned_support,labels_pruned_reduced_cost,dominance_prunes,operation_dp_prunes,negative_columns_found,columns_inserted,best_reduced_cost,remaining_negative_rc,closure_status
all_improvements_moderate_seed3301_3600,3600,2,1,3579.8483364,exact-label,exact-label,1963535801,0,1963535801,5628914322,0,0,0,0,0,1546788058,0,0,0.00469307183545,0,not_run
