variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,operation_states_generated,operation_states_pruned
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,1,1,0
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,2,12,0
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,3,32,54
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,4,160,54
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,5,2379,627
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,6,30969,7064
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,7,320534,63410
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,8,2418252,430078
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,9,13435534,2224618
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,10,56003965,8901993
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,11,180362413,27943276
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,12,456581513,69769472
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,13,923826267,139951819
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,14,1509210707,227449634
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,15,2006126927,300703135
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,16,2161088238,318565701
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,17,1823045717,256491362
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,18,1107881328,141723087
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,19,425964534,46178675
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,20,76296105,6383999
