file,instance_name,benchmark_scale,status,objective,lower_bound,upper_bound,gap,runtime_seconds,certified_original_problem,unresolved_intervals,open_nodes,intervals_closed_by_relaxation_count,intervals_closed_by_bpc_count,pricing_calls,pricing_time_seconds,bound_time_seconds,plateau_reason
v50_probe.json,regen_V50_M3_average.txt,V50,gcap_frontier_not_closed,1.8452869066,0,1.8452869066,1,10.0112798,False,4,0,0,0,0,0,0,unresolved_frontier_intervals
v100_m5_avg_core_10s.json,regen_V100_M5_average.txt,V100,gcap_frontier_not_closed,4.23343551341,0,4.23343551341,1,10.0380235,False,4,0,0,0,0,0,0,unresolved_frontier_intervals
